powertrain,vehicle_type,quantile,miles
BEV (Non-Tesla),Car,51,14.702281581822984
BEV (Non-Tesla),Car,52,14.889188767089937
BEV (Non-Tesla),Car,53,15.076658382839515
BEV (Non-Tesla),Car,54,15.267158937242991
BEV (Non-Tesla),Car,55,15.457659491646469
BEV (Non-Tesla),Car,56,15.65236684628593
BEV (Non-Tesla),Car,57,15.852304658378157
BEV (Non-Tesla),Car,58,16.052242470470386
BEV (Non-Tesla),Car,59,16.24558093405583
BEV (Non-Tesla),Car,60,16.437798962750655
BEV (Non-Tesla),Car,61,16.634720314330302
BEV (Non-Tesla),Car,62,16.845633676507898
BEV (Non-Tesla),Car,63,17.056547038685494
BEV (Non-Tesla),Car,64,17.25679360001394
BEV (Non-Tesla),Car,65,17.448136040319522
BEV (Non-Tesla),Car,66,17.643401846977852
BEV (Non-Tesla),Car,67,17.883985851630406
BEV (Non-Tesla),Car,68,18.124569856282964
BEV (Non-Tesla),Car,69,18.361060533146226
BEV (Non-Tesla),Car,70,18.59634778076825
BEV (Non-Tesla),Car,71,18.836504533551754
BEV (Non-Tesla),Car,72,19.0830252235373
BEV (Non-Tesla),Car,73,19.330532556492468
BEV (Non-Tesla),Car,74,19.58166334911002
BEV (Non-Tesla),Car,75,19.84193614435671
BEV (Non-Tesla),Car,76,20.148334448557218
BEV (Non-Tesla),Car,77,20.454808140031425
BEV (Non-Tesla),Car,78,20.76205277179387
BEV (Non-Tesla),Car,79,21.069297403556313
BEV (Non-Tesla),Car,80,21.406640582367775
BEV (Non-Tesla),Car,81,21.745005283888233
BEV (Non-Tesla),Car,82,22.091088041349803
BEV (Non-Tesla),Car,83,22.44587187174158
BEV (Non-Tesla),Car,84,22.885925414350318
BEV (Non-Tesla),Car,85,23.330982158012272
BEV (Non-Tesla),Car,86,23.788106270919478
BEV (Non-Tesla),Car,87,24.27350654855307
BEV (Non-Tesla),Car,88,24.804764174356592
BEV (Non-Tesla),Car,89,25.374083705233463
BEV (Non-Tesla),Car,90,25.98032919142917
BEV (Non-Tesla),Car,91,26.780477332603237
BEV (Non-Tesla),Car,92,27.712788675403598
BEV (Non-Tesla),Car,93,28.705700680779657
BEV (Non-Tesla),Car,94,29.789363206431897
BEV (Non-Tesla),Car,95,31.228619628646964
BEV (Non-Tesla),Car,96,33.04892246715756
BEV (Non-Tesla),Car,97,35.65121624087494
BEV (Non-Tesla),Car,98,39.84819925873891
BEV (Non-Tesla),Car,99,47.9018104137527
BEV (Non-Tesla),Minivan,1,2.023018357836653
BEV (Non-Tesla),Minivan,2,3.0258028076348578
BEV (Non-Tesla),Minivan,3,4.008119072803082
BEV (Non-Tesla),Minivan,4,4.589338600895559
BEV (Non-Tesla),Minivan,5,5.08780787498318
BEV (Non-Tesla),Minivan,6,5.589621109642667
BEV (Non-Tesla),Minivan,7,6.110085442710879
BEV (Non-Tesla),Minivan,8,6.474006669638291
BEV (Non-Tesla),Minivan,9,6.795051303131501
BEV (Non-Tesla),Minivan,10,7.082951067626194
BEV (Non-Tesla),Minivan,11,7.38848454631094
BEV (Non-Tesla),Minivan,12,7.69152519999265
BEV (Non-Tesla),Minivan,13,7.945908733893959
BEV (Non-Tesla),Minivan,14,8.195801268722363
BEV (Non-Tesla),Minivan,15,8.389426141253296
BEV (Non-Tesla),Minivan,16,8.583051013784228
BEV (Non-Tesla),Minivan,17,8.814582112696739
BEV (Non-Tesla),Minivan,18,9.047765914604087
BEV (Non-Tesla),Minivan,19,9.268247307746158
BEV (Non-Tesla),Minivan,20,9.486354569815763
BEV (Non-Tesla),Minivan,21,9.677563577737734
BEV (Non-Tesla),Minivan,22,9.850305852911557
BEV (Non-Tesla),Minivan,23,10.022905332061816
BEV (Non-Tesla),Minivan,24,10.194731455428085
BEV (Non-Tesla),Minivan,25,10.366557578794355
BEV (Non-Tesla),Minivan,26,10.535665763389128
BEV (Non-Tesla),Minivan,27,10.70304846146084
BEV (Non-Tesla),Minivan,28,10.870431159532552
BEV (Non-Tesla),Minivan,29,11.036939910616194
BEV (Non-Tesla),Minivan,30,11.203386487616925
BEV (Non-Tesla),Minivan,31,11.362082128474835
BEV (Non-Tesla),Minivan,32,11.498191183927046
BEV (Non-Tesla),Minivan,33,11.634300239379256
BEV (Non-Tesla),Minivan,34,11.780223545429347
BEV (Non-Tesla),Minivan,35,11.93506798520287
BEV (Non-Tesla),Minivan,36,12.089912424976394
BEV (Non-Tesla),Minivan,37,12.240935686146765
BEV (Non-Tesla),Minivan,38,12.39041207441383
BEV (Non-Tesla),Minivan,39,12.532792558428199
BEV (Non-Tesla),Minivan,40,12.666917784192618
BEV (Non-Tesla),Minivan,41,12.796915269848729
BEV (Non-Tesla),Minivan,42,12.908831588459798
BEV (Non-Tesla),Minivan,43,13.020747907070866
BEV (Non-Tesla),Minivan,44,13.154178886311398
BEV (Non-Tesla),Minivan,45,13.297041176721544
BEV (Non-Tesla),Minivan,46,13.434694721149064
BEV (Non-Tesla),Minivan,47,13.543072157837338
BEV (Non-Tesla),Minivan,48,13.651449594525614
BEV (Non-Tesla),Minivan,49,13.770012819326643
BEV (Non-Tesla),Minivan,50,13.928042648721222
BEV (Non-Tesla),Minivan,51,14.0860724781158
BEV (Non-Tesla),Minivan,52,14.237786310532629
BEV (Non-Tesla),Minivan,53,14.37975079066636
BEV (Non-Tesla),Minivan,54,14.521715270800092
BEV (Non-Tesla),Minivan,55,14.689279430487712
BEV (Non-Tesla),Minivan,56,14.860476082931601
BEV (Non-Tesla),Minivan,57,15.025486088881655
BEV (Non-Tesla),Minivan,58,15.169115989526066
BEV (Non-Tesla),Minivan,59,15.312745890170477
BEV (Non-Tesla),Minivan,60,15.457774679414806
BEV (Non-Tesla),Minivan,61,15.606427128166995
BEV (Non-Tesla),Minivan,62,15.755079576919186
BEV (Non-Tesla),Minivan,63,15.902566397270855
BEV (Non-Tesla),Minivan,64,16.04885594892883
BEV (Non-Tesla),Minivan,65,16.195145500586797
BEV (Non-Tesla),Minivan,66,16.34475356587667
BEV (Non-Tesla),Minivan,67,16.495400125235594
BEV (Non-Tesla),Minivan,68,16.646094952447566
BEV (Non-Tesla),Minivan,69,16.811760858745604
BEV (Non-Tesla),Minivan,70,16.977426765043642
BEV (Non-Tesla),Minivan,71,17.139924978550372
BEV (Non-Tesla),Minivan,72,17.294973142583817
BEV (Non-Tesla),Minivan,73,17.45002130661726
BEV (Non-Tesla),Minivan,74,17.62925073603105
BEV (Non-Tesla),Minivan,75,17.809979458918367
BEV (Non-Tesla),Minivan,76,18.023707180126287
BEV (Non-Tesla),Minivan,77,18.250344345535634
BEV (Non-Tesla),Minivan,78,18.480394429283972
BEV (Non-Tesla),Minivan,79,18.719145508265377
BEV (Non-Tesla),Minivan,80,18.957896587246783
BEV (Non-Tesla),Minivan,81,19.214815467261563
BEV (Non-Tesla),Minivan,82,19.47507528722541
BEV (Non-Tesla),Minivan,83,19.73971322717286
BEV (Non-Tesla),Minivan,84,20.00894554989125
BEV (Non-Tesla),Minivan,85,20.282484729189047
BEV (Non-Tesla),Minivan,86,20.56523117162801
BEV (Non-Tesla),Minivan,87,20.812484049243523
BEV (Non-Tesla),Minivan,88,21.03868261321967
BEV (Non-Tesla),Minivan,89,21.457544718582085
BEV (Non-Tesla),Minivan,90,21.874935672333198
BEV (Non-Tesla),Minivan,91,22.289062191388222
BEV (Non-Tesla),Minivan,92,22.74365696086675
BEV (Non-Tesla),Minivan,93,23.22600994611883
BEV (Non-Tesla),Minivan,94,23.752324009802912
BEV (Non-Tesla),Minivan,95,24.450836354130445
BEV (Non-Tesla),Minivan,96,25.143272959139292
BEV (Non-Tesla),Minivan,97,25.83155576249709
BEV (Non-Tesla),Minivan,98,27.176150991915836
BEV (Non-Tesla),Minivan,99,29.4061455153921
BEV (Non-Tesla),Pickup,1,0.19893802437219926
BEV (Non-Tesla),Pickup,2,0.2546514113634157
BEV (Non-Tesla),Pickup,3,0.3053571286890667
BEV (Non-Tesla),Pickup,4,0.3634670698337724
BEV (Non-Tesla),Pickup,5,0.432162171656846
BEV (Non-Tesla),Pickup,6,0.5130822390963189
BEV (Non-Tesla),Pickup,7,0.594874388872113
BEV (Non-Tesla),Pickup,8,0.689637040353325
BEV (Non-Tesla),Pickup,9,0.8033771548457829
BEV (Non-Tesla),Pickup,10,0.9166281758410479
BEV (Non-Tesla),Pickup,11,1.035976788482921
BEV (Non-Tesla),Pickup,12,1.1618216116106388
BEV (Non-Tesla),Pickup,13,1.2917990158170192
BEV (Non-Tesla),Pickup,14,1.422457840641914
BEV (Non-Tesla),Pickup,15,1.5531654267230046
BEV (Non-Tesla),Pickup,16,1.6838774722130974
BEV (Non-Tesla),Pickup,17,1.8388704378662966
BEV (Non-Tesla),Pickup,18,1.9986027275085505
BEV (Non-Tesla),Pickup,19,2.1731490628690175
BEV (Non-Tesla),Pickup,20,2.357801182410845
BEV (Non-Tesla),Pickup,21,2.5037650817072827
BEV (Non-Tesla),Pickup,22,2.6161413733818697
BEV (Non-Tesla),Pickup,23,2.812693404578579
BEV (Non-Tesla),Pickup,24,3.0162152833992284
BEV (Non-Tesla),Pickup,25,3.209584210476227
BEV (Non-Tesla),Pickup,26,3.4020122973583145
BEV (Non-Tesla),Pickup,27,3.5938450890562708
BEV (Non-Tesla),Pickup,28,3.7843007592130413
BEV (Non-Tesla),Pickup,29,3.9747564293698097
BEV (Non-Tesla),Pickup,30,4.173334639692233
BEV (Non-Tesla),Pickup,31,4.374070497749781
BEV (Non-Tesla),Pickup,32,4.575134256047353
BEV (Non-Tesla),Pickup,33,4.77731094116496
BEV (Non-Tesla),Pickup,34,4.979487626282567
BEV (Non-Tesla),Pickup,35,5.188221528124171
BEV (Non-Tesla),Pickup,36,5.406359517514997
BEV (Non-Tesla),Pickup,37,5.624497506905823
BEV (Non-Tesla),Pickup,38,5.84156042709308
BEV (Non-Tesla),Pickup,39,6.05760158376913
BEV (Non-Tesla),Pickup,40,6.2736427404451796
BEV (Non-Tesla),Pickup,41,6.478048843931933
BEV (Non-Tesla),Pickup,42,6.676334086104021
BEV (Non-Tesla),Pickup,43,6.8746193282761086
BEV (Non-Tesla),Pickup,44,7.086037032542393
BEV (Non-Tesla),Pickup,45,7.299796110352431
BEV (Non-Tesla),Pickup,46,7.514350402458189
BEV (Non-Tesla),Pickup,47,7.7326719874934975
BEV (Non-Tesla),Pickup,48,7.950993572528808
BEV (Non-Tesla),Pickup,49,8.197085741648067
BEV (Non-Tesla),Pickup,50,8.44947617946301
BEV (Non-Tesla),Pickup,51,8.702854708151007
BEV (Non-Tesla),Pickup,52,8.959594691912951
BEV (Non-Tesla),Pickup,53,9.216334675674894
BEV (Non-Tesla),Pickup,54,9.474480040933148
BEV (Non-Tesla),Pickup,55,9.736093269277148
BEV (Non-Tesla),Pickup,56,9.997706497621149
BEV (Non-Tesla),Pickup,57,10.254883337742468
BEV (Non-Tesla),Pickup,58,10.504165463265158
BEV (Non-Tesla),Pickup,59,10.753447588787846
BEV (Non-Tesla),Pickup,60,11.02852287727863
BEV (Non-Tesla),Pickup,61,11.321238215922595
BEV (Non-Tesla),Pickup,62,11.61395355456656
BEV (Non-Tesla),Pickup,63,11.91028728519065
BEV (Non-Tesla),Pickup,64,12.20691631353243
BEV (Non-Tesla),Pickup,65,12.504878515392873
BEV (Non-Tesla),Pickup,66,12.811912645625545
BEV (Non-Tesla),Pickup,67,13.118946775858218
BEV (Non-Tesla),Pickup,68,13.43461683361341
BEV (Non-Tesla),Pickup,69,13.770322709712536
BEV (Non-Tesla),Pickup,70,14.10602858581167
BEV (Non-Tesla),Pickup,71,14.45967265714211
BEV (Non-Tesla),Pickup,72,14.8295389150973
BEV (Non-Tesla),Pickup,73,15.200500184754851
BEV (Non-Tesla),Pickup,74,15.581332170898461
BEV (Non-Tesla),Pickup,75,15.962164157042071
BEV (Non-Tesla),Pickup,76,16.381331633400016
BEV (Non-Tesla),Pickup,77,16.80459846992271
BEV (Non-Tesla),Pickup,78,17.233299548981414
BEV (Non-Tesla),Pickup,79,17.666939122518688
BEV (Non-Tesla),Pickup,80,18.10055794850394
BEV (Non-Tesla),Pickup,81,18.534023136206546
BEV (Non-Tesla),Pickup,82,18.967488323909144
BEV (Non-Tesla),Pickup,83,19.475506030688493
BEV (Non-Tesla),Pickup,84,19.99254958964061
BEV (Non-Tesla),Pickup,85,20.60728701807438
BEV (Non-Tesla),Pickup,86,21.239035408753995
BEV (Non-Tesla),Pickup,87,21.746520126055234
BEV (Non-Tesla),Pickup,88,22.348351342286122
BEV (Non-Tesla),Pickup,89,23.09119969999178
BEV (Non-Tesla),Pickup,90,23.91369044534934
BEV (Non-Tesla),Pickup,91,24.78584198900366
BEV (Non-Tesla),Pickup,92,25.76129490920718
BEV (Non-Tesla),Pickup,93,26.86493642485867
BEV (Non-Tesla),Pickup,94,28.057587154932122
BEV (Non-Tesla),Pickup,95,29.31704029779141
BEV (Non-Tesla),Pickup,96,30.93571686414954
BEV (Non-Tesla),Pickup,97,33.47635613246078
BEV (Non-Tesla),Pickup,98,36.561452927169576
BEV (Non-Tesla),Pickup,99,42.999808129742334
BEV (Non-Tesla),SUV,1,0.09896293483257357
BEV (Non-Tesla),SUV,2,0.17220956454170028
BEV (Non-Tesla),SUV,3,0.21542335542335858
BEV (Non-Tesla),SUV,4,0.25830362003095
BEV (Non-Tesla),SUV,5,0.29170954121296927
BEV (Non-Tesla),SUV,6,0.3231532575143265
BEV (Non-Tesla),SUV,7,0.35774931096041324
BEV (Non-Tesla),SUV,8,0.3940955104124436
BEV (Non-Tesla),SUV,9,0.43116254968122175
BEV (Non-Tesla),SUV,10,0.470362534156957
BEV (Non-Tesla),SUV,11,0.5138678221645608
BEV (Non-Tesla),SUV,12,0.5588893967692707
BEV (Non-Tesla),SUV,13,0.6050492622933941
BEV (Non-Tesla),SUV,14,0.6635571327170424
BEV (Non-Tesla),SUV,15,0.7232510753174359
BEV (Non-Tesla),SUV,16,0.7898915937282978
BEV (Non-Tesla),SUV,17,0.8624473688612981
BEV (Non-Tesla),SUV,18,0.9584736975000278
BEV (Non-Tesla),SUV,19,1.0580907594462738
BEV (Non-Tesla),SUV,20,1.1691570072327726
BEV (Non-Tesla),SUV,21,1.2710545977094982
BEV (Non-Tesla),SUV,22,1.365336823512319
BEV (Non-Tesla),SUV,23,1.473612903786527
BEV (Non-Tesla),SUV,24,1.590475567629466
BEV (Non-Tesla),SUV,25,1.7099291013406088
BEV (Non-Tesla),SUV,26,1.8529548401799225
BEV (Non-Tesla),SUV,27,1.9959805790192369
BEV (Non-Tesla),SUV,28,2.1467319772375824
BEV (Non-Tesla),SUV,29,2.303545734133175
BEV (Non-Tesla),SUV,30,2.4636250686783536
BEV (Non-Tesla),SUV,31,2.655317706854318
BEV (Non-Tesla),SUV,32,2.847010345030282
BEV (Non-Tesla),SUV,33,3.0331359183389215
BEV (Non-Tesla),SUV,34,3.2176077535552574
BEV (Non-Tesla),SUV,35,3.3989366080297305
BEV (Non-Tesla),SUV,36,3.5736564236704784
BEV (Non-Tesla),SUV,37,3.748376239311228
BEV (Non-Tesla),SUV,38,3.9032183350879275
BEV (Non-Tesla),SUV,39,4.056509413126788
BEV (Non-Tesla),SUV,40,4.246290421275381
BEV (Non-Tesla),SUV,41,4.445022098379142
BEV (Non-Tesla),SUV,42,4.649432879339502
BEV (Non-Tesla),SUV,43,4.857529681983509
BEV (Non-Tesla),SUV,44,5.061094792176249
BEV (Non-Tesla),SUV,45,5.250900155958085
BEV (Non-Tesla),SUV,46,5.440705519739922
BEV (Non-Tesla),SUV,47,5.641189224249404
BEV (Non-Tesla),SUV,48,5.855320881879214
BEV (Non-Tesla),SUV,49,6.069452539509022
BEV (Non-Tesla),SUV,50,6.287138422778391
BEV (Non-Tesla),SUV,51,6.512236841076041
BEV (Non-Tesla),SUV,52,6.737335259373692
BEV (Non-Tesla),SUV,53,6.970641912191039
BEV (Non-Tesla),SUV,54,7.2085389084006435
BEV (Non-Tesla),SUV,55,7.4431884207205785
BEV (Non-Tesla),SUV,56,7.654165229582087
BEV (Non-Tesla),SUV,57,7.865142038443592
BEV (Non-Tesla),SUV,58,8.08687956876071
BEV (Non-Tesla),SUV,59,8.328790666941297
BEV (Non-Tesla),SUV,60,8.570701765121886
BEV (Non-Tesla),SUV,61,8.8415595631523
BEV (Non-Tesla),SUV,62,9.120911269382711
BEV (Non-Tesla),SUV,63,9.394361199320274
BEV (Non-Tesla),SUV,64,9.63737314332177
BEV (Non-Tesla),SUV,65,9.880385087323269
BEV (Non-Tesla),SUV,66,10.139493254433303
BEV (Non-Tesla),SUV,67,10.418787026009804
BEV (Non-Tesla),SUV,68,10.698080797586304
BEV (Non-Tesla),SUV,69,10.966354134841811
BEV (Non-Tesla),SUV,70,11.230057612934157
BEV (Non-Tesla),SUV,71,11.493761091026505
BEV (Non-Tesla),SUV,72,11.868419839365151
BEV (Non-Tesla),SUV,73,12.25090619543513
BEV (Non-Tesla),SUV,74,12.621208209509296
BEV (Non-Tesla),SUV,75,12.958459381458464
BEV (Non-Tesla),SUV,76,13.29571055340763
BEV (Non-Tesla),SUV,77,13.67577799350267
BEV (Non-Tesla),SUV,78,14.076307918320966
BEV (Non-Tesla),SUV,79,14.481748646056383
BEV (Non-Tesla),SUV,80,14.907864499018864
BEV (Non-Tesla),SUV,81,15.333980351981351
BEV (Non-Tesla),SUV,82,15.771747658658683
BEV (Non-Tesla),SUV,83,16.21184626311907
BEV (Non-Tesla),SUV,84,16.71504665371795
BEV (Non-Tesla),SUV,85,17.27058245192444
BEV (Non-Tesla),SUV,86,17.864919384030674
BEV (Non-Tesla),SUV,87,18.520968940483044
BEV (Non-Tesla),SUV,88,19.094801717159744
BEV (Non-Tesla),SUV,89,19.578667263478586
BEV (Non-Tesla),SUV,90,20.228537671357305
BEV (Non-Tesla),SUV,91,20.943382931283473
BEV (Non-Tesla),SUV,92,21.732446311979416
BEV (Non-Tesla),SUV,93,22.540659741011392
BEV (Non-Tesla),SUV,94,23.44766874893024
BEV (Non-Tesla),SUV,95,24.538760686557126
BEV (Non-Tesla),SUV,96,25.906730662460074
BEV (Non-Tesla),SUV,97,27.611817449100926
BEV (Non-Tesla),SUV,98,29.754449272351927
BEV (Non-Tesla),SUV,99,34.10534399750226
BEV (Tesla),All,1,1.1938955514976823
BEV (Tesla),All,2,2.6100538477544317
BEV (Tesla),All,3,3.8653260935440477
BEV (Tesla),All,4,4.893310015142278
BEV (Tesla),All,5,5.773303573494766
BEV (Tesla),All,6,6.519467889636197
BEV (Tesla),All,7,7.136280989443832
BEV (Tesla),All,8,7.77231554302025
BEV (Tesla),All,9,8.299982409478384
BEV (Tesla),All,10,8.784356819201385
BEV (Tesla),All,11,9.263490238794054
BEV (Tesla),All,12,9.70444251634246
BEV (Tesla),All,13,10.11760925426779
BEV (Tesla),All,14,10.494484967687201
BEV (Tesla),All,15,10.90395754935649
BEV (Tesla),All,16,11.314449569320578
BEV (Tesla),All,17,11.688557513531764
BEV (Tesla),All,18,12.037577535651604
BEV (Tesla),All,19,12.324496303025544
BEV (Tesla),All,20,12.623204706682762
BEV (Tesla),All,21,12.945679935258225
BEV (Tesla),All,22,13.268155163833692
BEV (Tesla),All,23,13.58219494050709
BEV (Tesla),All,24,13.895803242127355
BEV (Tesla),All,25,14.19750048533841
BEV (Tesla),All,26,14.489878288467056
BEV (Tesla),All,27,14.779369962245775
BEV (Tesla),All,28,15.052228789709682
BEV (Tesla),All,29,15.325087617173589
BEV (Tesla),All,30,15.597194822303408
BEV (Tesla),All,31,15.868868854296823
BEV (Tesla),All,32,16.1393227044479
BEV (Tesla),All,33,16.39734023205346
BEV (Tesla),All,34,16.655357759659015
BEV (Tesla),All,35,16.92508294506534
BEV (Tesla),All,36,17.200990460409677
BEV (Tesla),All,37,17.472057952229694
BEV (Tesla),All,38,17.729180830766516
BEV (Tesla),All,39,17.986303709303336
BEV (Tesla),All,40,18.237181867788106
BEV (Tesla),All,41,18.486910047831472
BEV (Tesla),All,42,18.745017037713435
BEV (Tesla),All,43,19.01324902843065
BEV (Tesla),All,44,19.28148101914786
BEV (Tesla),All,45,19.537114392186734
BEV (Tesla),All,46,19.791467790655926
BEV (Tesla),All,47,20.049925778429127
BEV (Tesla),All,48,20.31288953826268
BEV (Tesla),All,49,20.575853298096234
BEV (Tesla),All,50,20.85136150214139
BEV (Tesla),All,51,21.12703852447847
BEV (Tesla),All,52,21.40104620230774
BEV (Tesla),All,53,21.67067767406388
BEV (Tesla),All,54,21.940309145820024
BEV (Tesla),All,55,22.211668548069408
BEV (Tesla),All,56,22.485284501162184
BEV (Tesla),All,57,22.758900454254952
BEV (Tesla),All,58,23.053269372851847
BEV (Tesla),All,59,23.3574236563587
BEV (Tesla),All,60,23.658766427091734
BEV (Tesla),All,61,23.952598094035608
BEV (Tesla),All,62,24.24642976097948
BEV (Tesla),All,63,24.56901241268538
BEV (Tesla),All,64,24.90509598892432
BEV (Tesla),All,65,25.240817598257884
BEV (Tesla),All,66,25.55148819189679
BEV (Tesla),All,67,25.862158785535694
BEV (Tesla),All,68,26.21406191064874
BEV (Tesla),All,69,26.608357489424446
BEV (Tesla),All,70,26.999827257965595
BEV (Tesla),All,71,27.357141676985897
BEV (Tesla),All,72,27.7144560960062
BEV (Tesla),All,73,28.129709544467058
BEV (Tesla),All,74,28.562293473319578
BEV (Tesla),All,75,29.00032067329812
BEV (Tesla),All,76,29.44750316500284
BEV (Tesla),All,77,29.895545509816184
BEV (Tesla),All,78,30.406976149138302
BEV (Tesla),All,79,30.918406788460423
BEV (Tesla),All,80,31.46566306715485
BEV (Tesla),All,81,32.024918129473924
BEV (Tesla),All,82,32.65973052308727
BEV (Tesla),All,83,33.33043115312198
BEV (Tesla),All,84,34.041845992104285
BEV (Tesla),All,85,34.77738108445492
BEV (Tesla),All,86,35.59308022399195
BEV (Tesla),All,87,36.47509543039818
BEV (Tesla),All,88,37.47348842546955
BEV (Tesla),All,89,38.53555700968812
BEV (Tesla),All,90,39.879367281163695
BEV (Tesla),All,91,41.28213904515291
BEV (Tesla),All,92,42.76367699802975
BEV (Tesla),All,93,44.83085374400543
BEV (Tesla),All,94,47.28461352723683
BEV (Tesla),All,95,50.245287908767175
BEV (Tesla),All,96,53.98685244418458
BEV (Tesla),All,97,59.1892589762695
BEV (Tesla),All,98,67.17748812501242
BEV (Tesla),All,99,80.2507117387655
BEV (Tesla),CUV,1,0.8894000920487466
BEV (Tesla),CUV,2,2.0311005126080883
BEV (Tesla),CUV,3,3.2299317555466307
BEV (Tesla),CUV,4,4.239338357297401
BEV (Tesla),CUV,5,5.1785614190254
BEV (Tesla),CUV,6,5.92442755043673
BEV (Tesla),CUV,7,6.6262554490467425
BEV (Tesla),CUV,8,7.327450862078631
BEV (Tesla),CUV,9,7.87616643501712
BEV (Tesla),CUV,10,8.409081906459988
BEV (Tesla),CUV,11,8.928138429018048
BEV (Tesla),CUV,12,9.383351745483749
BEV (Tesla),CUV,13,9.838803747363869
BEV (Tesla),CUV,14,10.294554910507252
BEV (Tesla),CUV,15,10.716694147692063
BEV (Tesla),CUV,16,11.11057026141608
BEV (Tesla),CUV,17,11.489682097289336
BEV (Tesla),CUV,18,11.855395104070166
BEV (Tesla),CUV,19,12.20956765174025
BEV (Tesla),CUV,20,12.545731474522254
BEV (Tesla),CUV,21,12.879856061983018
BEV (Tesla),CUV,22,13.199736237974165
BEV (Tesla),CUV,23,13.51961641396531
BEV (Tesla),CUV,24,13.835210393559024
BEV (Tesla),CUV,25,14.149392491124951
BEV (Tesla),CUV,26,14.453423391591896
BEV (Tesla),CUV,27,14.739775821545399
BEV (Tesla),CUV,28,15.0261282514989
BEV (Tesla),CUV,29,15.322576386150871
BEV (Tesla),CUV,30,15.619320381335523
BEV (Tesla),CUV,31,15.907326695191339
BEV (Tesla),CUV,32,16.180370891047026
BEV (Tesla),CUV,33,16.453415086902712
BEV (Tesla),CUV,34,16.72573217795599
BEV (Tesla),CUV,35,16.997582513047014
BEV (Tesla),CUV,36,17.26943284813804
BEV (Tesla),CUV,37,17.539836183156304
BEV (Tesla),CUV,38,17.80997796542085
BEV (Tesla),CUV,39,18.078656519261784
BEV (Tesla),CUV,40,18.339252853115497
BEV (Tesla),CUV,41,18.599849186969205
BEV (Tesla),CUV,42,18.85995852696712
BEV (Tesla),CUV,43,19.119266400548426
BEV (Tesla),CUV,44,19.37857427412973
BEV (Tesla),CUV,45,19.629804917222746
BEV (Tesla),CUV,46,19.871211402520224
BEV (Tesla),CUV,47,20.1126178878177
BEV (Tesla),CUV,48,20.38297193914508
BEV (Tesla),CUV,49,20.680056540532615
BEV (Tesla),CUV,50,20.977141141920146
BEV (Tesla),CUV,51,21.24387457714011
BEV (Tesla),CUV,52,21.49896314586587
BEV (Tesla),CUV,53,21.754051714591625
BEV (Tesla),CUV,54,22.03485234191544
BEV (Tesla),CUV,55,22.317709704764365
BEV (Tesla),CUV,56,22.599814803948398
BEV (Tesla),CUV,57,22.87657480562049
BEV (Tesla),CUV,58,23.153334807292584
BEV (Tesla),CUV,59,23.43223987607986
BEV (Tesla),CUV,60,23.714616917356096
BEV (Tesla),CUV,61,23.996993958632338
BEV (Tesla),CUV,62,24.278008290986676
BEV (Tesla),CUV,63,24.557997389332883
BEV (Tesla),CUV,64,24.83798648767909
BEV (Tesla),CUV,65,25.18124259580613
BEV (Tesla),CUV,66,25.526242335748197
BEV (Tesla),CUV,67,25.869001370282497
BEV (Tesla),CUV,68,26.207705052768656
BEV (Tesla),CUV,69,26.54640873525481
BEV (Tesla),CUV,70,26.89779878105279
BEV (Tesla),CUV,71,27.25984749124296
BEV (Tesla),CUV,72,27.621896201433138
BEV (Tesla),CUV,73,27.992498766592476
BEV (Tesla),CUV,74,28.36505179272781
BEV (Tesla),CUV,75,28.747274454642028
BEV (Tesla),CUV,76,29.158594002382195
BEV (Tesla),CUV,77,29.569913550122365
BEV (Tesla),CUV,78,30.006421153976753
BEV (Tesla),CUV,79,30.445151233370627
BEV (Tesla),CUV,80,30.919512754837623
BEV (Tesla),CUV,81,31.410356775006516
BEV (Tesla),CUV,82,31.930917423819018
BEV (Tesla),CUV,83,32.49733148545463
BEV (Tesla),CUV,84,33.081243440512544
BEV (Tesla),CUV,85,33.75954706602402
BEV (Tesla),CUV,86,34.4405468067857
BEV (Tesla),CUV,87,35.140343969497394
BEV (Tesla),CUV,88,35.869749919132644
BEV (Tesla),CUV,89,36.717805129590666
BEV (Tesla),CUV,90,37.62481128998227
BEV (Tesla),CUV,91,38.637082163847225
BEV (Tesla),CUV,92,39.778721219185044
BEV (Tesla),CUV,93,41.02432453135876
BEV (Tesla),CUV,94,42.52293284494871
BEV (Tesla),CUV,95,44.164764168773296
BEV (Tesla),CUV,96,46.41273839542308
BEV (Tesla),CUV,97,49.37826540312233
BEV (Tesla),CUV,98,52.85142583552835
BEV (Tesla),CUV,99,61.25623045897242
BEV (Tesla),Car,1,1.5789992385465061
BEV (Tesla),Car,2,3.1433686366221485
BEV (Tesla),Car,3,4.38196672625811
BEV (Tesla),Car,4,5.417004358496395
BEV (Tesla),Car,5,6.246608353485359
BEV (Tesla),Car,6,6.851649730014723
BEV (Tesla),Car,7,7.488060294558064
BEV (Tesla),Car,8,8.08709906668928
BEV (Tesla),Car,9,8.602009463618932
BEV (Tesla),Car,10,9.018127060234992
BEV (Tesla),Car,11,9.453023787805877
BEV (Tesla),Car,12,9.910100421945442
BEV (Tesla),Car,13,10.318521463842364
BEV (Tesla),Car,14,10.718805580269446
BEV (Tesla),Car,15,11.085172467856966
BEV (Tesla),Car,16,11.450203906121878
BEV (Tesla),Car,17,11.8042161461982
BEV (Tesla),Car,18,12.149019873067363
