powertrain,vehicle_type,quantile,miles
All,Pickup,49,28.403321066540464
All,Pickup,50,28.75314679045802
All,Pickup,51,29.102972514375573
All,Pickup,52,29.45901426339849
All,Pickup,53,29.81646077652857
All,Pickup,54,30.17390728965865
All,Pickup,55,30.537682168230436
All,Pickup,56,30.902251286911703
All,Pickup,57,31.269237086403276
All,Pickup,58,31.660012081397745
All,Pickup,59,32.05078707639222
All,Pickup,60,32.44311853995372
All,Pickup,61,32.837468355790726
All,Pickup,62,33.23181817162774
All,Pickup,63,33.64479771249971
All,Pickup,64,34.064092410096734
All,Pickup,65,34.485190553006674
All,Pickup,66,34.92622806681828
All,Pickup,67,35.36726558062989
All,Pickup,68,35.82128839866184
All,Pickup,69,36.28924528114987
All,Pickup,70,36.7572021636379
All,Pickup,71,37.22341297802592
All,Pickup,72,37.68957599535532
All,Pickup,73,38.202702427451165
All,Pickup,74,38.73732333878091
All,Pickup,75,39.27863168253282
All,Pickup,76,39.82953439298617
All,Pickup,77,40.380437103439505
All,Pickup,78,40.988187089020485
All,Pickup,79,41.5965024064468
All,Pickup,80,42.24448203811372
All,Pickup,81,42.916646935930636
All,Pickup,82,43.62196103794066
All,Pickup,83,44.38286442499762
All,Pickup,84,45.14733451597794
All,Pickup,85,45.92267218513761
All,Pickup,86,46.77537767112021
All,Pickup,87,47.787112686353304
All,Pickup,88,48.83769688198384
All,Pickup,89,49.93714099636606
All,Pickup,90,51.06701496528448
All,Pickup,91,52.22655966192555
All,Pickup,92,53.7597486878692
All,Pickup,93,55.49484711936266
All,Pickup,94,57.42716005584441
All,Pickup,95,59.82602233255384
All,Pickup,96,62.55205332806211
All,Pickup,97,66.26388566186002
All,Pickup,98,71.68626869114642
All,Pickup,99,80.68924915796467
All,SUV,1,3.103556332612166
All,SUV,2,5.613819744587201
All,SUV,3,7.318725600247753
All,SUV,4,8.726922570727636
All,SUV,5,9.891151866608961
All,SUV,6,10.864066694330463
All,SUV,7,11.738696099661457
All,SUV,8,12.552396250911556
All,SUV,9,13.240731637887661
All,SUV,10,13.912241129194445
All,SUV,11,14.569000112204034
All,SUV,12,15.109654397759996
All,SUV,13,15.645462880932827
All,SUV,14,16.224948429827684
All,SUV,15,16.706850123284664
All,SUV,16,17.163522634949917
All,SUV,17,17.621916669188742
All,SUV,18,18.06723099163847
All,SUV,19,18.47096013590618
All,SUV,20,18.877848621428733
All,SUV,21,19.29646258657568
All,SUV,22,19.706315653271012
All,SUV,23,20.08399977514507
All,SUV,24,20.459573078496895
All,SUV,25,20.8248469005553
All,SUV,26,21.190120722613706
All,SUV,27,21.529246001477734
All,SUV,28,21.86068600301689
All,SUV,29,22.197553994774275
All,SUV,30,22.54512755781778
All,SUV,31,22.892239566611984
All,SUV,32,23.228059755851486
All,SUV,33,23.563879945090985
All,SUV,34,23.891861164756353
All,SUV,35,24.215044024670973
All,SUV,36,24.538243823021443
All,SUV,37,24.863394860959037
All,SUV,38,25.188545898896635
All,SUV,39,25.50933368619741
All,SUV,40,25.81369214393043
All,SUV,41,26.11805060166345
All,SUV,42,26.426221980385076
All,SUV,43,26.734678878640413
All,SUV,44,27.067548644272442
All,SUV,45,27.403364518774865
All,SUV,46,27.733382192398693
All,SUV,47,28.052437257712494
All,SUV,48,28.371492323026303
All,SUV,49,28.701976321551115
All,SUV,50,29.036342242680302
All,SUV,51,29.368330659326325
All,SUV,52,29.696781005900775
All,SUV,53,30.025179878468126
All,SUV,54,30.349891504504686
All,SUV,55,30.67460313054125
All,SUV,56,31.00789079259513
All,SUV,57,31.3570022467072
All,SUV,58,31.70611370081928
All,SUV,59,32.05768686640205
All,SUV,60,32.41180478629953
All,SUV,61,32.765922706197
All,SUV,62,33.130612199456664
All,SUV,63,33.49982585019097
All,SUV,64,33.86960404707907
All,SUV,65,34.25024872179301
All,SUV,66,34.63089339650694
All,SUV,67,35.018818202371115
All,SUV,68,35.41624766089441
All,SUV,69,35.81367711941771
All,SUV,70,36.233466130663324
All,SUV,71,36.658997250394954
All,SUV,72,37.09083425892156
All,SUV,73,37.55227671401474
All,SUV,74,38.01371916910791
All,SUV,75,38.494024489705346
All,SUV,76,38.98340714252563
All,SUV,77,39.48238006616377
All,SUV,78,40.00615881687694
All,SUV,79,40.53040561090652
All,SUV,80,41.07132876107851
All,SUV,81,41.6122519112505
All,SUV,82,42.25222038151069
All,SUV,83,42.911746389455786
All,SUV,84,43.55204656172066
All,SUV,85,44.18522781740754
All,SUV,86,44.91805512438261
All,SUV,87,45.689643579177975
All,SUV,88,46.55661110701826
All,SUV,89,47.43828573754757
All,SUV,90,48.333534274812116
All,SUV,91,49.32802444849596
All,SUV,92,50.403789745981356
All,SUV,93,51.77338324442532
All,SUV,94,53.26056656143688
All,SUV,95,54.938709197652855
All,SUV,96,57.02550141400315
All,SUV,97,59.62996047484256
All,SUV,98,63.484065515090244
All,SUV,99,69.74192090575599
BEV,All,1,0.5519080103926828
BEV,All,2,1.220699532964833
BEV,All,3,1.9792714991660993
BEV,All,4,2.6761861982348876
BEV,All,5,3.3149011769821826
BEV,All,6,3.92125468482857
BEV,All,7,4.47879374729257
BEV,All,8,5.008518286405766
BEV,All,9,5.501425116701837
BEV,All,10,5.926292132503174
BEV,All,11,6.3519639904523455
BEV,All,12,6.776811651200128
BEV,All,13,7.132206585276551
BEV,All,14,7.493360615608649
BEV,All,15,7.860954035053645
BEV,All,16,8.219771225869755
BEV,All,17,8.577232493311204
BEV,All,18,8.890921226902478
BEV,All,19,9.204582157385099
BEV,All,20,9.501645181191241
BEV,All,21,9.798126859648184
BEV,All,22,10.091236663983858
BEV,All,23,10.384378420420102
BEV,All,24,10.677649335456772
BEV,All,25,10.970321380795479
BEV,All,26,11.261685290408604
BEV,All,27,11.537004450678703
BEV,All,28,11.773195748955185
BEV,All,29,12.023157730151317
BEV,All,30,12.304417683660589
BEV,All,31,12.581637059298526
BEV,All,32,12.84172626502362
BEV,All,33,13.100528430389577
BEV,All,34,13.311643468090862
BEV,All,35,13.53515021479212
BEV,All,36,13.816270064705026
BEV,All,37,14.092292875883448
BEV,All,38,14.346106529046867
BEV,All,39,14.599920182210283
BEV,All,40,14.839956478165536
BEV,All,41,15.077126213653843
BEV,All,42,15.319075848745978
BEV,All,43,15.565583737241576
BEV,All,44,15.817061780240047
BEV,All,45,16.078469796129916
BEV,All,46,16.339444093272956
BEV,All,47,16.5912667554165
BEV,All,48,16.843089417560044
BEV,All,49,17.09352205322542
BEV,All,50,17.34332323865361
BEV,All,51,17.592675189459626
BEV,All,52,17.84035963899422
BEV,All,53,18.088044088528818
BEV,All,54,18.345935111408163
BEV,All,55,18.60576519975218
BEV,All,56,18.88959458349979
BEV,All,57,19.182312089506883
BEV,All,58,19.46737387107411
BEV,All,59,19.746968262194198
BEV,All,60,20.02731622952232
BEV,All,61,20.310358004424025
BEV,All,62,20.593399779325726
BEV,All,63,20.882676666907564
BEV,All,64,21.17665392066941
BEV,All,65,21.471061428161814
BEV,All,66,21.771461762845462
BEV,All,67,22.07186209752911
BEV,All,68,22.431987947346396
BEV,All,69,22.796127683926716
BEV,All,70,23.16101239663634
BEV,All,71,23.526533853827377
BEV,All,72,23.89205531101841
BEV,All,73,24.24820003753669
BEV,All,74,24.604076969646524
BEV,All,75,25.00887202200946
BEV,All,76,25.445279223299984
BEV,All,77,25.89186174636624
BEV,All,78,26.359268587318578
BEV,All,79,26.838260539005105
BEV,All,80,27.364895150139404
BEV,All,81,27.889841335430802
BEV,All,82,28.41042368582518
BEV,All,83,28.99154631136029
BEV,All,84,29.633287093201815
BEV,All,85,30.328583520599476
BEV,All,86,31.058775633020367
BEV,All,87,31.84816220094492
BEV,All,88,32.67065635888256
BEV,All,89,33.677085628376375
BEV,All,90,34.72318787969483
BEV,All,91,35.814190973533265
BEV,All,92,37.18630008907069
BEV,All,93,38.861502076565564
BEV,All,94,40.838347173099876
BEV,All,95,43.29841744429755
BEV,All,96,46.60895634537538
BEV,All,97,51.240436887109986
BEV,All,98,58.12363660348892
BEV,All,99,71.16692345622269
BEV,CUV,1,0.29285962982529357
BEV,CUV,2,0.736933850680851
BEV,CUV,3,1.2380884711548616
BEV,CUV,4,1.7314526708746023
BEV,CUV,5,2.2432061358365862
BEV,CUV,6,2.7550344466677186
BEV,CUV,7,3.235182397668841
BEV,CUV,8,3.679030334592406
BEV,CUV,9,4.10109022284189
BEV,CUV,10,4.4430600599053225
BEV,CUV,11,4.8439491969474755
BEV,CUV,12,5.273122921343324
BEV,CUV,13,5.66485131586069
BEV,CUV,14,6.027221000862084
BEV,CUV,15,6.348195785554256
BEV,CUV,16,6.682181079263763
BEV,CUV,17,7.04289619983968
BEV,CUV,18,7.3965966228872935
BEV,CUV,19,7.706448553340549
BEV,CUV,20,8.017115487561941
BEV,CUV,21,8.34410760063767
BEV,CUV,22,8.67091113993936
BEV,CUV,23,8.986241860187018
BEV,CUV,24,9.301572580434678
BEV,CUV,25,9.61295016102292
BEV,CUV,26,9.923265319604694
BEV,CUV,27,10.227917064365686
BEV,CUV,28,10.526357184662603
BEV,CUV,29,10.824576930961982
BEV,CUV,30,11.120442853658938
BEV,CUV,31,11.416308776355892
BEV,CUV,32,11.706504859567486
BEV,CUV,33,11.991578686890236
BEV,CUV,34,12.276652514212989
BEV,CUV,35,12.560682827117763
BEV,CUV,36,12.844539859747913
BEV,CUV,37,13.128815419842491
BEV,CUV,38,13.415510252011396
BEV,CUV,39,13.702205084180303
BEV,CUV,40,13.983993180557976
BEV,CUV,41,14.259086189574962
BEV,CUV,42,14.534179198591952
BEV,CUV,43,14.814496793468908
BEV,CUV,44,15.097705014334768
BEV,CUV,45,15.380913235200627
BEV,CUV,46,15.671781693960689
BEV,CUV,47,15.963281463587855
BEV,CUV,48,16.251107816596328
BEV,CUV,49,16.532358252114353
BEV,CUV,50,16.813608687632378
BEV,CUV,51,17.096811019779928
BEV,CUV,52,17.380615425415957
BEV,CUV,53,17.664419831051994
BEV,CUV,54,17.95859028040129
BEV,CUV,55,18.253156052295758
BEV,CUV,56,18.548358402232644
BEV,CUV,57,18.852662958463537
BEV,CUV,58,19.15696751469443
BEV,CUV,59,19.460742549902122
BEV,CUV,60,19.75973345274877
BEV,CUV,61,20.058724355595412
BEV,CUV,62,20.365718804742208
BEV,CUV,63,20.688264310696937
BEV,CUV,64,21.010809816651662
BEV,CUV,65,21.34361678390833
BEV,CUV,66,21.681350471471752
BEV,CUV,67,22.019084159035177
BEV,CUV,68,22.40475072884608
BEV,CUV,69,22.79389205616207
BEV,CUV,70,23.174860836711122
BEV,CUV,71,23.550469132515328
BEV,CUV,72,23.89974599599571
BEV,CUV,73,24.240324195677662
BEV,CUV,74,24.617439478871567
BEV,CUV,75,24.999794102059806
BEV,CUV,76,25.426981113804697
BEV,CUV,77,25.86425563334639
BEV,CUV,78,26.348612700675982
BEV,CUV,79,26.844505780176515
BEV,CUV,80,27.361979481797977
BEV,CUV,81,27.892796033648303
BEV,CUV,82,28.423549759564338
BEV,CUV,83,28.954097887529677
BEV,CUV,84,29.485546081651986
BEV,CUV,85,30.11759194143048
BEV,CUV,86,30.74963780120897
BEV,CUV,87,31.483848753832156
BEV,CUV,88,32.224886602708885
BEV,CUV,89,33.14959485483163
BEV,CUV,90,34.09002245243078
BEV,CUV,91,35.10649254339963
BEV,CUV,92,36.298104858863724
BEV,CUV,93,37.681347311125236
BEV,CUV,94,38.97440138843067
BEV,CUV,95,40.78336642796531
BEV,CUV,96,43.085903493399
BEV,CUV,97,46.00629601169862
BEV,CUV,98,50.09368459907528
BEV,CUV,99,58.583744523058925
BEV,Car,1,1.06130491596739
BEV,Car,2,2.224165264506089
BEV,Car,3,3.2254741490267103
BEV,Car,4,4.0395715102089715
BEV,Car,5,4.728824666194303
BEV,Car,6,5.2988572138091765
BEV,Car,7,5.8596747386344745
BEV,Car,8,6.351681361360941
BEV,Car,9,6.796788247303093
BEV,Car,10,7.218636019532976
BEV,Car,11,7.618384540034714
BEV,Car,12,7.987554459466389
BEV,Car,13,8.347422784455814
BEV,Car,14,8.696568528261734
BEV,Car,15,9.026924674238382
BEV,Car,16,9.340395153085847
BEV,Car,17,9.645784720390614
BEV,Car,18,9.94817191112734
BEV,Car,19,10.238344193031468
BEV,Car,20,10.525870028990088
BEV,Car,21,10.806187315087485
BEV,Car,22,11.085268900817288
BEV,Car,23,11.352690487780361
BEV,Car,24,11.612088005373208
BEV,Car,25,11.869762466236999
BEV,Car,26,12.122655240635908
BEV,Car,27,12.375364669433296
BEV,Car,28,12.626037829176955
BEV,Car,29,12.87671098892061
BEV,Car,30,13.094143913805528
BEV,Car,31,13.305821242003766
BEV,Car,32,13.549729749871139
BEV,Car,33,13.805776849211497
BEV,Car,34,14.046726813990443
BEV,Car,35,14.271957078663592
BEV,Car,36,14.499678211631965
BEV,Car,37,14.74159606872974
BEV,Car,38,14.983513925827516
BEV,Car,39,15.212240231601262
BEV,Car,40,15.437268518932555
BEV,Car,41,15.66679001649206
BEV,Car,42,15.905973309005796
BEV,Car,43,16.14515660151953
BEV,Car,44,16.37800875200862
BEV,Car,45,16.610025807285574
BEV,Car,46,16.841967844688398
BEV,Car,47,17.073782700350513
BEV,Car,48,17.305597556012636
BEV,Car,49,17.53877907829232
BEV,Car,50,17.772268061761142
BEV,Car,51,18.01083467557245
BEV,Car,52,18.25635605860314
BEV,Car,53,18.5035330561563
BEV,Car,54,18.75808691498612
BEV,Car,55,19.012640773815942
BEV,Car,56,19.27449843198402
BEV,Car,57,19.53717880872155
BEV,Car,58,19.79368962526715
BEV,Car,59,20.044654237639037
BEV,Car,60,20.308358428738917
BEV,Car,61,20.585964546303703
BEV,Car,62,20.87689069782051
BEV,Car,63,21.19012377218928
BEV,Car,64,21.503356846558056
BEV,Car,65,21.79023778073082
BEV,Car,66,22.070433333737967
BEV,Car,67,22.362541239348875
