make,model,powertrain,vehicle_type,vmt_annual
Toyota,Corolla,Gasoline,Car,9320.265253895977
Toyota,Corolla,Hybrid Electric (HEV),Car,14185.079452939113
Toyota,FJ Cruiser,Gasoline,SUV,9956.774743967082
Toyota,Highlander,Gasoline,CUV,11477.27812598441
Toyota,Highlander,Hybrid Electric (HEV),CUV,11599.32554830478
Toyota,Mirai,Fuel Cell,Car,8357.549264407895
Toyota,Prius,Hybrid Electric (HEV),Car,10030.531430354702
Toyota,Prius C,Hybrid Electric (HEV),Car,9100.046841246567
Toyota,Prius Plug-In,Plug-In Hybrid Electric (PHEV),Car,8102.197635223137
Toyota,Prius Prime,Plug-In Hybrid Electric (PHEV),Car,10390.59036438808
Toyota,Prius V,Hybrid Electric (HEV),Car,12886.537322850585
Toyota,Prius V,Hybrid Electric (HEV),Minivan,9864.083676115923
Toyota,RAV4,Battery Electric (BEV),CUV,5256.277770719685
Toyota,RAV4,Gasoline,CUV,10139.453501839997
Toyota,RAV4,Hybrid Electric (HEV),CUV,11627.187626868552
Toyota,Sequoia,Flex Fuel (E85),SUV,13528.343220332266
Toyota,Sequoia,Gasoline,SUV,12788.785116150379
Toyota,Sienna,Gasoline,Minivan,10855.640294430996
Toyota,Sienna,Hybrid Electric (HEV),Minivan,14389.855189923643
Toyota,Tacoma,Gasoline,Pickup,11113.842222229563
Toyota,Tundra,Flex Fuel (E85),Pickup,12423.697970279789
Toyota,Tundra,Gasoline,Pickup,11464.563055007366
Toyota,Venza,Gasoline,CUV,9192.59767090037
Toyota,Venza,Hybrid Electric (HEV),CUV,11473.514146395295
Toyota,bZ4X,Battery Electric (BEV),CUV,10042.846784490495
Volkswagen,Atlas,Gasoline,CUV,12033.866746490185
Volkswagen,Beetle,Diesel,Car,8262.054303647787
Volkswagen,E-Golf,Battery Electric (BEV),Car,6258.51529482123
Volkswagen,Golf,Diesel,Car,9302.9235389628775
Volkswagen,Golf Sportwagen,Diesel,Car,11766.69370591146
Volkswagen,ID.4,Battery Electric (BEV),CUV,8946.301890442912
Volkswagen,Id. Buzz,Battery Electric (BEV),Minivan,5610.900075316421
Volkswagen,Jetta,Diesel,Car,11462.28620667354
Volkswagen,Jetta,Gasoline,Car,9935.912027637334
Volkswagen,Jetta,Hybrid Electric (HEV),Car,7390.930973766556
Volkswagen,Jetta Sportwagen,Diesel,Car,10532.763296449877
Volkswagen,Passat,Diesel,Car,10529.389239740749
Volkswagen,Passat,Gasoline,Car,9878.961810012248
Volkswagen,Routan,Flex Fuel (E85),Minivan,7118.836024929415
Volkswagen,Routan,Gasoline,Minivan,6109.605347828017
Volkswagen,Taos,Gasoline,CUV,10975.156263189676
Volkswagen,Tiguan,Gasoline,CUV,9533.984080638527
Volkswagen,Touareg,Diesel,SUV,10629.521850426368
Volkswagen,Touareg,Hybrid Electric (HEV),SUV,9407.844703166931
Volkswagen,Touareg 2,Diesel,SUV,6526.53080586087
Volkswagen,Touareg 2,Hybrid Electric (HEV),SUV,8898.920861619
Volvo,C40,Battery Electric (BEV),CUV,8745.606483340109
Volvo,Xc40,Battery Electric (BEV),CUV,8805.876023013856
Volvo,Xc60,Gasoline,CUV,10387.529582092673
Volvo,Xc60,Hybrid Electric (HEV),CUV,8363.54974895155
Volvo,Xc90,Gasoline,CUV,10992.443198806335
Volvo,Xc90,Hybrid Electric (HEV),CUV,10078.050671798555
