listing_year,state,year,vehicle_type,avg_price,n_listings,n_make_model_year
2019,NV,2017,cuv,51701.96401653142,19,513
2019,NV,2017,minivan,41516.426493315266,3,513
2019,NV,2018,car,35731.72962209924,950,513
2019,NV,2018,cuv,33319.420257455786,1575,513
2019,NV,2018,minivan,46892.610103718354,121,513
2019,NV,2018,pickup,50357.7510782297,958,513
2019,NV,2018,suv,52903.18754477076,1136,513
2019,NV,2019,cuv,42712.54021289353,18113,513
2019,NV,2019,car,35891.35041940833,15740,513
2019,NV,2019,minivan,44909.34323859614,839,513
2019,NV,2019,pickup,51503.109511308634,11294,513
2019,NV,2019,suv,58538.71075156085,5934,513
2019,NV,2020,cuv,45635.25021603659,4165,513
2019,NV,2020,car,34265.941259704676,3809,513
2019,NV,2020,minivan,48141.39820719413,335,513
2019,NV,2020,pickup,55697.45471767834,1610,513
2019,NV,2020,suv,66806.69682749,1370,513
2019,NY,2017,car,36345.45359542961,257,650
2019,NY,2017,cuv,44610.7972389736,149,650
2019,NY,2017,minivan,42505.30137737579,28,650
2019,NY,2017,pickup,53282.91920104084,64,650
2019,NY,2017,suv,61494.878536533084,65,650
2019,NY,2018,car,35251.697134900634,7227,650
2019,NY,2018,cuv,41009.942860397634,7578,650
2019,NY,2018,minivan,45183.68554221069,335,650
2019,NY,2018,pickup,54286.39036369683,3398,650
2019,NY,2018,suv,58795.23916857754,3182,650
2019,NY,2019,cuv,41895.45439519142,175428,650
2019,NY,2019,car,37178.573493058546,90017,650
2019,NY,2019,minivan,45030.047251986354,8643,650
2019,NY,2019,pickup,53225.84025753151,54484,650
2019,NY,2019,suv,58804.816942614525,45685,650
2019,NY,2020,cuv,45548.887091262855,39146,650
2019,NY,2020,car,38036.49296048424,19268,650
2019,NY,2020,minivan,47006.2704114485,2676,650
2019,NY,2020,pickup,59134.91426807903,5984,650
2019,NY,2020,suv,58895.69392087424,13541,650
2019,OH,2017,car,39017.44571517026,129,604
2019,OH,2017,cuv,42113.99537698806,94,604
2019,OH,2017,pickup,49496.08547622211,43,604
2019,OH,2017,suv,63592.997688303585,33,604
2019,OH,2017,minivan,48792.482057576264,3,604
2019,OH,2018,car,32808.03382494542,6175,604
2019,OH,2018,cuv,36140.302003130004,6593,604
2019,OH,2018,minivan,45036.56030284017,267,604
2019,OH,2018,pickup,52229.336734254306,3875,604
2019,OH,2018,suv,55154.22442723107,2270,604
2019,OH,2019,cuv,38923.387068603435,114682,604
2019,OH,2019,car,33130.051615176206,68243,604
2019,OH,2019,minivan,44895.99143368187,7203,604
2019,OH,2019,pickup,51416.629543516035,49838,604
2019,OH,2019,suv,57317.123799331595,24211,604
2019,OH,2020,car,32292.36386047621,13209,604
2019,OH,2020,cuv,41843.39560519603,23820,604
2019,OH,2020,minivan,47914.83254156886,1921,604
2019,OH,2020,pickup,54975.914755144666,6613,604
2019,OH,2020,suv,56087.01090164477,7360,604
2019,OK,2017,car,39577.79046763401,44,542
2019,OK,2017,pickup,49838.22082431172,71,542
2019,OK,2017,suv,73006.31818096654,33,542
2019,OK,2017,cuv,42976.219369808365,41,542
2019,OK,2017,minivan,29657.97617912535,1,542
2019,OK,2018,car,31760.68970260701,1694,542
2019,OK,2018,cuv,33935.726303462434,1888,542
2019,OK,2018,minivan,44291.47244463166,59,542
2019,OK,2018,pickup,50939.6315280065,3004,542
2019,OK,2018,suv,60579.464923885294,976,542
2019,OK,2019,car,33531.506798191396,15090,542
2019,OK,2019,cuv,39323.79609391149,21429,542
2019,OK,2019,minivan,43232.570164973964,1089,542
2019,OK,2019,pickup,51443.317819472715,23032,542
2019,OK,2019,suv,62527.319559533375,9358,542
2019,OK,2020,cuv,44965.47256628988,3894,542
2019,OK,2020,car,32019.863550265836,3256,542
2019,OK,2020,minivan,48417.592101754206,327,542
2019,OK,2020,pickup,56863.99749451575,2709,542
2019,OK,2020,suv,64039.75534941928,1838,542
2019,OR,2017,car,36135.79788518962,82,579
2019,OR,2017,pickup,44213.089963445615,14,579
2019,OR,2017,suv,54714.87472820239,13,579
2019,OR,2017,cuv,47974.564207153184,25,579
2019,OR,2017,minivan,41085.59341967657,11,579
2019,OR,2018,car,37315.39484505006,2459,579
2019,OR,2018,cuv,40318.02628174347,2695,579
2019,OR,2018,minivan,48222.17035329673,179,579
2019,OR,2018,pickup,55097.73413222446,1670,579
2019,OR,2018,suv,59648.49861091981,982,579
2019,OR,2019,car,37173.885361650006,22869,579
2019,OR,2019,cuv,44842.66243208041,29487,579
2019,OR,2019,minivan,47435.094528617046,1652,579
2019,OR,2019,pickup,53051.98276946583,15741,579
2019,OR,2019,suv,58554.91554537439,7988,579
2019,OR,2020,cuv,49017.69131800681,4472,579
2019,OR,2020,car,35467.63194740016,4031,579
2019,OR,2020,minivan,48385.343137380994,346,579
2019,OR,2020,pickup,55083.86435090134,1670,579
2019,OR,2020,suv,62845.615619933276,1561,579
2019,PA,2017,car,37015.71156736684,255,628
2019,PA,2017,cuv,41126.00674485019,147,628
2019,PA,2017,suv,54197.76317097503,64,628
2019,PA,2017,pickup,52282.94453538856,79,628
2019,PA,2017,minivan,43234.7143813965,9,628
2019,PA,2018,car,33503.4543445095,6331,628
2019,PA,2018,cuv,36440.78851898645,7235,628
2019,PA,2018,minivan,44717.70585395768,194,628
2019,PA,2018,pickup,53628.635279374175,4284,628
2019,PA,2018,suv,56093.60148499317,2418,628
2019,PA,2019,car,34866.46694163581,66730,628
2019,PA,2019,cuv,40660.106493835745,125757,628
2019,PA,2019,minivan,43150.59184199215,5790,628
2019,PA,2019,pickup,52097.83918880977,53511,628
2019,PA,2019,suv,54869.08080295724,31969,628
2019,PA,2020,car,35005.38645707179,13755,628
2019,PA,2020,cuv,45111.551149260216,24488,628
2019,PA,2020,minivan,47282.541092426356,1665,628
2019,PA,2020,pickup,56864.08426876129,6418,628
2019,PA,2020,suv,57557.21877023244,7827,628
2019,RI,2017,suv,75106.52043362873,7,436
2019,RI,2017,car,35458.95143271514,6,436
2019,RI,2017,pickup,59194.571429163574,4,436
2019,RI,2017,minivan,37188.49545290905,1,436
2019,RI,2018,car,32674.98241762951,474,436
2019,RI,2018,minivan,44725.46445556052,17,436
2019,RI,2018,cuv,39417.553202790645,321,436
2019,RI,2018,suv,54071.13170270268,260,436
2019,RI,2018,pickup,51775.6408439444,216,436
2019,RI,2019,car,36956.70240189014,4060,436
2019,RI,2019,cuv,42597.47041215483,7386,436
2019,RI,2019,minivan,43382.63201028745,180,436
2019,RI,2019,suv,57834.75108938242,1646,436
2019,RI,2019,pickup,52001.00949337183,3192,436
2019,RI,2020,car,36075.65307752918,919,436
2019,RI,2020,minivan,48073.78749339828,50,436
2019,RI,2020,cuv,47031.24105053551,1369,436
2019,RI,2020,suv,59421.67591875003,502,436
2019,RI,2020,pickup,56516.33508897114,367,436
2019,SC,2017,car,30504.92713277554,60,565
2019,SC,2017,cuv,45400.06774174955,37,565
2019,SC,2017,suv,60160.56570792686,17,565
2019,SC,2017,pickup,47836.43237361541,37,565
2019,SC,2017,minivan,39785.82977604263,8,565
2019,SC,2018,car,35437.46134012078,2476,565
2019,SC,2018,cuv,36906.72554892802,2993,565
2019,SC,2018,pickup,50030.28061821683,2435,565
2019,SC,2018,suv,58642.05367086302,1069,565
2019,SC,2018,minivan,44802.98538819108,136,565
2019,SC,2019,car,35120.136583611915,24689,565
2019,SC,2019,cuv,42410.63792671672,31077,565
2019,SC,2019,minivan,45625.03933015019,1895,565
2019,SC,2019,pickup,50559.77635215733,19625,565
2019,SC,2019,suv,60439.52785956563,10330,565
2019,SC,2020,car,33568.92143544719,4704,565
2019,SC,2020,cuv,48140.88698325055,4998,565
2019,SC,2020,minivan,49326.904749552166,498,565
2019,SC,2020,pickup,57266.793679186376,1970,565
2019,SC,2020,suv,65262.5839237089,1845,565
2019,SD,2017,car,30450.91680441173,10,411
2019,SD,2017,pickup,53906.747120696156,9,411
2019,SD,2017,cuv,33288.05307355012,5,411
2019,SD,2017,suv,50042.25905942782,3,411
2019,SD,2018,minivan,45354.06101214918,41,411
2019,SD,2018,car,33577.16486512635,399,411
2019,SD,2018,pickup,55198.21482850398,650,411
2019,SD,2018,cuv,37391.31116207535,456,411
2019,SD,2018,suv,59942.50690456959,185,411
2019,SD,2019,minivan,46580.85259991997,313,411
2019,SD,2019,car,35631.34330743912,1840,411
2019,SD,2019,pickup,56414.74377100919,4830,411
2019,SD,2019,cuv,43934.27151410045,4592,411
2019,SD,2019,suv,61095.89314040729,1932,411
2019,SD,2020,minivan,49530.7606422961,68,411
2019,SD,2020,car,36478.88175093161,289,411
2019,SD,2020,pickup,62947.996215983956,672,411
2019,SD,2020,cuv,47008.58924577148,923,411
2019,SD,2020,suv,63035.62141681186,579,411
2019,TN,2017,car,38284.1939482751,101,554
2019,TN,2017,cuv,39199.089139716154,41,554
2019,TN,2017,pickup,49584.43010101244,50,554
2019,TN,2017,suv,68915.46991402806,22,554
2019,TN,2017,minivan,27019.679479064464,1,554
2019,TN,2018,car,33714.80234546492,2346,554
2019,TN,2018,minivan,44706.992141484705,133,554
2019,TN,2018,cuv,34428.92540214829,3304,554
2019,TN,2018,pickup,50994.60060426391,2885,554
2019,TN,2018,suv,56426.18046530387,1382,554
2019,TN,2019,car,32717.26771255633,26698,554
2019,TN,2019,cuv,40440.33669117469,34619,554
2019,TN,2019,minivan,45748.07048084777,2059,554
2019,TN,2019,pickup,51131.78006835531,24099,554
2019,TN,2019,suv,61801.62698083896,11211,554
2019,TN,2020,cuv,45786.95896155761,6260,554
2019,TN,2020,minivan,48901.81176147574,672,554
2019,TN,2020,car,32096.36774322298,5870,554
2019,TN,2020,pickup,56585.63096925143,2564,554
2019,TN,2020,suv,66863.03812962276,2216,554
2019,TX,2017,car,35183.65130275165,341,669
2019,TX,2017,cuv,46653.66294049591,331,669
2019,TX,2017,minivan,46050.50410417558,25,669
2019,TX,2017,pickup,53275.99261104269,337,669
2019,TX,2017,suv,71115.59961469719,166,669
2019,TX,2018,car,33877.79404026232,14229,669
2019,TX,2018,cuv,35556.6575982934,16852,669
2019,TX,2018,minivan,43695.96539855523,600,669
2019,TX,2018,pickup,50522.51557750469,21537,669
2019,TX,2018,suv,60253.10541037278,7892,669
2019,TX,2019,car,34908.409186819496,165229,669
2019,TX,2019,cuv,42022.116943373716,200484,669
2019,TX,2019,minivan,45439.549999574156,9619,669
2019,TX,2019,pickup,51707.283528733795,178280,669
2019,TX,2019,suv,64598.6711181916,78349,669
2019,TX,2020,cuv,48555.04229629953,39860,669
2019,TX,2020,car,34140.778531347,35434,669
2019,TX,2020,minivan,48058.09687242205,2917,669
2019,TX,2020,pickup,55486.827580353136,27000,669
2019,TX,2020,suv,67430.77574895494,16686,669
2019,UT,2017,car,42191.31616573901,15,509
2019,UT,2017,suv,62382.94058590847,7,509
2019,UT,2017,cuv,35683.19307846308,3,509
2019,UT,2017,minivan,44491.623668570886,2,509
2019,UT,2017,pickup,49809.6634148228,4,509
2019,UT,2018,car,33231.28038337751,1111,509
2019,UT,2018,cuv,34520.366840617025,1795,509
2019,UT,2018,minivan,46188.007734719264,62,509
2019,UT,2018,pickup,51018.64779124454,1422,509
2019,UT,2018,suv,57495.826955306395,670,509
2019,UT,2019,car,32662.836960165434,14380,509
2019,UT,2019,cuv,42065.09042915991,18339,509
2019,UT,2019,minivan,44710.325850125504,1023,509
2019,UT,2019,pickup,53963.941165866716,11909,509
2019,UT,2019,suv,59427.77231608554,6498,509
2019,UT,2020,cuv,46292.86381903655,3567,509
2019,UT,2020,car,34071.7416624087,2488,509
2019,UT,2020,minivan,48687.38494110189,355,509
2019,UT,2020,pickup,57993.41830139189,2232,509
2019,UT,2020,suv,62284.83014978447,1921,509
2019,VA,2017,cuv,41248.28687826222,83,613
2019,VA,2017,minivan,46248.229398174466,10,613
2019,VA,2017,car,36979.902519093164,115,613
2019,VA,2017,pickup,49468.8253812493,44,613
2019,VA,2017,suv,63981.7179589163,39,613
2019,VA,2018,car,33437.28624460078,4189,613
2019,VA,2018,cuv,36698.89312138668,4373,613
2019,VA,2018,minivan,45895.697593194316,246,613
2019,VA,2018,pickup,52031.711472241564,2711,613
2019,VA,2018,suv,55314.26333099867,1899,613
2019,VA,2019,car,33698.54219373287,54314,613
2019,VA,2019,cuv,42279.25988241085,69375,613
2019,VA,2019,minivan,45791.88311889115,4824,613
2019,VA,2019,pickup,50151.747752303774,29083,613
2019,VA,2019,suv,58380.27966367107,17984,613
2019,VA,2020,car,33858.07641363387,10484,613
2019,VA,2020,cuv,48637.84532545082,12454,613
2019,VA,2020,minivan,47282.38130003092,1574,613
2019,VA,2020,pickup,55729.33875238012,3502,613
2019,VA,2020,suv,60921.44430279922,4259,613
2019,VT,2017,car,44538.096962997304,14,427
2019,VT,2017,pickup,52624.553994013964,10,427
2019,VT,2017,cuv,44216.51489999274,12,427
2019,VT,2017,minivan,41892.37520935402,1,427
2019,VT,2017,suv,97164.57812897279,1,427
2019,VT,2018,cuv,37222.424399668336,451,427
2019,VT,2018,car,36441.56273121273,334,427
2019,VT,2018,pickup,54002.507760445435,435,427
2019,VT,2018,suv,57030.265380565645,133,427
2019,VT,2018,minivan,46601.70596735658,13,427
2019,VT,2019,car,33715.0731936619,4044,427
2019,VT,2019,cuv,39141.74348005339,8792,427
2019,VT,2019,pickup,52144.19132718501,6148,427
2019,VT,2019,suv,54017.63888841435,1318,427
2019,VT,2019,minivan,45489.115543936394,232,427
2019,VT,2020,cuv,41438.70210518803,1464,427
2019,VT,2020,car,35156.884231842894,970,427
2019,VT,2020,pickup,56681.79126237944,601,427
2019,VT,2020,suv,58405.20808007183,339,427
2019,VT,2020,minivan,47387.23030190491,75,427
2019,WA,2017,car,41531.09627975474,59,570
2019,WA,2017,suv,70965.02655258884,21,570
2019,WA,2017,pickup,49265.28963131925,28,570
2019,WA,2017,cuv,39850.0305658069,39,570
2019,WA,2017,minivan,43422.53346696641,3,570
2019,WA,2018,car,34376.135652783945,3160,570
2019,WA,2018,cuv,37734.68922205611,3390,570
2019,WA,2018,minivan,47590.23163888808,191,570
2019,WA,2018,pickup,52954.93393477,2047,570
2019,WA,2018,suv,57687.30787984384,1277,570
2019,WA,2019,car,35357.5619343701,28231,570
2019,WA,2019,cuv,42989.25053110078,41854,570
2019,WA,2019,minivan,46862.41418089935,2054,570
2019,WA,2019,pickup,52892.296883116745,19269,570
2019,WA,2019,suv,60570.45515366293,9643,570
2019,WA,2020,car,34842.82419234442,5398,570
2019,WA,2020,cuv,48425.494056303454,8043,570
2019,WA,2020,minivan,48987.77224189571,517,570
2019,WA,2020,pickup,59101.68165003355,2714,570
2019,WA,2020,suv,66236.29669846188,2428,570
2019,WI,2017,car,35053.452678216294,400,603
2019,WI,2017,minivan,44089.792758060576,55,603
2019,WI,2017,pickup,58752.10128372992,554,603
2019,WI,2017,cuv,40717.06045405755,445,603
2019,WI,2017,suv,61376.13823007246,313,603
2019,WI,2018,car,33137.50012023719,2728,603
2019,WI,2018,cuv,36681.94379404588,3779,603
2019,WI,2018,minivan,43168.20295312559,352,603
2019,WI,2018,pickup,54292.27616705651,4078,603
2019,WI,2018,suv,58601.991881325324,1462,603
2019,WI,2019,car,34177.85979718412,23724,603
2019,WI,2019,cuv,40852.479199416106,50087,603
2019,WI,2019,minivan,43687.219362322976,3659,603
2019,WI,2019,pickup,54166.6562215749,28312,603
2019,WI,2019,suv,57724.05945546008,12124,603
2019,WI,2020,car,34978.482119250424,4462,603
2019,WI,2020,minivan,47321.99860381477,892,603
2019,WI,2020,cuv,44425.14709380422,10432,603
2019,WI,2020,pickup,59002.80727528199,3228,603
2019,WI,2020,suv,59585.14514459034,2783,603
2019,WV,2017,car,39242.588306322876,25,472
2019,WV,2017,cuv,43390.45347233148,17,472
2019,WV,2017,suv,68749.45376960661,6,472
2019,WV,2017,minivan,43516.50973914609,5,472
2019,WV,2017,pickup,58408.62544006919,9,472
2019,WV,2018,car,32482.1209558114,811,472
2019,WV,2018,cuv,36146.47699792076,998,472
2019,WV,2018,pickup,53650.40876089394,1039,472
2019,WV,2018,suv,58522.27276183002,496,472
2019,WV,2018,minivan,44179.31834475043,53,472
2019,WV,2019,cuv,38838.98110208824,12152,472
2019,WV,2019,car,32175.493209210326,6397,472
2019,WV,2019,minivan,43613.916307371546,521,472
2019,WV,2019,pickup,52189.063151628885,9646,472
2019,WV,2019,suv,56988.18532501734,3804,472
2019,WV,2020,car,32684.482087219996,1321,472
2019,WV,2020,minivan,47222.19444555702,137,472
2019,WV,2020,cuv,43293.06252849662,2299,472
2019,WV,2020,pickup,56291.31305576148,1050,472
2019,WV,2020,suv,59911.58887368894,850,472
2019,WY,2017,car,28378.5316618865,20,328
2019,WY,2017,suv,62382.24709961825,4,328
2019,WY,2017,cuv,44716.59749966573,16,328
2019,WY,2017,pickup,48355.77115127098,1,328
2019,WY,2018,car,33419.10135602508,212,328
2019,WY,2018,cuv,32702.212406801882,448,328
2019,WY,2018,minivan,43261.67020773111,17,328
2019,WY,2018,pickup,57122.77587790112,525,328
2019,WY,2018,suv,59699.65112801381,240,328
2019,WY,2019,car,33970.45652583033,1041,328
2019,WY,2019,cuv,41609.61468478601,2447,328
2019,WY,2019,minivan,45024.040159109456,101,328
2019,WY,2019,pickup,56781.19230261223,3669,328
2019,WY,2019,suv,60878.54796914657,1538,328
2019,WY,2020,car,32717.31241077547,153,328
2019,WY,2020,cuv,45862.53589706352,350,328
2019,WY,2020,pickup,61803.87685670064,366,328
2019,WY,2020,suv,66351.6845387835,313,328
2019,WY,2020,minivan,51290.89705264768,25,328
2020,AK,2018,pickup,58431.617282859246,6,369
2020,AK,2018,car,39532.83920900689,11,369
2020,AK,2019,cuv,43706.525636352904,231,369
2020,AK,2019,minivan,41227.347370118885,28,369
2020,AK,2019,car,34145.66413441784,171,369
2020,AK,2019,pickup,52053.67565114361,719,369
2020,AK,2019,suv,60846.87047076372,105,369
2020,AK,2020,cuv,41656.521843138114,2996,369
2020,AK,2020,minivan,48438.86224092597,109,369
2020,AK,2020,pickup,58766.40502368306,2923,369
2020,AK,2020,suv,59191.842311493456,1248,369
2020,AK,2020,car,41866.43547719276,692,369
2020,AK,2021,cuv,46562.30460238754,674,369
2020,AK,2021,pickup,57239.18552382175,310,369
2020,AK,2021,suv,61742.705444352345,236,369
2020,AK,2021,car,41883.72736163165,105,369
2020,AK,2021,minivan,53542.2252202503,8,369
2020,AL,2018,car,36203.003829745394,44,552
2020,AL,2018,cuv,36608.19203832817,27,552
2020,AL,2018,suv,52469.82874190021,32,552
2020,AL,2018,pickup,54100.377788306876,21,552
2020,AL,2018,minivan,47756.81979147193,5,552
2020,AL,2019,cuv,36491.42347374203,2215,552
2020,AL,2019,car,33086.885588452555,2176,552
2020,AL,2019,minivan,38149.414582155616,145,552
2020,AL,2019,pickup,47594.89229849369,4219,552
2020,AL,2019,suv,59958.197642327876,637,552
2020,AL,2020,car,33752.68624837432,23522,552
2020,AL,2020,cuv,39649.82290015419,27519,552
2020,AL,2020,minivan,46870.33952100855,1363,552
2020,AL,2020,pickup,54123.92557261424,21828,552
2020,AL,2020,suv,58679.69980433017,10494,552
2020,AL,2021,cuv,45967.68566960384,7121,552
2020,AL,2021,car,33813.80172027037,4418,552
2020,AL,2021,minivan,50115.67561831907,410,552
2020,AL,2021,pickup,52775.99426408325,4226,552
2020,AL,2021,suv,70224.38543878881,3329,552
2020,AR,2018,pickup,51206.03792555816,22,494
2020,AR,2018,suv,55849.29213463532,18,494
2020,AR,2018,cuv,36785.91161004787,15,494
2020,AR,2018,car,31740.743070654982,29,494
2020,AR,2019,car,34301.36732090466,1144,494
2020,AR,2019,minivan,35980.52507974326,122,494
2020,AR,2019,pickup,47646.27113984565,3452,494
2020,AR,2019,cuv,35033.31109681142,1618,494
2020,AR,2019,suv,63987.797876996265,498,494
2020,AR,2020,car,32645.215481353513,12646,494
2020,AR,2020,cuv,38073.97197499368,17524,494
2020,AR,2020,minivan,44612.048714865545,912,494
2020,AR,2020,pickup,54877.12601518969,16553,494
2020,AR,2020,suv,58037.764701674976,7772,494
2020,AR,2021,car,34775.76297241007,1780,494
2020,AR,2021,minivan,48262.74737321938,198,494
2020,AR,2021,pickup,55865.44795709773,2393,494
2020,AR,2021,cuv,44537.44179683791,3749,494
2020,AR,2021,suv,72276.49040929845,1889,494
2020,AZ,2018,car,33918.59554474419,22,563
2020,AZ,2018,suv,59655.89156503585,27,563
2020,AZ,2018,cuv,32778.77144150757,30,563
2020,AZ,2018,pickup,48017.522906624676,27,563
2020,AZ,2018,minivan,46031.37793230852,2,563
2020,AZ,2019,cuv,40169.6854774153,3956,563
2020,AZ,2019,car,32827.35828497045,3050,563
2020,AZ,2019,minivan,34790.75087416621,196,563
2020,AZ,2019,pickup,44806.56443766777,5079,563
2020,AZ,2019,suv,66572.95725706464,807,563
2020,AZ,2020,car,33406.31810869763,35154,563
2020,AZ,2020,cuv,38470.899503002285,43382,563
2020,AZ,2020,minivan,43466.92276379102,2179,563
2020,AZ,2020,pickup,51980.30732588971,25542,563
2020,AZ,2020,suv,57097.09514077916,13483,563
2020,AZ,2021,cuv,45499.42632079302,10189,563
2020,AZ,2021,car,34773.830821172916,5025,563
2020,AZ,2021,minivan,48134.65815432384,444,563
2020,AZ,2021,suv,68212.92808765442,3546,563
2020,AZ,2021,pickup,50504.599144593456,5187,563
2020,CA,2018,cuv,42931.57557638291,206,702
2020,CA,2018,car,39816.92297950096,292,702
2020,CA,2018,minivan,45695.27133056955,13,702
2020,CA,2018,pickup,51340.83054314817,150,702
2020,CA,2018,suv,63445.956869078786,154,702
2020,CA,2019,car,39604.4292541908,17774,702
2020,CA,2019,cuv,47513.163290680255,17639,702
2020,CA,2019,minivan,37734.9564654275,710,702
2020,CA,2019,pickup,47240.68650545714,15479,702
2020,CA,2019,suv,57146.847155861535,4204,702
2020,CA,2020,car,36995.070590207375,218455,702
2020,CA,2020,cuv,44481.757078264716,183094,702
2020,CA,2020,minivan,47715.48907685977,8695,702
2020,CA,2020,pickup,51715.878375585475,86036,702
2020,CA,2020,suv,64423.45324788587,49907,702
2020,CA,2021,cuv,48706.85331137064,53239,702
2020,CA,2021,car,38113.034299347986,33284,702
2020,CA,2021,minivan,49703.04424973807,2011,702
2020,CA,2021,pickup,50973.12302884789,16436,702
2020,CA,2021,suv,71220.01637867367,13095,702
2020,CO,2018,suv,45336.33767248084,31,582
2020,CO,2018,car,32333.271037783536,31,582
2020,CO,2018,pickup,46135.33799936634,44,582
2020,CO,2018,cuv,32089.61950515803,45,582
2020,CO,2018,minivan,36038.30448727222,4,582
2020,CO,2019,cuv,43614.41014142582,2963,582
2020,CO,2019,car,35813.983020310865,1827,582
2020,CO,2019,minivan,38756.5975020671,152,582
2020,CO,2019,pickup,51441.714680496174,3675,582
2020,CO,2019,suv,61882.517362520775,718,582
2020,CO,2020,cuv,43338.68196296911,32520,582
2020,CO,2020,car,37569.82842221569,14701,582
2020,CO,2020,minivan,47468.792261936134,824,582
2020,CO,2020,pickup,56862.26441971969,20422,582
2020,CO,2020,suv,61455.61803243164,12682,582
2020,CO,2021,cuv,47486.041833548785,9928,582
2020,CO,2021,car,39979.71641603113,2398,582
2020,CO,2021,minivan,49793.29037897555,173,582
2020,CO,2021,pickup,56784.20361857767,3098,582
2020,CO,2021,suv,65944.86749842092,3660,582
2020,CT,2018,minivan,46365.455641865054,3,572
2020,CT,2018,car,33823.38954653967,39,572
2020,CT,2018,cuv,48812.02024884041,30,572
2020,CT,2018,suv,50247.66659859943,17,572
2020,CT,2018,pickup,46820.64783123592,14,572
2020,CT,2019,car,35518.99680198519,1880,572
2020,CT,2019,cuv,42943.66675926773,2570,572
2020,CT,2019,minivan,35496.95999904417,103,572
2020,CT,2019,pickup,48809.29949898797,1793,572
2020,CT,2019,suv,58377.5368143826,495,572
2020,CT,2020,car,37904.91159024439,16091,572
2020,CT,2020,cuv,43378.61050305346,29278,572
2020,CT,2020,minivan,45850.49544585611,854,572
2020,CT,2020,pickup,54692.538656213175,8347,572
2020,CT,2020,suv,59028.852900832855,8551,572
2020,CT,2021,cuv,50544.996084291,7863,572
2020,CT,2021,car,44069.30867299237,1953,572
2020,CT,2021,minivan,47700.43856878306,205,572
2020,CT,2021,pickup,55160.62977602905,1342,572
2020,CT,2021,suv,63313.49073021944,2469,572
2020,DE,2018,car,40275.95084174754,5,460
2020,DE,2018,pickup,51587.15894895855,12,460
2020,DE,2018,suv,73508.13819647675,8,460
2020,DE,2018,cuv,24869.082830303818,3,460
2020,DE,2019,minivan,33004.26239903662,38,460
2020,DE,2019,car,36433.99301959034,476,460
2020,DE,2019,suv,57570.26738474829,137,460
2020,DE,2019,cuv,38369.63641512595,563,460
2020,DE,2019,pickup,50318.20028182554,601,460
2020,DE,2020,car,36066.504242051196,4002,460
2020,DE,2020,minivan,45015.69671970017,359,460
2020,DE,2020,suv,55765.01768517661,2648,460
2020,DE,2020,cuv,40525.5197824542,6867,460
2020,DE,2020,pickup,54329.71780685506,3402,460
2020,DE,2021,minivan,46947.55591426803,47,460
2020,DE,2021,car,36575.46207400253,526,460
2020,DE,2021,suv,65755.53146645376,697,460
2020,DE,2021,cuv,45203.331753895945,1655,460
2020,DE,2021,pickup,50995.85558829058,424,460
2020,FL,2018,car,33070.482492539595,175,642
2020,FL,2018,pickup,45838.01246509067,103,642
2020,FL,2018,cuv,32930.367226876115,210,642
2020,FL,2018,suv,60453.55731744156,91,642
2020,FL,2018,minivan,40531.475663967896,10,642
2020,FL,2019,car,36035.49615671521,10541,642
2020,FL,2019,cuv,38903.138269088005,11842,642
2020,FL,2019,minivan,36316.91570462994,655,642
2020,FL,2019,pickup,44370.018903344026,15059,642
2020,FL,2019,suv,60500.11202907754,2915,642
2020,FL,2020,car,34698.69887104986,151301,642
2020,FL,2020,cuv,39558.16242688638,185482,642
2020,FL,2020,minivan,45165.47709238612,7736,642
2020,FL,2020,pickup,51027.67885890828,82076,642
2020,FL,2020,suv,60646.605928186895,46127,642
2020,FL,2021,car,34692.59353831299,33171,642
2020,FL,2021,cuv,45552.48390899237,55876,642
2020,FL,2021,minivan,47857.385760397876,1996,642
2020,FL,2021,pickup,48713.78395487416,16501,642
2020,FL,2021,suv,68464.46076567454,13984,642
2020,GA,2018,car,36703.84692424758,97,621
2020,GA,2018,cuv,33028.94706532694,113,621
2020,GA,2018,pickup,52414.196105309034,118,621
2020,GA,2018,suv,66705.15727488203,62,621
2020,GA,2018,minivan,42554.6707924718,9,621
2020,GA,2019,car,32951.04683970623,5265,621
2020,GA,2019,cuv,37142.31438485689,5845,621
2020,GA,2019,minivan,46060.447024484274,372,621
2020,GA,2019,pickup,47064.90120318002,9082,621
2020,GA,2019,suv,63677.65086863795,1502,621
2020,GA,2020,car,34492.15516923523,57533,621
2020,GA,2020,cuv,41165.28702380685,66526,621
2020,GA,2020,minivan,46507.02809872383,3633,621
2020,GA,2020,pickup,53744.922395096386,43192,621
2020,GA,2020,suv,59481.748836118015,23228,621
2020,GA,2021,cuv,48510.10585527378,19480,621
2020,GA,2021,car,35046.081520066764,10789,621
2020,GA,2021,minivan,48295.84718740205,1016,621
2020,GA,2021,pickup,52642.26396497804,6822,621
2020,GA,2021,suv,70563.56559790939,6542,621
2020,HI,2018,suv,76165.34463363528,3,474
2020,HI,2018,car,28756.886349600605,6,474
2020,HI,2018,pickup,52316.383524642355,10,474
2020,HI,2018,minivan,42863.88357144807,1,474
2020,HI,2018,cuv,40507.904634803694,10,474
2020,HI,2019,cuv,40261.68432667737,863,474
2020,HI,2019,car,36711.89084776763,647,474
2020,HI,2019,minivan,42303.33246205009,78,474
2020,HI,2019,pickup,42028.515575800986,1332,474
2020,HI,2019,suv,51049.71601554521,211,474
