age_years,rr_predicted,make,model,powertrain,vehicle_type
4.5,0.7946438308499039,chevrolet,colorado,cv,pickup
5,0.7823610136562803,chevrolet,colorado,cv,pickup
1,0.8332142813911189,chevrolet,silverado 1500,cv,pickup
1.5,0.8153494396298696,chevrolet,silverado 1500,cv,pickup
2,0.7978676356756795,chevrolet,silverado 1500,cv,pickup
2.5,0.7807606568634942,chevrolet,silverado 1500,cv,pickup
3,0.7640204666149691,chevrolet,silverado 1500,cv,pickup
3.5,0.7476392006630174,chevrolet,silverado 1500,cv,pickup
4,0.7316091633573053,chevrolet,silverado 1500,cv,pickup
4.5,0.7159228240489623,chevrolet,silverado 1500,cv,pickup
5,0.7005728135528055,chevrolet,silverado 1500,cv,pickup
1,0.8552340241598919,nissan,frontier,cv,pickup
1.5,0.8406969435913961,nissan,frontier,cv,pickup
2,0.8264069611334586,nissan,frontier,cv,pickup
2.5,0.8123598766665329,nissan,frontier,cv,pickup
3,0.7985515614637846,nissan,frontier,cv,pickup
3.5,0.7849779569775736,nissan,frontier,cv,pickup
4,0.7716350736465629,nissan,frontier,cv,pickup
4.5,0.7585189897231056,nissan,frontier,cv,pickup
5,0.7456258501205619,nissan,frontier,cv,pickup
1,0.8607337050399321,nissan,titan,cv,pickup
1.5,0.839958982761547,nissan,titan,cv,pickup
2,0.8196856804731273,nissan,titan,cv,pickup
2.5,0.799901695870586,nissan,titan,cv,pickup
3,0.7805952187518007,nissan,titan,cv,pickup
3.5,0.7617547239664227,nissan,titan,cv,pickup
4,0.7433689645358492,nissan,titan,cv,pickup
4.5,0.7254269649392533,nissan,titan,cv,pickup
5,0.7079180145616616,nissan,titan,cv,pickup
1,0.9241007099866527,toyota,tundra,cv,pickup
1.5,0.9097627870687746,toyota,tundra,cv,pickup
2,0.895647324788982,toyota,tundra,cv,pickup
2.5,0.8817508715500124,toyota,tundra,cv,pickup
3,0.8680700293080034,toyota,tundra,cv,pickup
3.5,0.8546014527415833,toyota,tundra,cv,pickup
4,0.8413418484338532,toyota,tundra,cv,pickup
4.5,0.8282879740670605,toyota,tundra,cv,pickup
5,0.8154366376297685,toyota,tundra,cv,pickup
1,1.2315185237287531,dodge,ram 1500 pickup,cv,pickup
1.5,1.1306221769453288,dodge,ram 1500 pickup,cv,pickup
2,1.0379921067936342,dodge,ram 1500 pickup,cv,pickup
2.5,0.9529510704246394,dodge,ram 1500 pickup,cv,pickup
3,0.8748773104148574,dodge,ram 1500 pickup,cv,pickup
3.5,0.8032000089339995,dodge,ram 1500 pickup,cv,pickup
4,0.7373951143454195,dodge,ram 1500 pickup,cv,pickup
4.5,0.6769815097265213,dodge,ram 1500 pickup,cv,pickup
5,0.6215174952961726,dodge,ram 1500 pickup,cv,pickup
1,0.8709918313534084,ford,f-150,cv,pickup
1.5,0.8465497085391045,ford,f-150,cv,pickup
2,0.822793490398259,ford,f-150,cv,pickup
2.5,0.7997039287982673,ford,f-150,cv,pickup
3,0.7772623157553574,ford,f-150,cv,pickup
3.5,0.7554504682767164,ford,f-150,cv,pickup
4,0.7342507136279833,ford,f-150,cv,pickup
4.5,0.7136458750141713,ford,f-150,cv,pickup
5,0.6936192576624177,ford,f-150,cv,pickup
1,0.8499201098491587,gmc,sierra 1500,cv,pickup
1.5,0.8311199253137841,gmc,sierra 1500,cv,pickup
2,0.8127355997920606,gmc,sierra 1500,cv,pickup
2.5,0.7947579345062362,gmc,sierra 1500,cv,pickup
3,0.7771779341550006,gmc,sierra 1500,cv,pickup
3.5,0.7599868024125968,gmc,sierra 1500,cv,pickup
4,0.7431759375274937,gmc,sierra 1500,cv,pickup
4.5,0.7267369280184156,gmc,sierra 1500,cv,pickup
5,0.7106615484655746,gmc,sierra 1500,cv,pickup
1,0.9451158333260329,honda,ridgeline,cv,pickup
1.5,0.9215684756669433,honda,ridgeline,cv,pickup
2,0.8986077953580508,honda,ridgeline,cv,pickup
2.5,0.8762191754593907,honda,ridgeline,cv,pickup
3,0.8543883632089125,honda,ridgeline,cv,pickup
3.5,0.8331014609490662,honda,ridgeline,cv,pickup
4,0.8123449172794498,honda,ridgeline,cv,pickup
4.5,0.7921055184298867,honda,ridgeline,cv,pickup
5,0.7723703798484418,honda,ridgeline,cv,pickup
1,0.7647608818589838,ram,ram 1500 pickup,cv,pickup
1.5,0.7486829939159896,ram,ram 1500 pickup,cv,pickup
2,0.7329431181371101,ram,ram 1500 pickup,cv,pickup
2.5,0.7175341483512181,ram,ram 1500 pickup,cv,pickup
3,0.7024491277831943,ram,ram 1500 pickup,cv,pickup
3.5,0.6876812459131136,ram,ram 1500 pickup,cv,pickup
4,0.6732238354014598,ram,ram 1500 pickup,cv,pickup
4.5,0.6590703690789846,ram,ram 1500 pickup,cv,pickup
5,0.6452144569998497,ram,ram 1500 pickup,cv,pickup
1,0.8997741457859629,toyota,tacoma,cv,pickup
1.5,0.8933728440486273,toyota,tacoma,cv,pickup
2,0.8870170833663712,toyota,tacoma,cv,pickup
2.5,0.8807065397445164,toyota,tacoma,cv,pickup
3,0.8744408914933934,toyota,tacoma,cv,pickup
3.5,0.8682198192119439,toyota,tacoma,cv,pickup
4,0.8620430057714378,toyota,tacoma,cv,pickup
4.5,0.8559101362993077,toyota,tacoma,cv,pickup
5,0.8498208981630974,toyota,tacoma,cv,pickup
1,0.8739791098750392,gmc,canyon,cv,pickup
1.5,0.8659552274982267,gmc,canyon,cv,pickup
2,0.8580050112853642,gmc,canyon,cv,pickup
2.5,0.8501277849175009,gmc,canyon,cv,pickup
3,0.8423228782848772,gmc,canyon,cv,pickup
3.5,0.8345896274299198,gmc,canyon,cv,pickup
4,0.8269273744907587,gmc,canyon,cv,pickup
4.5,0.8193354676452633,gmc,canyon,cv,pickup
5,0.811813261055593,gmc,canyon,cv,pickup
1,0.8104499251145384,ram,ram 1500 classic,cv,pickup
1.5,0.8023813011362471,ram,ram 1500 classic,cv,pickup
2,0.7943930062330603,ram,ram 1500 classic,cv,pickup
2.5,0.7864842406700636,ram,ram 1500 classic,cv,pickup
3,0.7786542126742909,ram,ram 1500 classic,cv,pickup
3.5,0.7709021383554568,ram,ram 1500 classic,cv,pickup
4,0.7632272416274797,ram,ram 1500 classic,cv,pickup
4.5,0.7556287541307841,ram,ram 1500 classic,cv,pickup
5,0.7481059151553787,ram,ram 1500 classic,cv,pickup
1,0.768751139672077,chevrolet,silverado 1500 ld,cv,pickup
1.5,0.7682569796325607,chevrolet,silverado 1500 ld,cv,pickup
2,0.7677631372434934,chevrolet,silverado 1500 ld,cv,pickup
2.5,0.7672696123006866,chevrolet,silverado 1500 ld,cv,pickup
3,0.7667764046000829,chevrolet,silverado 1500 ld,cv,pickup
3.5,0.7662835139377563,chevrolet,silverado 1500 ld,cv,pickup
4,0.7657909401099118,chevrolet,silverado 1500 ld,cv,pickup
4.5,0.7652986829128853,chevrolet,silverado 1500 ld,cv,pickup
5,0.7648067421431437,chevrolet,silverado 1500 ld,cv,pickup
1,0.9784324565564425,ford,ranger,cv,pickup
1.5,0.960651939478073,ford,ranger,cv,pickup
2,0.9431945379969588,ford,ranger,cv,pickup
2.5,0.9260543803103436,ford,ranger,cv,pickup
3,0.909225701320526,ford,ranger,cv,pickup
3.5,0.8927028406957677,ford,ranger,cv,pickup
4,0.8764802409664378,ford,ranger,cv,pickup
4.5,0.8605524456557575,ford,ranger,cv,pickup
5,0.8449140974445112,ford,ranger,cv,pickup
1,0.8585625878006556,ram,ram 2500 pickup,cv,pickup
1.5,0.8394916965328035,ram,ram 2500 pickup,cv,pickup
2,0.8208444189873733,ram,ram 2500 pickup,cv,pickup
2.5,0.8026113456101227,ram,ram 2500 pickup,cv,pickup
3,0.7847832758572989,ram,ram 2500 pickup,cv,pickup
3.5,0.7673512135529741,ram,ram 2500 pickup,cv,pickup
4,0.7503063623495102,ram,ram 2500 pickup,cv,pickup
4.5,0.7336401212888557,ram,ram 2500 pickup,cv,pickup
5,0.7173440804624389,ram,ram 2500 pickup,cv,pickup
1,0.966403468944917,gmc,sierra 1500 denali,cv,pickup
1.5,0.9481483442019252,gmc,sierra 1500 denali,cv,pickup
2,0.9302380542925107,gmc,sierra 1500 denali,cv,pickup
2.5,0.9126660853711578,gmc,sierra 1500 denali,cv,pickup
3,0.8954260466372963,gmc,sierra 1500 denali,cv,pickup
3.5,0.8785116680110131,gmc,sierra 1500 denali,cv,pickup
4,0.8619167978526684,gmc,sierra 1500 denali,cv,pickup
4.5,0.8456354007255877,gmc,sierra 1500 denali,cv,pickup
5,0.8296615552010169,gmc,sierra 1500 denali,cv,pickup
1,0.7820815561091612,ford,f-350 super duty,cv,pickup
1.5,0.7724591655357476,ford,f-350 super duty,cv,pickup
2,0.7629551646617507,ford,f-350 super duty,cv,pickup
2.5,0.753568096871913,ford,f-350 super duty,cv,pickup
3,0.7442965234725352,ford,f-350 super duty,cv,pickup
3.5,0.7351390234709789,ford,f-350 super duty,cv,pickup
4,0.7260941933578796,ford,f-350 super duty,cv,pickup
4.5,0.7171606468920401,ford,f-350 super duty,cv,pickup
5,0.7083370148879705,ford,f-350 super duty,cv,pickup
1,0.8786765306872649,chevrolet,silverado 2500hd,cv,pickup
1.5,0.8604775175537683,chevrolet,silverado 2500hd,cv,pickup
2,0.8426554395806704,chevrolet,silverado 2500hd,cv,pickup
2.5,0.8252024897449143,chevrolet,silverado 2500hd,cv,pickup
3,0.8081110227213038,chevrolet,silverado 2500hd,cv,pickup
3.5,0.791373551533442,chevrolet,silverado 2500hd,cv,pickup
4,0.7749827442740355,chevrolet,silverado 2500hd,cv,pickup
4.5,0.7589314208931265,chevrolet,silverado 2500hd,cv,pickup
5,0.7432125500528478,chevrolet,silverado 2500hd,cv,pickup
1,0.9095872704342144,jeep,gladiator,cv,pickup
1.5,0.8979688282521068,jeep,gladiator,cv,pickup
2,0.8864987920593161,jeep,gladiator,cv,pickup
2.5,0.875175266219808,jeep,gladiator,cv,pickup
3,0.863996379311099,jeep,gladiator,cv,pickup
3.5,0.8529602838149688,jeep,gladiator,cv,pickup
4,0.8420651558121247,jeep,gladiator,cv,pickup
4.5,0.8313091946807643,jeep,gladiator,cv,pickup
5,0.8206906227989896,jeep,gladiator,cv,pickup
1,0.8420398275230523,ford,f-250 super duty,cv,pickup
1.5,0.8230315044808092,ford,f-250 super duty,cv,pickup
2,0.804452277940974,ford,f-250 super duty,cv,pickup
2.5,0.786292461420001,ford,f-250 super duty,cv,pickup
3,0.7685425870983583,ford,f-250 super duty,cv,pickup
3.5,0.7511934008843761,ford,f-250 super duty,cv,pickup
4,0.7342358575895246,ford,f-250 super duty,cv,pickup
4.5,0.7176611162126056,ford,f-250 super duty,cv,pickup
5,0.7014605353303996,ford,f-250 super duty,cv,pickup
1,0.8595208692611067,gmc,sierra 2500hd,cv,pickup
1.5,0.8477293775575883,gmc,sierra 2500hd,cv,pickup
2,0.8360996495547158,gmc,sierra 2500hd,cv,pickup
2.5,0.8246294660680551,gmc,sierra 2500hd,cv,pickup
3,0.8133166383574525,gmc,sierra 2500hd,cv,pickup
3.5,0.8021590077093803,gmc,sierra 2500hd,cv,pickup
4,0.7911544450250106,gmc,sierra 2500hd,cv,pickup
4.5,0.7803008504139411,gmc,sierra 2500hd,cv,pickup
5,0.7695961527934937,gmc,sierra 2500hd,cv,pickup
1,1.1964134637363,dodge,ram 2500 pickup,cv,pickup
1.5,1.106774151420215,dodge,ram 2500 pickup,cv,pickup
2,1.0238509172460522,dodge,ram 2500 pickup,cv,pickup
2.5,0.9471405700977377,dodge,ram 2500 pickup,cv,pickup
3,0.8761776196265126,dodge,ram 2500 pickup,cv,pickup
3.5,0.8105314515829075,dodge,ram 2500 pickup,cv,pickup
4,0.7498037147823261,dodge,ram 2500 pickup,cv,pickup
4.5,0.6936259038479387,dodge,ram 2500 pickup,cv,pickup
5,0.6416571230625895,dodge,ram 2500 pickup,cv,pickup
1,0.7720942440188642,jeep,cherokee,cv,suv
1.5,0.7559967446965908,jeep,cherokee,cv,suv
2,0.7402348643566348,jeep,cherokee,cv,suv
2.5,0.7248016056325703,jeep,cherokee,cv,suv
3,0.7096901170470293,jeep,cherokee,cv,suv
3.5,0.6948936899700396,jeep,cherokee,cv,suv
4,0.6804057556407799,jeep,cherokee,cv,suv
4.5,0.6662198822514288,jeep,cherokee,cv,suv
5,0.652329772091813,jeep,cherokee,cv,suv
1,0.7527981674440689,jeep,grand cherokee,cv,suv
1.5,0.7197124306656871,jeep,grand cherokee,cv,suv
2,0.6880808233279827,jeep,grand cherokee,cv,suv
2.5,0.6578394359449916,jeep,grand cherokee,cv,suv
3,0.6289271678745035,jeep,grand cherokee,cv,suv
3.5,0.6012856038684182,jeep,grand cherokee,cv,suv
4,0.574858896048757,jeep,grand cherokee,cv,suv
4.5,0.549593651070868,jeep,grand cherokee,cv,suv
5,0.5254388222458476,jeep,grand cherokee,cv,suv
1,0.9204492754230774,jeep,wrangler unlimited,cv,suv
1.5,0.9125797618918405,jeep,wrangler unlimited,cv,suv
2,0.904777529898948,jeep,wrangler unlimited,cv,suv
2.5,0.8970420042112058,jeep,wrangler unlimited,cv,suv
3,0.8893726145134594,jeep,wrangler unlimited,cv,suv
3.5,0.8817687953665454,jeep,wrangler unlimited,cv,suv
4,0.8742299861656039,jeep,wrangler unlimited,cv,suv
4.5,0.866755631098747,jeep,wrangler unlimited,cv,suv
5,0.8593451791060805,jeep,wrangler unlimited,cv,suv
1,0.871976874422946,jeep,wrangler,cv,suv
1.5,0.8611399243500818,jeep,wrangler,cv,suv
2,0.8504376561596464,jeep,wrangler,cv,suv
2.5,0.8398683960218878,jeep,wrangler,cv,suv
3,0.8294304909094511,jeep,wrangler,cv,suv
3.5,0.8191223083388464,jeep,wrangler,cv,suv
4,0.8089422361151284,jeep,wrangler,cv,suv
4.5,0.7988886820797506,jeep,wrangler,cv,suv
5,0.7889600738615523,jeep,wrangler,cv,suv
1,0.7881933737517628,nissan,armada,cv,suv
1.5,0.754300699269935,nissan,armada,cv,suv
2,0.7218654252456412,nissan,armada,cv,suv
2.5,0.6908248827946435,nissan,armada,cv,suv
3,0.6611190978233025,nissan,armada,cv,suv
3.5,0.6326906751513531,nissan,armada,cv,suv
4,0.6054846876174536,nissan,armada,cv,suv
4.5,0.5794485699532461,nissan,armada,cv,suv
5,0.5545320172208817,nissan,armada,cv,suv
1,0.8911827035683021,toyota,4runner,cv,suv
1.5,0.8803255038671471,toyota,4runner,cv,suv
2,0.8696005764653523,toyota,4runner,cv,suv
2.5,0.8590063099012457,toyota,4runner,cv,suv
3,0.8485411123454505,toyota,4runner,cv,suv
3.5,0.8382034113617054,toyota,4runner,cv,suv
4,0.8279916536706005,toyota,4runner,cv,suv
4.5,0.8179043049161907,toyota,4runner,cv,suv
5,0.8079398494354535,toyota,4runner,cv,suv
1,0.8851233527854104,toyota,sequoia,cv,suv
1.5,0.8547789776085337,toyota,sequoia,cv,suv
2,0.8254748880618772,toyota,sequoia,cv,suv
2.5,0.7971754203960266,toyota,sequoia,cv,suv
3,0.7698461335094495,toyota,sequoia,cv,suv
3.5,0.7434537670328843,toyota,sequoia,cv,suv
4,0.7179662008507077,toyota,sequoia,cv,suv
4.5,0.6933524160100172,toyota,sequoia,cv,suv
5,0.6695824569698531,toyota,sequoia,cv,suv
1,1.0264680796144987,toyota,fj cruiser,cv,suv
1.5,1.013078958052964,toyota,fj cruiser,cv,suv
2,0.9998644825225625,toyota,fj cruiser,cv,suv
2.5,0.9868223749622542,toyota,fj cruiser,cv,suv
3,0.9739503870257428,toyota,fj cruiser,cv,suv
3.5,0.9612462996938806,toyota,fj cruiser,cv,suv
4,0.9487079228921294,toyota,fj cruiser,cv,suv
4.5,0.936333095113009,toyota,fj cruiser,cv,suv
5,0.9241196830434741,toyota,fj cruiser,cv,suv
1,0.8669381488638608,cadillac,escalade esv,cv,suv
1.5,0.8254198047885212,cadillac,escalade esv,cv,suv
2,0.7858898065911629,cadillac,escalade esv,cv,suv
2.5,0.748252930836976,cadillac,escalade esv,cv,suv
3,0.7124185144157079,cadillac,escalade esv,cv,suv
3.5,0.6783002361441648,cadillac,escalade esv,cv,suv
4,0.6458159088279378,cadillac,escalade esv,cv,suv
4.5,0.6148872812814564,cadillac,escalade esv,cv,suv
5,0.5854398498294549,cadillac,escalade esv,cv,suv
1,0.8988359716460468,cadillac,escalade,cv,suv
1.5,0.8571865348876496,cadillac,escalade,cv,suv
2,0.8174670115250359,cadillac,escalade,cv,suv
2.5,0.7795879750015674,cadillac,escalade,cv,suv
3,0.7434641425263572,cadillac,escalade,cv,suv
3.5,0.7090141830642528,cadillac,escalade,cv,suv
4,0.6761605342230048,cadillac,escalade,cv,suv
4.5,0.644829227625348,cadillac,escalade,cv,suv
5,0.6149497223728324,cadillac,escalade,cv,suv
1,0.992606730615008,chevrolet,tahoe,cv,suv
1.5,0.9518859626890847,chevrolet,tahoe,cv,suv
2,0.9128357263940011,chevrolet,tahoe,cv,suv
2.5,0.8753874897233199,chevrolet,tahoe,cv,suv
3,0.8394755321324281,chevrolet,tahoe,cv,suv
3.5,0.8050368292009302,chevrolet,tahoe,cv,suv
4,0.7720109420266601,chevrolet,tahoe,cv,suv
4.5,0.7403399111572007,chevrolet,tahoe,cv,suv
5,0.7099681548727634,chevrolet,tahoe,cv,suv
1,0.8507042604226946,dodge,durango,cv,suv
1.5,0.8241028754796245,dodge,durango,cv,suv
2,0.7983333115509899,dodge,durango,cv,suv
2.5,0.7733695577279024,dodge,durango,cv,suv
3,0.7491864164583973,dodge,durango,cv,suv
3.5,0.7257594781138936,dodge,durango,cv,suv
4,0.7030650963509569,dodge,durango,cv,suv
4.5,0.6810803642434962,dodge,durango,cv,suv
5,0.6597830911613025,dodge,durango,cv,suv
1,0.8583619544150063,ford,expedition,cv,suv
1.5,0.8142845448549647,ford,expedition,cv,suv
2,0.7724705371425129,ford,expedition,cv,suv
2.5,0.7328037042131565,ford,expedition,cv,suv
3,0.6951737873330076,ford,expedition,cv,suv
3.5,0.6594761896213697,ford,expedition,cv,suv
4,0.6256116853111253,ford,expedition,cv,suv
4.5,0.5934861439387802,ford,expedition,cv,suv
5,0.563010268697516,ford,expedition,cv,suv
1,0.8607456727301037,ford,explorer,cv,suv
1.5,0.8243687780261801,ford,explorer,cv,suv
2,0.789529246227728,ford,explorer,cv,suv
2.5,0.7561621051945371,ford,explorer,cv,suv
3,0.7242051286435972,ford,explorer,cv,suv
3.5,0.693598720103487,ford,explorer,cv,suv
4,0.6642858017730894,ford,explorer,cv,suv
4.5,0.6362117080773686,ford,explorer,cv,suv
5,0.6093240837217007,ford,explorer,cv,suv
1,0.8994314928416258,gmc,yukon xl,cv,suv
1.5,0.8546847667006788,gmc,yukon xl,cv,suv
2,0.8121641906515047,gmc,yukon xl,cv,suv
2.5,0.7717590137038415,gmc,yukon xl,cv,suv
3,0.7333639947303464,gmc,yukon xl,cv,suv
3.5,0.6968791283508589,gmc,yukon xl,cv,suv
4,0.6622093844539232,gmc,yukon xl,cv,suv
4.5,0.6292644606771186,gmc,yukon xl,cv,suv
5,0.5979585472014963,gmc,yukon xl,cv,suv
1,0.9213051396147459,gmc,yukon,cv,suv
1.5,0.8788629108989858,gmc,yukon,cv,suv
2,0.8383758897479139,gmc,yukon,cv,suv
2.5,0.799754004628138,gmc,yukon,cv,suv
3,0.7629113333770405,gmc,yukon,cv,suv
3.5,0.7277659120516219,gmc,yukon,cv,suv
4,0.6942395525831999,gmc,yukon,cv,suv
4.5,0.6622576688323025,gmc,yukon,cv,suv
5,0.6317491106567774,gmc,yukon,cv,suv
1,1.0188386520499846,lincoln,navigator,cv,suv
1.5,0.9458704700727141,lincoln,navigator,cv,suv
2,0.8781281946414456,lincoln,navigator,cv,suv
2.5,0.8152375516755116,lincoln,navigator,cv,suv
3,0.7568510722210152,lincoln,navigator,cv,suv
3.5,0.7026461726950733,lincoln,navigator,cv,suv
4,0.6523233726210029,lincoln,navigator,cv,suv
4.5,0.6056046400074889,lincoln,navigator,cv,suv
5,0.562231855230005,lincoln,navigator,cv,suv
1,0.8667250936353117,bmw,x7,cv,suv
1.5,0.8239296793443587,bmw,x7,cv,suv
2,0.7832473312352702,bmw,x7,cv,suv
2.5,0.744573714561838,bmw,x7,cv,suv
3,0.7078096462098085,bmw,x7,cv,suv
3.5,0.6728608403299281,bmw,x7,cv,suv
4,0.6396376665306078,bmw,x7,cv,suv
4.5,0.6080549200100672,bmw,x7,cv,suv
5,0.5780316030384319,bmw,x7,cv,suv
1,0.7629023739137377,infiniti,qx80,cv,suv
1.5,0.7259444533567605,infiniti,qx80,cv,suv
2,0.6907769163909218,infiniti,qx80,cv,suv
2.5,0.6573130299599482,infiniti,qx80,cv,suv
3,0.6254702626898695,infiniti,qx80,cv,suv
3.5,0.5951700813433927,infiniti,qx80,cv,suv
4,0.5663377571348093,infiniti,qx80,cv,suv
4.5,0.5389021814277508,infiniti,qx80,cv,suv
5,0.5127956903612535,infiniti,qx80,cv,suv
1,0.856696928774142,land rover,range rover,cv,suv
1.5,0.7996984471117329,land rover,range rover,cv,suv
2,0.7464922364412003,land rover,range rover,cv,suv
2.5,0.696825986194677,land rover,range rover,cv,suv
3,0.6504641727435181,land rover,range rover,cv,suv
3.5,0.6071869425155222,land rover,range rover,cv,suv
4,0.5667890694215363,land rover,range rover,cv,suv
4.5,0.5290789816474332,land rover,range rover,cv,suv
5,0.49387785319638466,land rover,range rover,cv,suv
1,0.9231418723500462,land rover,range rover sport,cv,suv
1.5,0.8733954552998164,land rover,range rover sport,cv,suv
2,0.8263297811380395,land rover,range rover sport,cv,suv
2.5,0.781800389562645,land rover,range rover sport,cv,suv
3,0.7396706049714548,land rover,range rover sport,cv,suv
3.5,0.6998111169590282,land rover,range rover sport,cv,suv
4,0.6620995834197607,land rover,range rover sport,cv,suv
4.5,0.6264202550390269,land rover,range rover sport,cv,suv
5,0.5926636200198038,land rover,range rover sport,cv,suv
1,1.0016158279746856,lexus,lx,cv,suv
1.5,0.9567403324872669,lexus,lx,cv,suv
2,0.9138753983737767,lexus,lx,cv,suv
2.5,0.8729309462491425,lexus,lx,cv,suv
3,0.8338209325641135,lexus,lx,cv,suv
3.5,0.7964631687872996,lexus,lx,cv,suv
4,0.760779148688415,lexus,lx,cv,suv
4.5,0.7266938833597684,lexus,lx,cv,suv
5,0.6941357436293025,lexus,lx,cv,suv
1,0.9688693675097265,lexus,gx,cv,suv
1.5,0.9245889284530531,lexus,gx,cv,suv
2,0.8823322475507853,lexus,gx,cv,suv
2.5,0.8420068325613201,lexus,gx,cv,suv
3,0.80352441843529,lexus,gx,cv,suv
3.5,0.7668007741193129,lexus,gx,cv,suv
4,0.7317555181894319,lexus,gx,cv,suv
4.5,0.6983119429106971,lexus,gx,cv,suv
5,0.66639684633779,lexus,gx,cv,suv
1,0.7762746870623217,mercedes-benz,g-class,cv,suv
1.5,0.759210362587483,mercedes-benz,g-class,cv,suv
2,0.7425211516834402,mercedes-benz,g-class,cv,suv
2.5,0.726198808480795,mercedes-benz,g-class,cv,suv
3,0.7102352683735511,mercedes-benz,g-class,cv,suv
3.5,0.6946226440345231,mercedes-benz,g-class,cv,suv
4,0.679353221518336,mercedes-benz,g-class,cv,suv
4.5,0.6644194564500887,mercedes-benz,g-class,cv,suv
5,0.6498139702978009,mercedes-benz,g-class,cv,suv
1,0.8633520485702592,jeep,liberty,cv,suv
1.5,0.8194004535152374,jeep,liberty,cv,suv
2,0.7776863497722241,jeep,liberty,cv,suv
2.5,0.7380958309547717,jeep,liberty,cv,suv
3,0.7005207894318536,jeep,liberty,cv,suv
3.5,0.6648586211243588,jeep,liberty,cv,suv
4,0.6310119453298322,jeep,liberty,cv,suv
4.5,0.5988883388103982,jeep,liberty,cv,suv
5,0.5684000834177577,jeep,liberty,cv,suv
1,1.0706872709156103,land rover,lr4,cv,suv
1.5,1.0096872803063806,land rover,lr4,cv,suv
2,0.952162626478865,land rover,lr4,cv,suv
2.5,0.8979153099641176,land rover,lr4,cv,suv
3,0.8467586118660304,land rover,lr4,cv,suv
3.5,0.7985164511761575,land rover,lr4,cv,suv
4,0.7530227787040766,land rover,lr4,cv,suv
4.5,0.710121005537199,land rover,lr4,cv,suv
5,0.6696634640627939,land rover,lr4,cv,suv
1,0.9523736803038324,jeep,all-new wrangler unlimited,cv,suv
1.5,0.9393557950995747,jeep,all-new wrangler unlimited,cv,suv
2,0.9265158498559605,jeep,all-new wrangler unlimited,cv,suv
2.5,0.913851412332338,jeep,all-new wrangler unlimited,cv,suv
3,0.9013600835340705,jeep,all-new wrangler unlimited,cv,suv
3.5,0.8890394972581003,jeep,all-new wrangler unlimited,cv,suv
4,0.8768873196447239,jeep,all-new wrangler unlimited,cv,suv
4.5,0.8649012487354958,jeep,all-new wrangler unlimited,cv,suv
5,0.8530790140371725,jeep,all-new wrangler unlimited,cv,suv
1,0.9521537050699489,jeep,wrangler jk unlimited,cv,suv
1.5,0.9391484792378673,jeep,wrangler jk unlimited,cv,suv
2,0.926320888485125,jeep,wrangler jk unlimited,cv,suv
2.5,0.9136685065392515,jeep,wrangler jk unlimited,cv,suv
3,0.9011889402676159,jeep,wrangler jk unlimited,cv,suv
3.5,0.8888798292247788,jeep,wrangler jk unlimited,cv,suv
4,0.8767388452060261,jeep,wrangler jk unlimited,cv,suv
4.5,0.8647636918070009,jeep,wrangler jk unlimited,cv,suv
5,0.8529521039893506,jeep,wrangler jk unlimited,cv,suv
1,0.9397799670352016,honda,passport,cv,suv
1.5,0.9101280153253302,honda,passport,cv,suv
2,0.881411642443531,honda,passport,cv,suv
2.5,0.8536013289924942,honda,passport,cv,suv
3,0.8266684869713794,honda,passport,cv,suv
3.5,0.8005854303883807,honda,passport,cv,suv
4,0.7753253468005236,honda,passport,cv,suv
4.5,0.7508622697514388,honda,passport,cv,suv
5,0.7271710520787811,honda,passport,cv,suv
1,0.9502699906346468,infiniti,qx,cv,suv
1.5,0.8857067636488057,infiniti,qx,cv,suv
2,0.8255300902949921,infiniti,qx,cv,suv
2.5,0.7694419394235106,infiniti,qx,cv,suv
3,0.7171645287117946,infiniti,qx,cv,suv
3.5,0.6684389489189508,infiniti,qx,cv,suv
4,0.6230238816111757,infiniti,qx,cv,suv
4.5,0.5806944040074498,infiniti,qx,cv,suv
5,0.5412408750263845,infiniti,qx,cv,suv
1,1.0651169739538873,nissan,xterra,cv,suv
1.5,1.0137157242408117,nissan,xterra,cv,suv
2,0.9647950363220507,nissan,xterra,cv,suv
2.5,0.9182352013023972,nissan,xterra,cv,suv
3,0.8739222872923308,nissan,xterra,cv,suv
3.5,0.8317478606167493,nissan,xterra,cv,suv
4,0.7916087204778289,nissan,xterra,cv,suv
4.5,0.7534066464227301,nissan,xterra,cv,suv
5,0.7170481579982069,nissan,xterra,cv,suv
1,0.8640299856041724,jeep,grand cherokee l,cv,suv
1.5,0.8373753020433614,jeep,grand cherokee l,cv,suv
2,0.8115428956807544,jeep,grand cherokee l,cv,suv
2.5,0.7865073998752831,jeep,grand cherokee l,cv,suv
3,0.762244230527922,jeep,grand cherokee l,cv,suv
3.5,0.7387295619408488,jeep,grand cherokee l,cv,suv
4,0.7159403034213297,jeep,grand cherokee l,cv,suv
4.5,0.6938540766073579,jeep,grand cherokee l,cv,suv
5,0.6724491934927798,jeep,grand cherokee l,cv,suv
1,0.9433667493488562,chevrolet,suburban,cv,suv
1.5,0.8917197949718173,chevrolet,suburban,cv,suv
2,0.842900381313449,chevrolet,suburban,cv,suv
2.5,0.7967537076384096,chevrolet,suburban,cv,suv
3,0.7531334481618691,chevrolet,suburban,cv,suv
3.5,0.7119012880673077,chevrolet,suburban,cv,suv
4,0.672926484926169,chevrolet,suburban,cv,suv
4.5,0.6360854541286857,chevrolet,suburban,cv,suv
