year,state,powertrain,count
2020,Minnesota,Methanol,0
2020,Minnesota,Plug-In Hybrid Electric (PHEV),6700
2020,Minnesota,Propane,0
2020,Minnesota,Unknown,43000
2020,Mississippi,Battery Electric (BEV),800
2020,Mississippi,Biodiesel,0
2020,Mississippi,Compressed Natural Gas (CNG),5000
2020,Mississippi,Diesel,99600
2020,Mississippi,Flex Fuel (E85),381000
2020,Mississippi,Fuel Cell,0
2020,Mississippi,Gasoline,2197800
2020,Mississippi,Hybrid Electric (HEV),15800
2020,Mississippi,Methanol,0
2020,Mississippi,Plug-In Hybrid Electric (PHEV),700
2020,Mississippi,Propane,0
2020,Mississippi,Unknown,13800
2020,Missouri,Battery Electric (BEV),6700
2020,Missouri,Biodiesel,0
2020,Missouri,Compressed Natural Gas (CNG),14000
2020,Missouri,Diesel,212200
2020,Missouri,Flex Fuel (E85),744100
2020,Missouri,Fuel Cell,0
2020,Missouri,Gasoline,4442300
2020,Missouri,Hybrid Electric (HEV),77600
2020,Missouri,Methanol,0
2020,Missouri,Plug-In Hybrid Electric (PHEV),5300
2020,Missouri,Propane,0
2020,Missouri,Unknown,52100
2020,Montana,Battery Electric (BEV),900
2020,Montana,Biodiesel,0
2020,Montana,Compressed Natural Gas (CNG),3600
2020,Montana,Diesel,93100
2020,Montana,Flex Fuel (E85),130600
2020,Montana,Fuel Cell,0
2020,Montana,Gasoline,714000
2020,Montana,Hybrid Electric (HEV),11200
2020,Montana,Methanol,0
2020,Montana,Plug-In Hybrid Electric (PHEV),600
2020,Montana,Propane,0
2020,Montana,Unknown,16400
2020,Nebraska,Battery Electric (BEV),1800
2020,Nebraska,Biodiesel,0
2020,Nebraska,Compressed Natural Gas (CNG),7200
2020,Nebraska,Diesel,90400
2020,Nebraska,Flex Fuel (E85),262800
2020,Nebraska,Fuel Cell,0
2020,Nebraska,Gasoline,1482500
2020,Nebraska,Hybrid Electric (HEV),20200
2020,Nebraska,Methanol,0
2020,Nebraska,Plug-In Hybrid Electric (PHEV),1300
2020,Nebraska,Propane,0
2020,Nebraska,Unknown,31700
2020,Nevada,Battery Electric (BEV),11000
2020,Nevada,Biodiesel,0
2020,Nevada,Compressed Natural Gas (CNG),5100
2020,Nevada,Diesel,99100
2020,Nevada,Flex Fuel (E85),183700
2020,Nevada,Fuel Cell,0
2020,Nevada,Gasoline,2036400
2020,Nevada,Hybrid Electric (HEV),42900
2020,Nevada,Methanol,0
2020,Nevada,Plug-In Hybrid Electric (PHEV),4200
2020,Nevada,Propane,0
2020,Nevada,Unknown,28900
2020,New Hampshire,Battery Electric (BEV),2700
2020,New Hampshire,Biodiesel,0
2020,New Hampshire,Compressed Natural Gas (CNG),1200
2020,New Hampshire,Diesel,37600
2020,New Hampshire,Flex Fuel (E85),135900
2020,New Hampshire,Fuel Cell,0
2020,New Hampshire,Gasoline,1159600
2020,New Hampshire,Hybrid Electric (HEV),23300
2020,New Hampshire,Methanol,0
2020,New Hampshire,Plug-In Hybrid Electric (PHEV),2500
2020,New Hampshire,Propane,0
2020,New Hampshire,Unknown,15800
2020,New Jersey,Battery Electric (BEV),30400
2020,New Jersey,Biodiesel,0
2020,New Jersey,Compressed Natural Gas (CNG),2900
2020,New Jersey,Diesel,106700
2020,New Jersey,Flex Fuel (E85),548400
2020,New Jersey,Fuel Cell,0
2020,New Jersey,Gasoline,6227300
2020,New Jersey,Hybrid Electric (HEV),104600
2020,New Jersey,Methanol,0
2020,New Jersey,Plug-In Hybrid Electric (PHEV),12800
2020,New Jersey,Propane,0
2020,New Jersey,Unknown,47000
2020,New Mexico,Battery Electric (BEV),2600
2020,New Mexico,Biodiesel,0
2020,New Mexico,Compressed Natural Gas (CNG),6000
2020,New Mexico,Diesel,108100
2020,New Mexico,Flex Fuel (E85),197900
2020,New Mexico,Fuel Cell,0
2020,New Mexico,Gasoline,1490700
2020,New Mexico,Hybrid Electric (HEV),28500
2020,New Mexico,Methanol,0
2020,New Mexico,Plug-In Hybrid Electric (PHEV),1900
2020,New Mexico,Propane,0
2020,New Mexico,Unknown,30300
2020,New York,Battery Electric (BEV),32600
2020,New York,Biodiesel,0
2020,New York,Compressed Natural Gas (CNG),6200
2020,New York,Diesel,189900
2020,New York,Flex Fuel (E85),1020500
2020,New York,Fuel Cell,0
2020,New York,Gasoline,9890800
2020,New York,Hybrid Electric (HEV),192700
2020,New York,Methanol,0
2020,New York,Plug-In Hybrid Electric (PHEV),32600
2020,New York,Propane,0
2020,New York,Unknown,102600
2020,North Carolina,Battery Electric (BEV),16200
2020,North Carolina,Biodiesel,0
2020,North Carolina,Compressed Natural Gas (CNG),19700
2020,North Carolina,Diesel,256300
2020,North Carolina,Flex Fuel (E85),878800
2020,North Carolina,Fuel Cell,0
2020,North Carolina,Gasoline,7376600
2020,North Carolina,Hybrid Electric (HEV),133400
2020,North Carolina,Methanol,0
2020,North Carolina,Plug-In Hybrid Electric (PHEV),9300
2020,North Carolina,Propane,0
2020,North Carolina,Unknown,93400
2020,North Dakota,Battery Electric (BEV),200
2020,North Dakota,Biodiesel,0
2020,North Dakota,Compressed Natural Gas (CNG),3700
2020,North Dakota,Diesel,57700
2020,North Dakota,Flex Fuel (E85),135600
2020,North Dakota,Fuel Cell,0
2020,North Dakota,Gasoline,567200
2020,North Dakota,Hybrid Electric (HEV),4400
2020,North Dakota,Methanol,0
2020,North Dakota,Plug-In Hybrid Electric (PHEV),300
2020,North Dakota,Propane,0
2020,North Dakota,Unknown,12500
2020,Ohio,Battery Electric (BEV),14500
2020,Ohio,Biodiesel,0
2020,Ohio,Compressed Natural Gas (CNG),14100
2020,Ohio,Diesel,240900
2020,Ohio,Flex Fuel (E85),1153500
2020,Ohio,Fuel Cell,0
2020,Ohio,Gasoline,8690900
2020,Ohio,Hybrid Electric (HEV),124100
2020,Ohio,Methanol,0
2020,Ohio,Plug-In Hybrid Electric (PHEV),9500
2020,Ohio,Propane,0
2020,Ohio,Unknown,88900
2020,Oklahoma,Battery Electric (BEV),3400
2020,Oklahoma,Biodiesel,0
2020,Oklahoma,Compressed Natural Gas (CNG),14800
2020,Oklahoma,Diesel,190800
2020,Oklahoma,Flex Fuel (E85),574100
2020,Oklahoma,Fuel Cell,0
2020,Oklahoma,Gasoline,3126100
2020,Oklahoma,Hybrid Electric (HEV),30100
2020,Oklahoma,Methanol,0
2020,Oklahoma,Plug-In Hybrid Electric (PHEV),1800
2020,Oklahoma,Propane,0
2020,Oklahoma,Unknown,60600
2020,Oregon,Battery Electric (BEV),22800
2020,Oregon,Biodiesel,0
2020,Oregon,Compressed Natural Gas (CNG),10900
2020,Oregon,Diesel,246200
2020,Oregon,Flex Fuel (E85),222000
2020,Oregon,Fuel Cell,0
2020,Oregon,Gasoline,2990200
2020,Oregon,Hybrid Electric (HEV),106100
2020,Oregon,Methanol,0
2020,Oregon,Plug-In Hybrid Electric (PHEV),11800
2020,Oregon,Propane,0
2020,Oregon,Unknown,82600
2020,Pennsylvania,Battery Electric (BEV),17500
2020,Pennsylvania,Biodiesel,0
2020,Pennsylvania,Compressed Natural Gas (CNG),9600
2020,Pennsylvania,Diesel,241000
2020,Pennsylvania,Flex Fuel (E85),953200
2020,Pennsylvania,Fuel Cell,0
2020,Pennsylvania,Gasoline,8781500
2020,Pennsylvania,Hybrid Electric (HEV),140800
2020,Pennsylvania,Methanol,0
2020,Pennsylvania,Plug-In Hybrid Electric (PHEV),12800
2020,Pennsylvania,Propane,0
2020,Pennsylvania,Unknown,69500
2020,Rhode Island,Battery Electric (BEV),1600
2020,Rhode Island,Biodiesel,0
2020,Rhode Island,Compressed Natural Gas (CNG),500
2020,Rhode Island,Diesel,13300
2020,Rhode Island,Flex Fuel (E85),59100
2020,Rhode Island,Fuel Cell,0
2020,Rhode Island,Gasoline,785400
2020,Rhode Island,Hybrid Electric (HEV),14100
2020,Rhode Island,Methanol,0
2020,Rhode Island,Plug-In Hybrid Electric (PHEV),1600
2020,Rhode Island,Propane,0
2020,Rhode Island,Unknown,7500
2020,South Carolina,Battery Electric (BEV),4400
2020,South Carolina,Biodiesel,0
2020,South Carolina,Compressed Natural Gas (CNG),12200
2020,South Carolina,Diesel,127200
2020,South Carolina,Flex Fuel (E85),515600
2020,South Carolina,Fuel Cell,0
2020,South Carolina,Gasoline,4004100
2020,South Carolina,Hybrid Electric (HEV),49700
2020,South Carolina,Methanol,0
2020,South Carolina,Plug-In Hybrid Electric (PHEV),3000
2020,South Carolina,Propane,0
2020,South Carolina,Unknown,56200
2020,South Dakota,Battery Electric (BEV),400
2020,South Dakota,Biodiesel,0
2020,South Dakota,Compressed Natural Gas (CNG),4100
2020,South Dakota,Diesel,65500
2020,South Dakota,Flex Fuel (E85),139400
2020,South Dakota,Fuel Cell,0
2020,South Dakota,Gasoline,688400
2020,South Dakota,Hybrid Electric (HEV),7200
2020,South Dakota,Methanol,0
2020,South Dakota,Plug-In Hybrid Electric (PHEV),500
2020,South Dakota,Propane,0
2020,South Dakota,Unknown,19500
2020,Tennessee,Battery Electric (BEV),7800
2020,Tennessee,Biodiesel,0
2020,Tennessee,Compressed Natural Gas (CNG),16500
2020,Tennessee,Diesel,181600
2020,Tennessee,Flex Fuel (E85),638600
2020,Tennessee,Fuel Cell,0
2020,Tennessee,Gasoline,5218400
2020,Tennessee,Hybrid Electric (HEV),68700
2020,Tennessee,Methanol,0
2020,Tennessee,Plug-In Hybrid Electric (PHEV),4300
2020,Tennessee,Propane,0
2020,Tennessee,Unknown,50900
2020,Texas,Battery Electric (BEV),52200
2020,Texas,Biodiesel,0
2020,Texas,Compressed Natural Gas (CNG),43600
2020,Texas,Diesel,1107000
2020,Texas,Flex Fuel (E85),3250000
2020,Texas,Fuel Cell,100
2020,Texas,Gasoline,19609700
2020,Texas,Hybrid Electric (HEV),262300
2020,Texas,Methanol,0
2020,Texas,Plug-In Hybrid Electric (PHEV),20400
2020,Texas,Propane,0
2020,Texas,Unknown,163600
2020,United States,Battery Electric (BEV),1018900
2020,United States,Biodiesel,0
2020,United States,Compressed Natural Gas (CNG),521600
2020,United States,Diesel,8860500
2020,United States,Flex Fuel (E85),27997200
2020,United States,Fuel Cell,14200
2020,United States,Gasoline,231992200
2020,United States,Hybrid Electric (HEV),4813700
2020,United States,Methanol,300
2020,United States,Plug-In Hybrid Electric (PHEV),594400
2020,United States,Propane,0
2020,United States,Unknown,2486200
2020,Utah,Battery Electric (BEV),11200
2020,Utah,Biodiesel,0
2020,Utah,Compressed Natural Gas (CNG),8700
2020,Utah,Diesel,191400
2020,Utah,Flex Fuel (E85),231700
2020,Utah,Fuel Cell,0
2020,Utah,Gasoline,2346000
2020,Utah,Hybrid Electric (HEV),49800
2020,Utah,Methanol,0
2020,Utah,Plug-In Hybrid Electric (PHEV),5200
2020,Utah,Propane,0
2020,Utah,Unknown,35700
2020,Vermont,Battery Electric (BEV),2200
2020,Vermont,Biodiesel,0
2020,Vermont,Compressed Natural Gas (CNG),500
2020,Vermont,Diesel,19700
2020,Vermont,Flex Fuel (E85),58800
2020,Vermont,Fuel Cell,0
2020,Vermont,Gasoline,501000
2020,Vermont,Hybrid Electric (HEV),13900
2020,Vermont,Methanol,0
2020,Vermont,Plug-In Hybrid Electric (PHEV),2300
2020,Vermont,Propane,0
2020,Vermont,Unknown,6800
2020,Virginia,Battery Electric (BEV),20500
2020,Virginia,Biodiesel,0
2020,Virginia,Compressed Natural Gas (CNG),12200
2020,Virginia,Diesel,183700
2020,Virginia,Flex Fuel (E85),618500
2020,Virginia,Fuel Cell,0
2020,Virginia,Gasoline,6646500
2020,Virginia,Hybrid Electric (HEV),157800
2020,Virginia,Methanol,0
2020,Virginia,Plug-In Hybrid Electric (PHEV),11200
2020,Virginia,Propane,0
2020,Virginia,Unknown,46800
2020,Washington,Battery Electric (BEV),50500
2020,Washington,Biodiesel,0
2020,Washington,Compressed Natural Gas (CNG),18700
2020,Washington,Diesel,326300
2020,Washington,Flex Fuel (E85),424000
2020,Washington,Fuel Cell,0
2020,Washington,Gasoline,5687600
2020,Washington,Hybrid Electric (HEV),211300
2020,Washington,Methanol,0
2020,Washington,Plug-In Hybrid Electric (PHEV),18400
2020,Washington,Propane,0
2020,Washington,Unknown,95300
2020,West Virginia,Battery Electric (BEV),600
2020,West Virginia,Biodiesel,0
2020,West Virginia,Compressed Natural Gas (CNG),2800
2020,West Virginia,Diesel,57800
2020,West Virginia,Flex Fuel (E85),178200
2020,West Virginia,Fuel Cell,0
2020,West Virginia,Gasoline,1216500
2020,West Virginia,Hybrid Electric (HEV),11900
2020,West Virginia,Methanol,0
2020,West Virginia,Plug-In Hybrid Electric (PHEV),700
2020,West Virginia,Propane,0
2020,West Virginia,Unknown,14200
2020,Wisconsin,Battery Electric (BEV),6300
2020,Wisconsin,Biodiesel,0
2020,Wisconsin,Compressed Natural Gas (CNG),8700
2020,Wisconsin,Diesel,175200
2020,Wisconsin,Flex Fuel (E85),755700
2020,Wisconsin,Fuel Cell,0
2020,Wisconsin,Gasoline,4494600
2020,Wisconsin,Hybrid Electric (HEV),82500
2020,Wisconsin,Methanol,0
2020,Wisconsin,Plug-In Hybrid Electric (PHEV),5900
2020,Wisconsin,Propane,0
2020,Wisconsin,Unknown,41900
2020,Wyoming,Battery Electric (BEV),300
2020,Wyoming,Biodiesel,0
2020,Wyoming,Compressed Natural Gas (CNG),3600
2020,Wyoming,Diesel,77400
2020,Wyoming,Flex Fuel (E85),77100
2020,Wyoming,Fuel Cell,0
2020,Wyoming,Gasoline,456200
2020,Wyoming,Hybrid Electric (HEV),4700
2020,Wyoming,Methanol,0
2020,Wyoming,Plug-In Hybrid Electric (PHEV),300
2020,Wyoming,Propane,0
2020,Wyoming,Unknown,18700
2021,Alabama,Battery Electric (BEV),4700
2021,Alabama,Biodiesel,40500
2021,Alabama,Compressed Natural Gas (CNG),500
2021,Alabama,Diesel,123500
2021,Alabama,Flex Fuel (E85),449500
2021,Alabama,Fuel Cell,0
2021,Alabama,Gasoline,4051000
2021,Alabama,Hybrid Electric (HEV),42500
2021,Alabama,Methanol,0
2021,Alabama,Plug-In Hybrid Electric (PHEV),3300
2021,Alabama,Propane,100
2021,Alabama,Unknown,32000
2021,Alaska,Battery Electric (BEV),1300
2021,Alaska,Biodiesel,7600
2021,Alaska,Compressed Natural Gas (CNG),100
2021,Alaska,Diesel,31700
2021,Alaska,Flex Fuel (E85),50100
2021,Alaska,Fuel Cell,0
2021,Alaska,Gasoline,464200
2021,Alaska,Hybrid Electric (HEV),7300
2021,Alaska,Methanol,0
2021,Alaska,Plug-In Hybrid Electric (PHEV),500
2021,Alaska,Propane,0
2021,Alaska,Unknown,6300
2021,Arizona,Battery Electric (BEV),40700
2021,Arizona,Biodiesel,51000
2021,Arizona,Compressed Natural Gas (CNG),900
2021,Arizona,Diesel,191800
2021,Arizona,Flex Fuel (E85),460400
2021,Arizona,Fuel Cell,0
2021,Arizona,Gasoline,5395300
2021,Arizona,Hybrid Electric (HEV),132200
2021,Arizona,Methanol,0
2021,Arizona,Plug-In Hybrid Electric (PHEV),15500
2021,Arizona,Propane,900
2021,Arizona,Unknown,70500
2021,Arkansas,Battery Electric (BEV),2400
2021,Arkansas,Biodiesel,28700
2021,Arkansas,Compressed Natural Gas (CNG),300
2021,Arkansas,Diesel,88800
2021,Arkansas,Flex Fuel (E85),290200
2021,Arkansas,Fuel Cell,0
2021,Arkansas,Gasoline,2241600
2021,Arkansas,Hybrid Electric (HEV),26100
2021,Arkansas,Methanol,0
2021,Arkansas,Plug-In Hybrid Electric (PHEV),1800
2021,Arkansas,Propane,0
2021,Arkansas,Unknown,11000
2021,California,Battery Electric (BEV),563100
2021,California,Biodiesel,163600
2021,California,Compressed Natural Gas (CNG),12600
2021,California,Diesel,710500
2021,California,Flex Fuel (E85),1343200
2021,California,Fuel Cell,11800
2021,California,Gasoline,30512600
2021,California,Hybrid Electric (HEV),1355900
2021,California,Methanol,0
2021,California,Plug-In Hybrid Electric (PHEV),315300
2021,California,Propane,1500
2021,California,Unknown,10400
2021,Colorado,Battery Electric (BEV),37000
2021,Colorado,Biodiesel,53800
2021,Colorado,Compressed Natural Gas (CNG),600
2021,Colorado,Diesel,208400
2021,Colorado,Flex Fuel (E85),346700
2021,Colorado,Fuel Cell,0
2021,Colorado,Gasoline,4456600
2021,Colorado,Hybrid Electric (HEV),113600
2021,Colorado,Methanol,0
2021,Colorado,Plug-In Hybrid Electric (PHEV),16100
2021,Colorado,Propane,100
2021,Colorado,Unknown,53500
2021,Connecticut,Battery Electric (BEV),13300
2021,Connecticut,Biodiesel,8800
2021,Connecticut,Compressed Natural Gas (CNG),400
2021,Connecticut,Diesel,44300
2021,Connecticut,Flex Fuel (E85),140700
2021,Connecticut,Fuel Cell,0
2021,Connecticut,Gasoline,2578400
2021,Connecticut,Hybrid Electric (HEV),55400
2021,Connecticut,Methanol,0
2021,Connecticut,Plug-In Hybrid Electric (PHEV),9200
2021,Connecticut,Propane,0
2021,Connecticut,Unknown,21500
2021,Delaware,Battery Electric (BEV),3000
2021,Delaware,Biodiesel,4100
2021,Delaware,Compressed Natural Gas (CNG),100
2021,Delaware,Diesel,14600
2021,Delaware,Flex Fuel (E85),67400
2021,Delaware,Fuel Cell,0
2021,Delaware,Gasoline,796400
2021,Delaware,Hybrid Electric (HEV),16700
2021,Delaware,Methanol,0
2021,Delaware,Plug-In Hybrid Electric (PHEV),2000
2021,Delaware,Propane,0
2021,Delaware,Unknown,5300
2021,District of Columbia,Battery Electric (BEV),3700
2021,District of Columbia,Biodiesel,300
2021,District of Columbia,Compressed Natural Gas (CNG),100
2021,District of Columbia,Diesel,2100
2021,District of Columbia,Flex Fuel (E85),17400
2021,District of Columbia,Fuel Cell,0
2021,District of Columbia,Gasoline,278900
2021,District of Columbia,Hybrid Electric (HEV),16100
2021,District of Columbia,Methanol,0
2021,District of Columbia,Plug-In Hybrid Electric (PHEV),2500
2021,District of Columbia,Propane,0
2021,District of Columbia,Unknown,600
2021,Florida,Battery Electric (BEV),95600
2021,Florida,Biodiesel,129300
2021,Florida,Compressed Natural Gas (CNG),600
2021,Florida,Diesel,336900
2021,Florida,Flex Fuel (E85),1154600
2021,Florida,Fuel Cell,0
2021,Florida,Gasoline,15595900
2021,Florida,Hybrid Electric (HEV),287000
2021,Florida,Methanol,0
2021,Florida,Plug-In Hybrid Electric (PHEV),32200
2021,Florida,Propane,100
2021,Florida,Unknown,97400
2021,Georgia,Battery Electric (BEV),34000
2021,Georgia,Biodiesel,70200
2021,Georgia,Compressed Natural Gas (CNG),700
2021,Georgia,Diesel,203200
2021,Georgia,Flex Fuel (E85),745200
2021,Georgia,Fuel Cell,0
2021,Georgia,Gasoline,8123100
2021,Georgia,Hybrid Electric (HEV),128200
2021,Georgia,Methanol,0
2021,Georgia,Plug-In Hybrid Electric (PHEV),13600
2021,Georgia,Propane,300
2021,Georgia,Unknown,81200
2021,Hawaii,Battery Electric (BEV),14200
2021,Hawaii,Biodiesel,2800
2021,Hawaii,Compressed Natural Gas (CNG),100
2021,Hawaii,Diesel,15700
2021,Hawaii,Flex Fuel (E85),42200
2021,Hawaii,Fuel Cell,0
2021,Hawaii,Gasoline,968200
2021,Hawaii,Hybrid Electric (HEV),28800
2021,Hawaii,Methanol,0
2021,Hawaii,Plug-In Hybrid Electric (PHEV),4500
2021,Hawaii,Propane,0
2021,Hawaii,Unknown,4300
2021,Idaho,Battery Electric (BEV),3500
2021,Idaho,Biodiesel,33400
2021,Idaho,Compressed Natural Gas (CNG),300
2021,Idaho,Diesel,133500
2021,Idaho,Flex Fuel (E85),132500
2021,Idaho,Fuel Cell,0
2021,Idaho,Gasoline,1545500
2021,Idaho,Hybrid Electric (HEV),30400
2021,Idaho,Methanol,0
2021,Idaho,Plug-In Hybrid Electric (PHEV),2500
2021,Idaho,Propane,100
2021,Idaho,Unknown,29400
2021,Illinois,Battery Electric (BEV),36500
2021,Illinois,Biodiesel,48100
2021,Illinois,Compressed Natural Gas (CNG),800
2021,Illinois,Diesel,169900
2021,Illinois,Flex Fuel (E85),822300
2021,Illinois,Fuel Cell,0
2021,Illinois,Gasoline,8657800
2021,Illinois,Hybrid Electric (HEV),214300
2021,Illinois,Methanol,0
2021,Illinois,Plug-In Hybrid Electric (PHEV),18300
2021,Illinois,Propane,100
2021,Illinois,Unknown,59600
2021,Indiana,Battery Electric (BEV),10400
2021,Indiana,Biodiesel,41100
2021,Indiana,Compressed Natural Gas (CNG),800
2021,Indiana,Diesel,151600
2021,Indiana,Flex Fuel (E85),587400
2021,Indiana,Fuel Cell,0
2021,Indiana,Gasoline,5149000
2021,Indiana,Hybrid Electric (HEV),88200
2021,Indiana,Methanol,0
2021,Indiana,Plug-In Hybrid Electric (PHEV),7500
2021,Indiana,Propane,100
2021,Indiana,Unknown,61000
2021,Iowa,Battery Electric (BEV),3700
2021,Iowa,Biodiesel,31100
2021,Iowa,Compressed Natural Gas (CNG),300
2021,Iowa,Diesel,100900
2021,Iowa,Flex Fuel (E85),343600
2021,Iowa,Fuel Cell,0
2021,Iowa,Gasoline,2525400
2021,Iowa,Hybrid Electric (HEV),42500
2021,Iowa,Methanol,0
2021,Iowa,Plug-In Hybrid Electric (PHEV),3600
2021,Iowa,Propane,0
2021,Iowa,Unknown,59600
2021,Kansas,Battery Electric (BEV),4500
2021,Kansas,Biodiesel,21400
2021,Kansas,Compressed Natural Gas (CNG),400
2021,Kansas,Diesel,85900
2021,Kansas,Flex Fuel (E85),260900
2021,Kansas,Fuel Cell,0
2021,Kansas,Gasoline,2158100
2021,Kansas,Hybrid Electric (HEV),38300
2021,Kansas,Methanol,0
2021,Kansas,Plug-In Hybrid Electric (PHEV),3300
2021,Kansas,Propane,100
2021,Kansas,Unknown,19900
2021,Kentucky,Battery Electric (BEV),4200
2021,Kentucky,Biodiesel,27100
2021,Kentucky,Compressed Natural Gas (CNG),600
2021,Kentucky,Diesel,116200
2021,Kentucky,Flex Fuel (E85),365800
2021,Kentucky,Fuel Cell,0
2021,Kentucky,Gasoline,3422900
2021,Kentucky,Hybrid Electric (HEV),48300
2021,Kentucky,Methanol,0
2021,Kentucky,Plug-In Hybrid Electric (PHEV),3100
2021,Kentucky,Propane,0
2021,Kentucky,Unknown,28300
2021,Louisiana,Battery Electric (BEV),3200
2021,Louisiana,Biodiesel,54400
2021,Louisiana,Compressed Natural Gas (CNG),300
2021,Louisiana,Diesel,115000
2021,Louisiana,Flex Fuel (E85),413200
2021,Louisiana,Fuel Cell,0
2021,Louisiana,Gasoline,3185200
2021,Louisiana,Hybrid Electric (HEV),26000
2021,Louisiana,Methanol,0
2021,Louisiana,Plug-In Hybrid Electric (PHEV),2000
2021,Louisiana,Propane,0
2021,Louisiana,Unknown,20700
2021,Maine,Battery Electric (BEV),3000
2021,Maine,Biodiesel,9100
2021,Maine,Compressed Natural Gas (CNG),100
2021,Maine,Diesel,27400
2021,Maine,Flex Fuel (E85),112200
2021,Maine,Fuel Cell,0
2021,Maine,Gasoline,1044300
2021,Maine,Hybrid Electric (HEV),25500
2021,Maine,Methanol,0
2021,Maine,Plug-In Hybrid Electric (PHEV),4200
2021,Maine,Propane,0
2021,Maine,Unknown,8900
2021,Maryland,Battery Electric (BEV),25600
2021,Maryland,Biodiesel,27700
2021,Maryland,Compressed Natural Gas (CNG),400
2021,Maryland,Diesel,89500
2021,Maryland,Flex Fuel (E85),347200
2021,Maryland,Fuel Cell,0
2021,Maryland,Gasoline,4380600
2021,Maryland,Hybrid Electric (HEV),130900
2021,Maryland,Methanol,0
2021,Maryland,Plug-In Hybrid Electric (PHEV),17200
2021,Maryland,Propane,0
2021,Maryland,Unknown,32100
2021,Massachusetts,Battery Electric (BEV),30500
2021,Massachusetts,Biodiesel,17500
2021,Massachusetts,Compressed Natural Gas (CNG),400
2021,Massachusetts,Diesel,59700
2021,Massachusetts,Flex Fuel (E85),306900
2021,Massachusetts,Fuel Cell,0
2021,Massachusetts,Gasoline,4816400
2021,Massachusetts,Hybrid Electric (HEV),138800
2021,Massachusetts,Methanol,0
2021,Massachusetts,Plug-In Hybrid Electric (PHEV),22200
2021,Massachusetts,Propane,0
2021,Massachusetts,Unknown,30800
2021,Michigan,Battery Electric (BEV),17500
2021,Michigan,Biodiesel,52100
2021,Michigan,Compressed Natural Gas (CNG),500
2021,Michigan,Diesel,173200
2021,Michigan,Flex Fuel (E85),912200
2021,Michigan,Fuel Cell,0
2021,Michigan,Gasoline,7067400
2021,Michigan,Hybrid Electric (HEV),106400
2021,Michigan,Methanol,0
2021,Michigan,Plug-In Hybrid Electric (PHEV),17200
2021,Michigan,Propane,100
2021,Michigan,Unknown,51600
2021,Minnesota,Battery Electric (BEV),15000
2021,Minnesota,Biodiesel,40100
2021,Minnesota,Compressed Natural Gas (CNG),300
2021,Minnesota,Diesel,128700
2021,Minnesota,Flex Fuel (E85),548700
2021,Minnesota,Fuel Cell,0
2021,Minnesota,Gasoline,4342800
2021,Minnesota,Hybrid Electric (HEV),95200
2021,Minnesota,Methanol,0
2021,Minnesota,Plug-In Hybrid Electric (PHEV),8900
2021,Minnesota,Propane,0
2021,Minnesota,Unknown,29800
2021,Mississippi,Battery Electric (BEV),1300
2021,Mississippi,Biodiesel,27400
2021,Mississippi,Compressed Natural Gas (CNG),200
2021,Mississippi,Diesel,76000
2021,Mississippi,Flex Fuel (E85),305000
2021,Mississippi,Fuel Cell,0
2021,Mississippi,Gasoline,2289900
2021,Mississippi,Hybrid Electric (HEV),18700
2021,Mississippi,Methanol,0
2021,Mississippi,Plug-In Hybrid Electric (PHEV),1100
2021,Mississippi,Propane,0
2021,Mississippi,Unknown,9600
2021,Missouri,Battery Electric (BEV),10000
2021,Missouri,Biodiesel,55800
2021,Missouri,Compressed Natural Gas (CNG),1800
2021,Missouri,Diesel,172100
2021,Missouri,Flex Fuel (E85),602500
2021,Missouri,Fuel Cell,0
2021,Missouri,Gasoline,4582100
2021,Missouri,Hybrid Electric (HEV),85600
2021,Missouri,Methanol,0
2021,Missouri,Plug-In Hybrid Electric (PHEV),7200
2021,Missouri,Propane,100
2021,Missouri,Unknown,40700
2021,Montana,Battery Electric (BEV),1600
2021,Montana,Biodiesel,27500
2021,Montana,Compressed Natural Gas (CNG),100
2021,Montana,Diesel,70900
2021,Montana,Flex Fuel (E85),100500
2021,Montana,Fuel Cell,0
2021,Montana,Gasoline,761800
2021,Montana,Hybrid Electric (HEV),13900
2021,Montana,Methanol,0
2021,Montana,Plug-In Hybrid Electric (PHEV),1100
2021,Montana,Propane,0
2021,Montana,Unknown,12200
2021,Nebraska,Battery Electric (BEV),2700
2021,Nebraska,Biodiesel,21600
2021,Nebraska,Compressed Natural Gas (CNG),200
2021,Nebraska,Diesel,73800
2021,Nebraska,Flex Fuel (E85),202500
2021,Nebraska,Fuel Cell,0
2021,Nebraska,Gasoline,1574900
2021,Nebraska,Hybrid Electric (HEV),23700
2021,Nebraska,Methanol,0
2021,Nebraska,Plug-In Hybrid Electric (PHEV),2000
2021,Nebraska,Propane,0
2021,Nebraska,Unknown,27300
2021,Nevada,Battery Electric (BEV),17400
2021,Nevada,Biodiesel,21300
2021,Nevada,Compressed Natural Gas (CNG),300
2021,Nevada,Diesel,84700
2021,Nevada,Flex Fuel (E85),133600
2021,Nevada,Fuel Cell,0
2021,Nevada,Gasoline,2140700
2021,Nevada,Hybrid Electric (HEV),50200
2021,Nevada,Methanol,0
2021,Nevada,Plug-In Hybrid Electric (PHEV),6300
2021,Nevada,Propane,100
2021,Nevada,Unknown,22800
2021,New Hampshire,Battery Electric (BEV),4000
2021,New Hampshire,Biodiesel,11300
2021,New Hampshire,Compressed Natural Gas (CNG),200
2021,New Hampshire,Diesel,29300
2021,New Hampshire,Flex Fuel (E85),102800
