year,state,powertrain,count
2018,Kentucky,Battery Electric (BEV),1200
2018,Kentucky,Biodiesel,0
2018,Kentucky,Compressed Natural Gas (CNG),13200
2018,Kentucky,Diesel,123600
2018,Kentucky,Flex Fuel (E85),414300
2018,Kentucky,Fuel Cell,0
2018,Kentucky,Gasoline,3308700
2018,Kentucky,Hybrid Electric (HEV),35800
2018,Kentucky,Methanol,0
2018,Kentucky,Plug-In Hybrid Electric (PHEV),1500
2018,Kentucky,Propane,0
2018,Kentucky,Unknown,41100
2018,Louisiana,Battery Electric (BEV),900
2018,Louisiana,Biodiesel,0
2018,Louisiana,Compressed Natural Gas (CNG),9500
2018,Louisiana,Diesel,158400
2018,Louisiana,Flex Fuel (E85),539200
2018,Louisiana,Fuel Cell,0
2018,Louisiana,Gasoline,3034700
2018,Louisiana,Hybrid Electric (HEV),19000
2018,Louisiana,Methanol,0
2018,Louisiana,Plug-In Hybrid Electric (PHEV),900
2018,Louisiana,Propane,0
2018,Louisiana,Unknown,32200
2018,Maine,Battery Electric (BEV),800
2018,Maine,Biodiesel,0
2018,Maine,Compressed Natural Gas (CNG),1400
2018,Maine,Diesel,31100
2018,Maine,Flex Fuel (E85),132700
2018,Maine,Fuel Cell,0
2018,Maine,Gasoline,1006500
2018,Maine,Hybrid Electric (HEV),19600
2018,Maine,Methanol,0
2018,Maine,Plug-In Hybrid Electric (PHEV),1800
2018,Maine,Propane,0
2018,Maine,Unknown,11700
2018,Maryland,Battery Electric (BEV),8400
2018,Maryland,Biodiesel,0
2018,Maryland,Compressed Natural Gas (CNG),4900
2018,Maryland,Diesel,104600
2018,Maryland,Flex Fuel (E85),389100
2018,Maryland,Fuel Cell,0
2018,Maryland,Gasoline,4075000
2018,Maryland,Hybrid Electric (HEV),95300
2018,Maryland,Methanol,0
2018,Maryland,Plug-In Hybrid Electric (PHEV),8400
2018,Maryland,Propane,0
2018,Maryland,Unknown,40700
2018,Massachusetts,Battery Electric (BEV),10300
2018,Massachusetts,Biodiesel,0
2018,Massachusetts,Compressed Natural Gas (CNG),2600
2018,Massachusetts,Diesel,74200
2018,Massachusetts,Flex Fuel (E85),387200
2018,Massachusetts,Fuel Cell,0
2018,Massachusetts,Gasoline,4667700
2018,Massachusetts,Hybrid Electric (HEV),107000
2018,Massachusetts,Methanol,0
2018,Massachusetts,Plug-In Hybrid Electric (PHEV),11600
2018,Massachusetts,Propane,0
2018,Massachusetts,Unknown,37500
2018,Michigan,Battery Electric (BEV),4200
2018,Michigan,Biodiesel,0
2018,Michigan,Compressed Natural Gas (CNG),15300
2018,Michigan,Diesel,285300
2018,Michigan,Flex Fuel (E85),1351800
2018,Michigan,Fuel Cell,0
2018,Michigan,Gasoline,6879900
2018,Michigan,Hybrid Electric (HEV),79000
2018,Michigan,Methanol,0
2018,Michigan,Plug-In Hybrid Electric (PHEV),12300
2018,Michigan,Propane,0
2018,Michigan,Unknown,70300
2018,Minnesota,Battery Electric (BEV),4900
2018,Minnesota,Biodiesel,0
2018,Minnesota,Compressed Natural Gas (CNG),10700
2018,Minnesota,Diesel,138800
2018,Minnesota,Flex Fuel (E85),660700
2018,Minnesota,Fuel Cell,0
2018,Minnesota,Gasoline,4078700
2018,Minnesota,Hybrid Electric (HEV),71000
2018,Minnesota,Methanol,0
2018,Minnesota,Plug-In Hybrid Electric (PHEV),4800
2018,Minnesota,Propane,0
2018,Minnesota,Unknown,42600
2018,Mississippi,Battery Electric (BEV),300
2018,Mississippi,Biodiesel,0
2018,Mississippi,Compressed Natural Gas (CNG),6300
2018,Mississippi,Diesel,89700
2018,Mississippi,Flex Fuel (E85),342300
2018,Mississippi,Fuel Cell,0
2018,Mississippi,Gasoline,2125900
2018,Mississippi,Hybrid Electric (HEV),13600
2018,Mississippi,Methanol,0
2018,Mississippi,Plug-In Hybrid Electric (PHEV),500
2018,Mississippi,Propane,0
2018,Mississippi,Unknown,15000
2018,Missouri,Battery Electric (BEV),3500
2018,Missouri,Biodiesel,0
2018,Missouri,Compressed Natural Gas (CNG),17800
2018,Missouri,Diesel,212900
2018,Missouri,Flex Fuel (E85),744500
2018,Missouri,Fuel Cell,0
2018,Missouri,Gasoline,4638300
2018,Missouri,Hybrid Electric (HEV),98600
2018,Missouri,Methanol,0
2018,Missouri,Plug-In Hybrid Electric (PHEV),4200
2018,Missouri,Propane,0
2018,Missouri,Unknown,60600
2018,Montana,Battery Electric (BEV),500
2018,Montana,Biodiesel,0
2018,Montana,Compressed Natural Gas (CNG),4400
2018,Montana,Diesel,89600
2018,Montana,Flex Fuel (E85),123700
2018,Montana,Fuel Cell,0
2018,Montana,Gasoline,729000
2018,Montana,Hybrid Electric (HEV),10000
2018,Montana,Methanol,0
2018,Montana,Plug-In Hybrid Electric (PHEV),400
2018,Montana,Propane,0
2018,Montana,Unknown,18400
2018,Nebraska,Battery Electric (BEV),900
2018,Nebraska,Biodiesel,0
2018,Nebraska,Compressed Natural Gas (CNG),8400
2018,Nebraska,Diesel,84200
2018,Nebraska,Flex Fuel (E85),246300
2018,Nebraska,Fuel Cell,0
2018,Nebraska,Gasoline,1474400
2018,Nebraska,Hybrid Electric (HEV),16800
2018,Nebraska,Methanol,0
2018,Nebraska,Plug-In Hybrid Electric (PHEV),1000
2018,Nebraska,Propane,0
2018,Nebraska,Unknown,34000
2018,Nevada,Battery Electric (BEV),5100
2018,Nevada,Biodiesel,0
2018,Nevada,Compressed Natural Gas (CNG),6200
2018,Nevada,Diesel,90600
2018,Nevada,Flex Fuel (E85),171800
2018,Nevada,Fuel Cell,0
2018,Nevada,Gasoline,2005700
2018,Nevada,Hybrid Electric (HEV),37300
2018,Nevada,Methanol,0
2018,Nevada,Plug-In Hybrid Electric (PHEV),2900
2018,Nevada,Propane,0
2018,Nevada,Unknown,32800
2018,New Hampshire,Battery Electric (BEV),1200
2018,New Hampshire,Biodiesel,0
2018,New Hampshire,Compressed Natural Gas (CNG),1400
2018,New Hampshire,Diesel,33600
2018,New Hampshire,Flex Fuel (E85),124700
2018,New Hampshire,Fuel Cell,0
2018,New Hampshire,Gasoline,1145600
2018,New Hampshire,Hybrid Electric (HEV),20700
2018,New Hampshire,Methanol,0
2018,New Hampshire,Plug-In Hybrid Electric (PHEV),2000
2018,New Hampshire,Propane,0
2018,New Hampshire,Unknown,15800
2018,New Jersey,Battery Electric (BEV),13400
2018,New Jersey,Biodiesel,0
2018,New Jersey,Compressed Natural Gas (CNG),3800
2018,New Jersey,Diesel,109700
2018,New Jersey,Flex Fuel (E85),540100
2018,New Jersey,Fuel Cell,0
2018,New Jersey,Gasoline,6333400
2018,New Jersey,Hybrid Electric (HEV),89200
2018,New Jersey,Methanol,0
2018,New Jersey,Plug-In Hybrid Electric (PHEV),10800
2018,New Jersey,Propane,0
2018,New Jersey,Unknown,50700
2018,New Mexico,Battery Electric (BEV),1300
2018,New Mexico,Biodiesel,0
2018,New Mexico,Compressed Natural Gas (CNG),6900
2018,New Mexico,Diesel,100000
2018,New Mexico,Flex Fuel (E85),183700
2018,New Mexico,Fuel Cell,0
2018,New Mexico,Gasoline,1478700
2018,New Mexico,Hybrid Electric (HEV),25000
2018,New Mexico,Methanol,0
2018,New Mexico,Plug-In Hybrid Electric (PHEV),1300
2018,New Mexico,Propane,0
2018,New Mexico,Unknown,33500
2018,New York,Battery Electric (BEV),15500
2018,New York,Biodiesel,0
2018,New York,Compressed Natural Gas (CNG),7800
2018,New York,Diesel,184600
2018,New York,Flex Fuel (E85),1003900
2018,New York,Fuel Cell,0
2018,New York,Gasoline,9967300
2018,New York,Hybrid Electric (HEV),173200
2018,New York,Methanol,0
2018,New York,Plug-In Hybrid Electric (PHEV),24300
2018,New York,Propane,0
2018,New York,Unknown,107000
2018,North Carolina,Battery Electric (BEV),7300
2018,North Carolina,Biodiesel,0
2018,North Carolina,Compressed Natural Gas (CNG),22300
2018,North Carolina,Diesel,229300
2018,North Carolina,Flex Fuel (E85),791100
2018,North Carolina,Fuel Cell,0
2018,North Carolina,Gasoline,7205800
2018,North Carolina,Hybrid Electric (HEV),119400
2018,North Carolina,Methanol,0
2018,North Carolina,Plug-In Hybrid Electric (PHEV),6500
2018,North Carolina,Propane,0
2018,North Carolina,Unknown,99200
2018,North Dakota,Battery Electric (BEV),100
2018,North Dakota,Biodiesel,0
2018,North Dakota,Compressed Natural Gas (CNG),4300
2018,North Dakota,Diesel,54700
2018,North Dakota,Flex Fuel (E85),133300
2018,North Dakota,Fuel Cell,0
2018,North Dakota,Gasoline,560300
2018,North Dakota,Hybrid Electric (HEV),3700
2018,North Dakota,Methanol,0
2018,North Dakota,Plug-In Hybrid Electric (PHEV),200
2018,North Dakota,Propane,0
2018,North Dakota,Unknown,15900
2018,Ohio,Battery Electric (BEV),6400
2018,Ohio,Biodiesel,0
2018,Ohio,Compressed Natural Gas (CNG),17600
2018,Ohio,Diesel,220800
2018,Ohio,Flex Fuel (E85),1075400
2018,Ohio,Fuel Cell,0
2018,Ohio,Gasoline,8725900
2018,Ohio,Hybrid Electric (HEV),104900
2018,Ohio,Methanol,0
2018,Ohio,Plug-In Hybrid Electric (PHEV),7200
2018,Ohio,Propane,0
2018,Ohio,Unknown,96000
2018,Oklahoma,Battery Electric (BEV),3700
2018,Oklahoma,Biodiesel,0
2018,Oklahoma,Compressed Natural Gas (CNG),17100
2018,Oklahoma,Diesel,178300
2018,Oklahoma,Flex Fuel (E85),629100
2018,Oklahoma,Fuel Cell,0
2018,Oklahoma,Gasoline,3204200
2018,Oklahoma,Hybrid Electric (HEV),27800
2018,Oklahoma,Methanol,0
2018,Oklahoma,Plug-In Hybrid Electric (PHEV),1300
2018,Oklahoma,Propane,0
2018,Oklahoma,Unknown,64500
2018,Oregon,Battery Electric (BEV),13800
2018,Oregon,Biodiesel,0
2018,Oregon,Compressed Natural Gas (CNG),13500
2018,Oregon,Diesel,238000
2018,Oregon,Flex Fuel (E85),210600
2018,Oregon,Fuel Cell,0
2018,Oregon,Gasoline,3177400
2018,Oregon,Hybrid Electric (HEV),96300
2018,Oregon,Methanol,0
2018,Oregon,Plug-In Hybrid Electric (PHEV),8400
2018,Oregon,Propane,0
2018,Oregon,Unknown,85700
2018,Pennsylvania,Battery Electric (BEV),8000
2018,Pennsylvania,Biodiesel,0
2018,Pennsylvania,Compressed Natural Gas (CNG),11900
2018,Pennsylvania,Diesel,227000
2018,Pennsylvania,Flex Fuel (E85),893300
2018,Pennsylvania,Fuel Cell,0
2018,Pennsylvania,Gasoline,8661000
2018,Pennsylvania,Hybrid Electric (HEV),114800
2018,Pennsylvania,Methanol,0
2018,Pennsylvania,Plug-In Hybrid Electric (PHEV),9500
2018,Pennsylvania,Propane,0
2018,Pennsylvania,Unknown,77500
2018,Rhode Island,Battery Electric (BEV),700
2018,Rhode Island,Biodiesel,0
2018,Rhode Island,Compressed Natural Gas (CNG),600
2018,Rhode Island,Diesel,13200
2018,Rhode Island,Flex Fuel (E85),55500
2018,Rhode Island,Fuel Cell,0
2018,Rhode Island,Gasoline,792000
2018,Rhode Island,Hybrid Electric (HEV),12400
2018,Rhode Island,Methanol,0
2018,Rhode Island,Plug-In Hybrid Electric (PHEV),1200
2018,Rhode Island,Propane,0
2018,Rhode Island,Unknown,7800
2018,South Carolina,Battery Electric (BEV),2000
2018,South Carolina,Biodiesel,0
2018,South Carolina,Compressed Natural Gas (CNG),14100
2018,South Carolina,Diesel,112500
2018,South Carolina,Flex Fuel (E85),462200
2018,South Carolina,Fuel Cell,0
2018,South Carolina,Gasoline,3906000
2018,South Carolina,Hybrid Electric (HEV),43800
2018,South Carolina,Methanol,0
2018,South Carolina,Plug-In Hybrid Electric (PHEV),2200
2018,South Carolina,Propane,0
2018,South Carolina,Unknown,61700
2018,South Dakota,Battery Electric (BEV),200
2018,South Dakota,Biodiesel,0
2018,South Dakota,Compressed Natural Gas (CNG),5000
2018,South Dakota,Diesel,62000
2018,South Dakota,Flex Fuel (E85),135300
2018,South Dakota,Fuel Cell,0
2018,South Dakota,Gasoline,689100
2018,South Dakota,Hybrid Electric (HEV),6300
2018,South Dakota,Methanol,0
2018,South Dakota,Plug-In Hybrid Electric (PHEV),300
2018,South Dakota,Propane,0
2018,South Dakota,Unknown,21600
2018,Tennessee,Battery Electric (BEV),3900
2018,Tennessee,Biodiesel,0
2018,Tennessee,Compressed Natural Gas (CNG),19100
2018,Tennessee,Diesel,164100
2018,Tennessee,Flex Fuel (E85),567600
2018,Tennessee,Fuel Cell,0
2018,Tennessee,Gasoline,5059400
2018,Tennessee,Hybrid Electric (HEV),59200
2018,Tennessee,Methanol,0
2018,Tennessee,Plug-In Hybrid Electric (PHEV),2900
2018,Tennessee,Propane,0
2018,Tennessee,Unknown,55600
2018,Texas,Battery Electric (BEV),24500
2018,Texas,Biodiesel,0
2018,Texas,Compressed Natural Gas (CNG),51300
2018,Texas,Diesel,1019300
2018,Texas,Flex Fuel (E85),3005900
2018,Texas,Fuel Cell,0
2018,Texas,Gasoline,18453800
2018,Texas,Hybrid Electric (HEV),227700
2018,Texas,Methanol,0
2018,Texas,Plug-In Hybrid Electric (PHEV),14700
2018,Texas,Propane,0
2018,Texas,Unknown,175300
2018,United States,Battery Electric (BEV),572600
2018,United States,Biodiesel,0
2018,United States,Compressed Natural Gas (CNG),609200
2018,United States,Diesel,8279800
2018,United States,Flex Fuel (E85),26288400
2018,United States,Fuel Cell,9400
2018,United States,Gasoline,229074100
2018,United States,Hybrid Electric (HEV),4242400
2018,United States,Methanol,300
2018,United States,Plug-In Hybrid Electric (PHEV),461300
2018,United States,Propane,0
2018,United States,Unknown,2668600
2018,Utah,Battery Electric (BEV),5600
2018,Utah,Biodiesel,0
2018,Utah,Compressed Natural Gas (CNG),9700
2018,Utah,Diesel,173700
2018,Utah,Flex Fuel (E85),214100
2018,Utah,Fuel Cell,0
2018,Utah,Gasoline,2221100
2018,Utah,Hybrid Electric (HEV),40900
2018,Utah,Methanol,0
2018,Utah,Plug-In Hybrid Electric (PHEV),3400
2018,Utah,Propane,0
2018,Utah,Unknown,36600
2018,Vermont,Battery Electric (BEV),1100
2018,Vermont,Biodiesel,0
2018,Vermont,Compressed Natural Gas (CNG),600
2018,Vermont,Diesel,19100
2018,Vermont,Flex Fuel (E85),57500
2018,Vermont,Fuel Cell,0
2018,Vermont,Gasoline,513600
2018,Vermont,Hybrid Electric (HEV),12600
2018,Vermont,Methanol,0
2018,Vermont,Plug-In Hybrid Electric (PHEV),2000
2018,Vermont,Propane,0
2018,Vermont,Unknown,7700
2018,Virginia,Battery Electric (BEV),9900
2018,Virginia,Biodiesel,0
2018,Virginia,Compressed Natural Gas (CNG),15100
2018,Virginia,Diesel,173400
2018,Virginia,Flex Fuel (E85),569100
2018,Virginia,Fuel Cell,0
2018,Virginia,Gasoline,6721800
2018,Virginia,Hybrid Electric (HEV),141300
2018,Virginia,Methanol,0
2018,Virginia,Plug-In Hybrid Electric (PHEV),8100
2018,Virginia,Propane,0
2018,Virginia,Unknown,55800
2018,Washington,Battery Electric (BEV),30200
2018,Washington,Biodiesel,0
2018,Washington,Compressed Natural Gas (CNG),21400
2018,Washington,Diesel,295400
2018,Washington,Flex Fuel (E85),387400
2018,Washington,Fuel Cell,0
2018,Washington,Gasoline,5608000
2018,Washington,Hybrid Electric (HEV),177800
2018,Washington,Methanol,0
2018,Washington,Plug-In Hybrid Electric (PHEV),13700
2018,Washington,Propane,0
2018,Washington,Unknown,110600
2018,West Virginia,Battery Electric (BEV),200
2018,West Virginia,Biodiesel,0
2018,West Virginia,Compressed Natural Gas (CNG),3500
2018,West Virginia,Diesel,54700
2018,West Virginia,Flex Fuel (E85),172900
2018,West Virginia,Fuel Cell,0
2018,West Virginia,Gasoline,1256800
2018,West Virginia,Hybrid Electric (HEV),10100
2018,West Virginia,Methanol,0
2018,West Virginia,Plug-In Hybrid Electric (PHEV),500
2018,West Virginia,Propane,0
2018,West Virginia,Unknown,16500
2018,Wisconsin,Battery Electric (BEV),3700
2018,Wisconsin,Biodiesel,0
2018,Wisconsin,Compressed Natural Gas (CNG),11400
2018,Wisconsin,Diesel,162500
2018,Wisconsin,Flex Fuel (E85),696300
2018,Wisconsin,Fuel Cell,0
2018,Wisconsin,Gasoline,4515800
2018,Wisconsin,Hybrid Electric (HEV),70900
2018,Wisconsin,Methanol,0
2018,Wisconsin,Plug-In Hybrid Electric (PHEV),4500
2018,Wisconsin,Propane,0
2018,Wisconsin,Unknown,47100
2018,Wyoming,Battery Electric (BEV),200
2018,Wyoming,Biodiesel,0
2018,Wyoming,Compressed Natural Gas (CNG),4200
2018,Wyoming,Diesel,72900
2018,Wyoming,Flex Fuel (E85),71500
2018,Wyoming,Fuel Cell,0
2018,Wyoming,Gasoline,450100
2018,Wyoming,Hybrid Electric (HEV),4100
2018,Wyoming,Methanol,0
2018,Wyoming,Plug-In Hybrid Electric (PHEV),200
2018,Wyoming,Propane,0
2018,Wyoming,Unknown,20400
2019,Alabama,Battery Electric (BEV),2000
2019,Alabama,Biodiesel,0
2019,Alabama,Compressed Natural Gas (CNG),15900
2019,Alabama,Diesel,144900
2019,Alabama,Flex Fuel (E85),543900
2019,Alabama,Fuel Cell,0
2019,Alabama,Gasoline,3806700
2019,Alabama,Hybrid Electric (HEV),33700
2019,Alabama,Methanol,0
2019,Alabama,Plug-In Hybrid Electric (PHEV),1800
2019,Alabama,Propane,0
2019,Alabama,Unknown,44300
2019,Alaska,Battery Electric (BEV),700
2019,Alaska,Biodiesel,0
2019,Alaska,Compressed Natural Gas (CNG),3200
2019,Alaska,Diesel,40100
2019,Alaska,Flex Fuel (E85),64000
2019,Alaska,Fuel Cell,0
2019,Alaska,Gasoline,473700
2019,Alaska,Hybrid Electric (HEV),5800
2019,Alaska,Methanol,0
2019,Alaska,Plug-In Hybrid Electric (PHEV),400
2019,Alaska,Propane,0
2019,Alaska,Unknown,14600
2019,Arizona,Battery Electric (BEV),19500
2019,Arizona,Biodiesel,0
2019,Arizona,Compressed Natural Gas (CNG),14300
2019,Arizona,Diesel,208800
2019,Arizona,Flex Fuel (E85),571500
2019,Arizona,Fuel Cell,0
2019,Arizona,Gasoline,5186900
2019,Arizona,Hybrid Electric (HEV),108100
2019,Arizona,Methanol,0
2019,Arizona,Plug-In Hybrid Electric (PHEV),9600
2019,Arizona,Propane,0
2019,Arizona,Unknown,99000
2019,Arkansas,Battery Electric (BEV),900
2019,Arkansas,Biodiesel,0
2019,Arkansas,Compressed Natural Gas (CNG),8000
2019,Arkansas,Diesel,105200
2019,Arkansas,Flex Fuel (E85),383000
2019,Arkansas,Fuel Cell,0
2019,Arkansas,Gasoline,2059000
2019,Arkansas,Hybrid Electric (HEV),21100
2019,Arkansas,Methanol,0
2019,Arkansas,Plug-In Hybrid Electric (PHEV),1000
2019,Arkansas,Propane,0
2019,Arkansas,Unknown,16700
2019,California,Battery Electric (BEV),349700
2019,California,Biodiesel,0
2019,California,Compressed Natural Gas (CNG),76200
2019,California,Diesel,785800
2019,California,Flex Fuel (E85),1698700
2019,California,Fuel Cell,12700
2019,California,Gasoline,29210100
2019,California,Hybrid Electric (HEV),1154200
2019,California,Methanol,300
2019,California,Plug-In Hybrid Electric (PHEV),247300
2019,California,Propane,0
2019,California,Unknown,136900
2019,Colorado,Battery Electric (BEV),19200
2019,Colorado,Biodiesel,0
2019,Colorado,Compressed Natural Gas (CNG),12600
2019,Colorado,Diesel,246700
2019,Colorado,Flex Fuel (E85),447700
2019,Colorado,Fuel Cell,0
2019,Colorado,Gasoline,4347900
2019,Colorado,Hybrid Electric (HEV),92400
2019,Colorado,Methanol,0
2019,Colorado,Plug-In Hybrid Electric (PHEV),9300
2019,Colorado,Propane,0
2019,Colorado,Unknown,73600
2019,Connecticut,Battery Electric (BEV),6900
2019,Connecticut,Biodiesel,0
2019,Connecticut,Compressed Natural Gas (CNG),2300
2019,Connecticut,Diesel,53100
2019,Connecticut,Flex Fuel (E85),196800
2019,Connecticut,Fuel Cell,0
2019,Connecticut,Gasoline,2632800
2019,Connecticut,Hybrid Electric (HEV),47400
2019,Connecticut,Methanol,0
2019,Connecticut,Plug-In Hybrid Electric (PHEV),5700
2019,Connecticut,Propane,0
2019,Connecticut,Unknown,27700
2019,Delaware,Battery Electric (BEV),1300
2019,Delaware,Biodiesel,0
2019,Delaware,Compressed Natural Gas (CNG),1000
2019,Delaware,Diesel,17200
2019,Delaware,Flex Fuel (E85),85500
2019,Delaware,Fuel Cell,0
2019,Delaware,Gasoline,768600
2019,Delaware,Hybrid Electric (HEV),13200
2019,Delaware,Methanol,0
2019,Delaware,Plug-In Hybrid Electric (PHEV),1300
2019,Delaware,Propane,0
2019,Delaware,Unknown,6800
2019,District of Columbia,Battery Electric (BEV),1800
2019,District of Columbia,Biodiesel,0
2019,District of Columbia,Compressed Natural Gas (CNG),200
2019,District of Columbia,Diesel,2400
2019,District of Columbia,Flex Fuel (E85),22500
2019,District of Columbia,Fuel Cell,0
2019,District of Columbia,Gasoline,286300
2019,District of Columbia,Hybrid Electric (HEV),13700
2019,District of Columbia,Methanol,0
2019,District of Columbia,Plug-In Hybrid Electric (PHEV),1300
2019,District of Columbia,Propane,0
2019,District of Columbia,Unknown,1100
2019,Florida,Battery Electric (BEV),40300
2019,Florida,Biodiesel,0
2019,Florida,Compressed Natural Gas (CNG),14200
2019,Florida,Diesel,408500
2019,Florida,Flex Fuel (E85),1486600
2019,Florida,Fuel Cell,0
2019,Florida,Gasoline,14726700
2019,Florida,Hybrid Electric (HEV),235300
2019,Florida,Methanol,0
2019,Florida,Plug-In Hybrid Electric (PHEV),20400
2019,Florida,Propane,0
2019,Florida,Unknown,139200
2019,Georgia,Battery Electric (BEV),19000
2019,Georgia,Biodiesel,0
2019,Georgia,Compressed Natural Gas (CNG),22000
2019,Georgia,Diesel,237500
2019,Georgia,Flex Fuel (E85),890400
2019,Georgia,Fuel Cell,0
2019,Georgia,Gasoline,7552700
2019,Georgia,Hybrid Electric (HEV),101800
2019,Georgia,Methanol,0
2019,Georgia,Plug-In Hybrid Electric (PHEV),8400
2019,Georgia,Propane,0
2019,Georgia,Unknown,101800
2019,Hawaii,Battery Electric (BEV),8800
2019,Hawaii,Biodiesel,0
2019,Hawaii,Compressed Natural Gas (CNG),1000
2019,Hawaii,Diesel,17900
2019,Hawaii,Flex Fuel (E85),55600
2019,Hawaii,Fuel Cell,0
2019,Hawaii,Gasoline,970900
2019,Hawaii,Hybrid Electric (HEV),25800
2019,Hawaii,Methanol,0
2019,Hawaii,Plug-In Hybrid Electric (PHEV),2900
2019,Hawaii,Propane,0
2019,Hawaii,Unknown,6800
2019,Idaho,Battery Electric (BEV),1600
2019,Idaho,Biodiesel,0
2019,Idaho,Compressed Natural Gas (CNG),10500
2019,Idaho,Diesel,147200
2019,Idaho,Flex Fuel (E85),148600
2019,Idaho,Fuel Cell,0
2019,Idaho,Gasoline,1453500
2019,Idaho,Hybrid Electric (HEV),21900
2019,Idaho,Methanol,0
2019,Idaho,Plug-In Hybrid Electric (PHEV),1500
2019,Idaho,Propane,0
2019,Idaho,Unknown,25500
2019,Illinois,Battery Electric (BEV),19300
2019,Illinois,Biodiesel,0
2019,Illinois,Compressed Natural Gas (CNG),13400
2019,Illinois,Diesel,209000
2019,Illinois,Flex Fuel (E85),1153600
2019,Illinois,Fuel Cell,0
2019,Illinois,Gasoline,8665900
2019,Illinois,Hybrid Electric (HEV),177300
2019,Illinois,Methanol,0
2019,Illinois,Plug-In Hybrid Electric (PHEV),11600
2019,Illinois,Propane,0
2019,Illinois,Unknown,98000
2019,Indiana,Battery Electric (BEV),5100
2019,Indiana,Biodiesel,0
2019,Indiana,Compressed Natural Gas (CNG),14500
2019,Indiana,Diesel,175900
2019,Indiana,Flex Fuel (E85),745100
2019,Indiana,Fuel Cell,0
2019,Indiana,Gasoline,4887900
2019,Indiana,Hybrid Electric (HEV),68900
2019,Indiana,Methanol,0
2019,Indiana,Plug-In Hybrid Electric (PHEV),4700
2019,Indiana,Propane,0
2019,Indiana,Unknown,70700
2019,Iowa,Battery Electric (BEV),1600
2019,Iowa,Biodiesel,0
2019,Iowa,Compressed Natural Gas (CNG),10200
2019,Iowa,Diesel,120300
2019,Iowa,Flex Fuel (E85),448900
2019,Iowa,Fuel Cell,0
2019,Iowa,Gasoline,2397900
2019,Iowa,Hybrid Electric (HEV),33100
2019,Iowa,Methanol,0
2019,Iowa,Plug-In Hybrid Electric (PHEV),2400
2019,Iowa,Propane,0
2019,Iowa,Unknown,71000
2019,Kansas,Battery Electric (BEV),2300
2019,Kansas,Biodiesel,0
2019,Kansas,Compressed Natural Gas (CNG),11300
2019,Kansas,Diesel,98800
2019,Kansas,Flex Fuel (E85),313500
2019,Kansas,Fuel Cell,0
2019,Kansas,Gasoline,2094100
2019,Kansas,Hybrid Electric (HEV),31700
2019,Kansas,Methanol,0
2019,Kansas,Plug-In Hybrid Electric (PHEV),2100
2019,Kansas,Propane,0
2019,Kansas,Unknown,29500
2019,Kentucky,Battery Electric (BEV),1900
2019,Kentucky,Biodiesel,0
2019,Kentucky,Compressed Natural Gas (CNG),12000
2019,Kentucky,Diesel,129100
2019,Kentucky,Flex Fuel (E85),442000
2019,Kentucky,Fuel Cell,0
2019,Kentucky,Gasoline,3309900
2019,Kentucky,Hybrid Electric (HEV),38000
2019,Kentucky,Methanol,0
2019,Kentucky,Plug-In Hybrid Electric (PHEV),1800
2019,Kentucky,Propane,0
2019,Kentucky,Unknown,38900
2019,Louisiana,Battery Electric (BEV),1400
2019,Louisiana,Biodiesel,0
2019,Louisiana,Compressed Natural Gas (CNG),8500
2019,Louisiana,Diesel,162300
2019,Louisiana,Flex Fuel (E85),554400
2019,Louisiana,Fuel Cell,0
2019,Louisiana,Gasoline,3030400
2019,Louisiana,Hybrid Electric (HEV),19800
2019,Louisiana,Methanol,0
2019,Louisiana,Plug-In Hybrid Electric (PHEV),1000
2019,Louisiana,Propane,0
2019,Louisiana,Unknown,30800
2019,Maine,Battery Electric (BEV),1300
2019,Maine,Biodiesel,0
2019,Maine,Compressed Natural Gas (CNG),1300
2019,Maine,Diesel,32500
2019,Maine,Flex Fuel (E85),141300
2019,Maine,Fuel Cell,0
2019,Maine,Gasoline,1002000
2019,Maine,Hybrid Electric (HEV),20600
2019,Maine,Methanol,0
2019,Maine,Plug-In Hybrid Electric (PHEV),2200
2019,Maine,Propane,0
2019,Maine,Unknown,11200
2019,Maryland,Battery Electric (BEV),13200
2019,Maryland,Biodiesel,0
2019,Maryland,Compressed Natural Gas (CNG),4400
2019,Maryland,Diesel,107000
2019,Maryland,Flex Fuel (E85),400600
2019,Maryland,Fuel Cell,0
2019,Maryland,Gasoline,4068900
2019,Maryland,Hybrid Electric (HEV),100700
2019,Maryland,Methanol,0
2019,Maryland,Plug-In Hybrid Electric (PHEV),10000
2019,Maryland,Propane,0
2019,Maryland,Unknown,39400
2019,Massachusetts,Battery Electric (BEV),14100
2019,Massachusetts,Biodiesel,0
2019,Massachusetts,Compressed Natural Gas (CNG),2300
2019,Massachusetts,Diesel,72600
2019,Massachusetts,Flex Fuel (E85),400100
2019,Massachusetts,Fuel Cell,0
2019,Massachusetts,Gasoline,4613000
2019,Massachusetts,Hybrid Electric (HEV),112400
2019,Massachusetts,Methanol,0
2019,Massachusetts,Plug-In Hybrid Electric (PHEV),12900
2019,Massachusetts,Propane,0
2019,Massachusetts,Unknown,36800
2019,Michigan,Battery Electric (BEV),6600
2019,Michigan,Biodiesel,0
2019,Michigan,Compressed Natural Gas (CNG),13100
2019,Michigan,Diesel,224900
2019,Michigan,Flex Fuel (E85),1353800
2019,Michigan,Fuel Cell,0
2019,Michigan,Gasoline,6786400
2019,Michigan,Hybrid Electric (HEV),86500
