age_bin,powertrain,vehicle_type,quantile,rr
64.5,Conventional,Car,25,0.5223345984097697
64.5,Conventional,Car,50,0.6443891950075171
64.5,Conventional,Car,75,0.7813255218353224
67.5,Conventional,Car,25,0.47966236152703096
67.5,Conventional,Car,50,0.597433587247481
67.5,Conventional,Car,75,0.7398493059574067
70.5,Conventional,Car,25,0.4831375273389961
70.5,Conventional,Car,50,0.6074157862060742
70.5,Conventional,Car,75,0.7529569887697571
73.5,Conventional,Car,25,0.4837474803128028
73.5,Conventional,Car,50,0.6069880335020439
73.5,Conventional,Car,75,0.7482436004526899
76.5,Conventional,Car,25,0.47052227836273774
76.5,Conventional,Car,50,0.5878976289312673
76.5,Conventional,Car,75,0.7238372472973338
79.5,Conventional,Car,25,0.431034417077803
79.5,Conventional,Car,50,0.5434292233171627
79.5,Conventional,Car,75,0.6837925498048469
82.5,Conventional,Car,25,0.4371673802863101
82.5,Conventional,Car,50,0.5559741616873334
82.5,Conventional,Car,75,0.6979812002152889
85.5,Conventional,Car,25,0.4386665317569433
85.5,Conventional,Car,50,0.5547675612032057
85.5,Conventional,Car,75,0.6916773972159913
88.5,Conventional,Car,25,0.4244719791752715
88.5,Conventional,Car,50,0.5385951308637498
88.5,Conventional,Car,75,0.6709129147174904
91.5,Conventional,Car,25,0.3922510307661712
91.5,Conventional,Car,50,0.501407483215879
91.5,Conventional,Car,75,0.6333943552383894
94.5,Conventional,Car,25,0.3972902445866482
94.5,Conventional,Car,50,0.5127506562744355
94.5,Conventional,Car,75,0.6459893012640829
97.5,Conventional,Car,25,0.3979192599787601
97.5,Conventional,Car,50,0.5104781298262557
97.5,Conventional,Car,75,0.6430465751189046
100.5,Conventional,Car,25,0.38361968669099816
100.5,Conventional,Car,50,0.49461817036196326
100.5,Conventional,Car,75,0.6229126591280192
103.5,Conventional,Car,25,0.35776603038276894
103.5,Conventional,Car,50,0.46365346650324746
103.5,Conventional,Car,75,0.5900003130327965
106.5,Conventional,Car,25,0.3624294799329568
106.5,Conventional,Car,50,0.47433761119071405
106.5,Conventional,Car,75,0.6061604613110523
109.5,Conventional,Car,25,0.36123950112240594
109.5,Conventional,Car,50,0.47210016365120466
109.5,Conventional,Car,75,0.5999132000086812
112.5,Conventional,Car,25,0.34967328751821114
112.5,Conventional,Car,50,0.45937620962889886
112.5,Conventional,Car,75,0.5856668005321543
115.5,Conventional,Car,25,0.32678868052619575
115.5,Conventional,Car,50,0.42876248295223296
115.5,Conventional,Car,75,0.5525348912488862
118.5,Conventional,Car,25,0.3308240407749841
118.5,Conventional,Car,50,0.4366060548859405
118.5,Conventional,Car,75,0.5656329338075929
121.5,Conventional,Car,25,0.3298437462232515
121.5,Conventional,Car,50,0.433977612218454
121.5,Conventional,Car,75,0.5628658409470177
124.5,Conventional,Car,25,0.31949749396821425
124.5,Conventional,Car,50,0.4214495574299009
124.5,Conventional,Car,75,0.5466328781172692
127.5,Conventional,Car,25,0.2955485689332599
127.5,Conventional,Car,50,0.3926329267807002
127.5,Conventional,Car,75,0.5159113694826196
130.5,Conventional,Car,25,0.30020396138023603
130.5,Conventional,Car,50,0.3997393687962665
130.5,Conventional,Car,75,0.5250332945373285
133.5,Conventional,Car,25,0.297984764160155
133.5,Conventional,Car,50,0.39757430311841246
133.5,Conventional,Car,75,0.5217492750357062
136.5,Conventional,Car,25,0.28815035225886537
136.5,Conventional,Car,50,0.3860948105788806
136.5,Conventional,Car,75,0.5073292706876689
139.5,Conventional,Car,25,0.2659950510972648
139.5,Conventional,Car,50,0.35700494774733266
139.5,Conventional,Car,75,0.4729110312028089
142.5,Conventional,Car,25,0.27079312805987954
142.5,Conventional,Car,50,0.36313799412926573
142.5,Conventional,Car,75,0.4806581882164563
145.5,Conventional,Car,25,0.2682931925249957
145.5,Conventional,Car,50,0.36100783334555947
145.5,Conventional,Car,75,0.47925680521260505
148.5,Conventional,Car,25,0.2574202246075271
148.5,Conventional,Car,50,0.3483160238858198
148.5,Conventional,Car,75,0.4626200441775259
151.5,Conventional,Car,25,0.23932149959947
151.5,Conventional,Car,50,0.322786767513082
151.5,Conventional,Car,75,0.4329992894081166
154.5,Conventional,Car,25,0.24371120158736154
154.5,Conventional,Car,50,0.3309645724250432
154.5,Conventional,Car,75,0.4442307397691176
157.5,Conventional,Car,25,0.2417091134750496
157.5,Conventional,Car,50,0.32843416121200414
157.5,Conventional,Car,75,0.4409166053220794
160.5,Conventional,Car,25,0.23305952384186768
160.5,Conventional,Car,50,0.3175322173266338
160.5,Conventional,Car,75,0.42251015651433815
163.5,Conventional,Car,25,0.21840228696999994
163.5,Conventional,Car,50,0.2961988593364512
163.5,Conventional,Car,75,0.3978499857648771
166.5,Conventional,Car,25,0.2240062554767648
166.5,Conventional,Car,50,0.30661069069882774
166.5,Conventional,Car,75,0.4116176412922883
169.5,Conventional,Car,25,0.223336608778947
169.5,Conventional,Car,50,0.3055306544300731
169.5,Conventional,Car,75,0.41198056655933674
172.5,Conventional,Car,25,0.21802070484173772
172.5,Conventional,Car,50,0.29899791869525877
172.5,Conventional,Car,75,0.4027355943527133
175.5,Conventional,Car,25,0.2038062047538893
175.5,Conventional,Car,50,0.2827280597026598
175.5,Conventional,Car,75,0.38176288383072116
178.5,Conventional,Car,25,0.21250067398701608
178.5,Conventional,Car,50,0.29490839255132856
178.5,Conventional,Car,75,0.3965546895704072
181.5,Conventional,Car,25,0.20788262008885539
181.5,Conventional,Car,50,0.29133861360354746
181.5,Conventional,Car,75,0.38824510513814176
13.5,Conventional,Minivan,25,0.8380885459703796
13.5,Conventional,Minivan,50,0.9551193973177293
13.5,Conventional,Minivan,75,1.0827305753073213
16.5,Conventional,Minivan,25,0.7917163409645509
16.5,Conventional,Minivan,50,0.9036243463071157
16.5,Conventional,Minivan,75,1.016633873617884
19.5,Conventional,Minivan,25,0.7036024290628285
19.5,Conventional,Minivan,50,0.8141412294343605
19.5,Conventional,Minivan,75,0.9489454098163186
22.5,Conventional,Minivan,25,0.6904377692026266
22.5,Conventional,Minivan,50,0.7923648788144754
22.5,Conventional,Minivan,75,0.9296941490583919
25.5,Conventional,Minivan,25,0.6965832126589765
25.5,Conventional,Minivan,50,0.8211159943901447
25.5,Conventional,Minivan,75,0.9488233123411975
28.5,Conventional,Minivan,25,0.6851127894352231
28.5,Conventional,Minivan,50,0.8052503774633438
28.5,Conventional,Minivan,75,0.9268132555293344
31.5,Conventional,Minivan,25,0.6582750414680252
31.5,Conventional,Minivan,50,0.7789404061248087
31.5,Conventional,Minivan,75,0.9059370669003323
34.5,Conventional,Minivan,25,0.6750316693767832
34.5,Conventional,Minivan,50,0.792924818080328
34.5,Conventional,Minivan,75,0.9126739371539441
37.5,Conventional,Minivan,25,0.6613145829617817
37.5,Conventional,Minivan,50,0.7843357691973144
37.5,Conventional,Minivan,75,0.9162492977162717
40.5,Conventional,Minivan,25,0.6317475811711362
40.5,Conventional,Minivan,50,0.7564036299368008
40.5,Conventional,Minivan,75,0.8995119235669102
43.5,Conventional,Minivan,25,0.6395456492737392
43.5,Conventional,Minivan,50,0.7477605426895177
43.5,Conventional,Minivan,75,0.9075185464939317
46.5,Conventional,Minivan,25,0.6607073306254906
46.5,Conventional,Minivan,50,0.7735009493033401
46.5,Conventional,Minivan,75,0.9263677266530759
49.5,Conventional,Minivan,25,0.6609289782656457
49.5,Conventional,Minivan,50,0.7933713135249345
49.5,Conventional,Minivan,75,0.9458751287405633
52.5,Conventional,Minivan,25,0.6360264563965853
52.5,Conventional,Minivan,50,0.7673718905710757
52.5,Conventional,Minivan,75,0.919870268209456
55.5,Conventional,Minivan,25,0.6032241429637035
55.5,Conventional,Minivan,50,0.744142275321233
55.5,Conventional,Minivan,75,0.894515454250554
58.5,Conventional,Minivan,25,0.6060571659207871
58.5,Conventional,Minivan,50,0.745674251142069
58.5,Conventional,Minivan,75,0.8961565077132724
61.5,Conventional,Minivan,25,0.6032145310161755
61.5,Conventional,Minivan,50,0.7383395593862428
61.5,Conventional,Minivan,75,0.8845280885950328
64.5,Conventional,Minivan,25,0.5806285629126089
64.5,Conventional,Minivan,50,0.7063701808164523
64.5,Conventional,Minivan,75,0.8442266814290603
67.5,Conventional,Minivan,25,0.5460711968710534
67.5,Conventional,Minivan,50,0.6710003860584882
67.5,Conventional,Minivan,75,0.8013682396831897
70.5,Conventional,Minivan,25,0.5504475344460854
70.5,Conventional,Minivan,50,0.6735916596540992
70.5,Conventional,Minivan,75,0.8055983996374696
73.5,Conventional,Minivan,25,0.5421360918774898
73.5,Conventional,Minivan,50,0.6647835654779635
73.5,Conventional,Minivan,75,0.7943068680318404
76.5,Conventional,Minivan,25,0.5177435349931014
76.5,Conventional,Minivan,50,0.6336152246048633
76.5,Conventional,Minivan,75,0.7596061772419568
79.5,Conventional,Minivan,25,0.4671049804895737
79.5,Conventional,Minivan,50,0.5737527748918603
79.5,Conventional,Minivan,75,0.7082041009105089
82.5,Conventional,Minivan,25,0.4653360015663311
82.5,Conventional,Minivan,50,0.5741273811800601
82.5,Conventional,Minivan,75,0.7149300241161269
85.5,Conventional,Minivan,25,0.45581734588967393
85.5,Conventional,Minivan,50,0.5648108075815665
85.5,Conventional,Minivan,75,0.7069067756504155
88.5,Conventional,Minivan,25,0.4366638751083502
88.5,Conventional,Minivan,50,0.54212149485738
88.5,Conventional,Minivan,75,0.6791879972256339
91.5,Conventional,Minivan,25,0.4046172189428764
91.5,Conventional,Minivan,50,0.4968911597257705
91.5,Conventional,Minivan,75,0.6410588775450597
94.5,Conventional,Minivan,25,0.4044714805239643
94.5,Conventional,Minivan,50,0.50387561045435
94.5,Conventional,Minivan,75,0.6518636937792177
97.5,Conventional,Minivan,25,0.3939180511620263
97.5,Conventional,Minivan,50,0.4862928770261953
97.5,Conventional,Minivan,75,0.6361218335902689
100.5,Conventional,Minivan,25,0.3793238957583218
100.5,Conventional,Minivan,50,0.46830588134690215
100.5,Conventional,Minivan,75,0.6052335605420847
103.5,Conventional,Minivan,25,0.3338137849570722
103.5,Conventional,Minivan,50,0.4240003530496168
103.5,Conventional,Minivan,75,0.5510959543251894
106.5,Conventional,Minivan,25,0.33571390326789846
106.5,Conventional,Minivan,50,0.4292273133261485
106.5,Conventional,Minivan,75,0.5539850989715236
109.5,Conventional,Minivan,25,0.32667861206677623
109.5,Conventional,Minivan,50,0.4193423561936437
109.5,Conventional,Minivan,75,0.5462760849899896
112.5,Conventional,Minivan,25,0.3175811742438029
112.5,Conventional,Minivan,50,0.4096770647370551
112.5,Conventional,Minivan,75,0.5251761422246036
115.5,Conventional,Minivan,25,0.2935690979583907
115.5,Conventional,Minivan,50,0.3747962407086105
115.5,Conventional,Minivan,75,0.48768234474493183
118.5,Conventional,Minivan,25,0.29603104764277277
118.5,Conventional,Minivan,50,0.38214212202252085
118.5,Conventional,Minivan,75,0.4909202003775273
121.5,Conventional,Minivan,25,0.2896082237641485
121.5,Conventional,Minivan,50,0.37708859508187464
121.5,Conventional,Minivan,75,0.4924282653152742
124.5,Conventional,Minivan,25,0.2799357512437095
124.5,Conventional,Minivan,50,0.36831456309921906
124.5,Conventional,Minivan,75,0.4758496809662032
127.5,Conventional,Minivan,25,0.2521305613688114
127.5,Conventional,Minivan,50,0.32681779938468075
127.5,Conventional,Minivan,75,0.4221234561584137
130.5,Conventional,Minivan,25,0.2557930636717507
130.5,Conventional,Minivan,50,0.33444797897525724
130.5,Conventional,Minivan,75,0.43065497510028794
133.5,Conventional,Minivan,25,0.24649825514450524
133.5,Conventional,Minivan,50,0.32559279845698597
133.5,Conventional,Minivan,75,0.42551329938734883
136.5,Conventional,Minivan,25,0.23793284300799852
136.5,Conventional,Minivan,50,0.3194788111272997
136.5,Conventional,Minivan,75,0.418551168386241
139.5,Conventional,Minivan,25,0.21334903382061665
139.5,Conventional,Minivan,50,0.27983899845758986
139.5,Conventional,Minivan,75,0.3763147287339698
142.5,Conventional,Minivan,25,0.22094725334114856
142.5,Conventional,Minivan,50,0.290083487702785
142.5,Conventional,Minivan,75,0.37947676269539315
145.5,Conventional,Minivan,25,0.21536059917861705
145.5,Conventional,Minivan,50,0.2843780956766779
145.5,Conventional,Minivan,75,0.3760882522588323
148.5,Conventional,Minivan,25,0.20605411600737428
148.5,Conventional,Minivan,50,0.27124733499383624
148.5,Conventional,Minivan,75,0.3582035980795587
151.5,Conventional,Minivan,25,0.18799678268408565
151.5,Conventional,Minivan,50,0.24716160776860782
151.5,Conventional,Minivan,75,0.328807170588631
154.5,Conventional,Minivan,25,0.19471366822231365
154.5,Conventional,Minivan,50,0.25512831186332185
154.5,Conventional,Minivan,75,0.336047310292316
157.5,Conventional,Minivan,25,0.18628676456244778
157.5,Conventional,Minivan,50,0.2457849163671286
157.5,Conventional,Minivan,75,0.3234598125391758
160.5,Conventional,Minivan,25,0.1798321519052719
160.5,Conventional,Minivan,50,0.23879888414644554
160.5,Conventional,Minivan,75,0.3139142227105013
163.5,Conventional,Minivan,25,0.1648450826127662
163.5,Conventional,Minivan,50,0.21653401468154276
163.5,Conventional,Minivan,75,0.2872744736426648
166.5,Conventional,Minivan,25,0.17106323552477193
166.5,Conventional,Minivan,50,0.22653918546268664
166.5,Conventional,Minivan,75,0.2985969730001749
169.5,Conventional,Minivan,25,0.16670950241216653
169.5,Conventional,Minivan,50,0.22125150847103925
169.5,Conventional,Minivan,75,0.29378107428613015
172.5,Conventional,Minivan,25,0.1603602561584787
172.5,Conventional,Minivan,50,0.21450790522845625
172.5,Conventional,Minivan,75,0.28610919550054664
175.5,Conventional,Minivan,25,0.14953191438192875
175.5,Conventional,Minivan,50,0.20019761935600577
175.5,Conventional,Minivan,75,0.2638261579805881
178.5,Conventional,Minivan,25,0.15859115795896989
178.5,Conventional,Minivan,50,0.20966425298480393
178.5,Conventional,Minivan,75,0.27739310858323396
181.5,Conventional,Minivan,25,0.12954790107841965
181.5,Conventional,Minivan,50,0.17342053155328413
181.5,Conventional,Minivan,75,0.25212964046191416
13.5,Conventional,Pickup,25,0.8533880583049505
13.5,Conventional,Pickup,50,1.01319834310124
13.5,Conventional,Pickup,75,1.1778086142518742
16.5,Conventional,Pickup,25,0.8374055720402366
16.5,Conventional,Pickup,50,0.992208346736283
16.5,Conventional,Pickup,75,1.149182883013996
19.5,Conventional,Pickup,25,0.8002654301306802
19.5,Conventional,Pickup,50,0.9511552157630602
19.5,Conventional,Pickup,75,1.108679867713564
22.5,Conventional,Pickup,25,0.7951266354126318
22.5,Conventional,Pickup,50,0.9535309453573848
22.5,Conventional,Pickup,75,1.1184878602662744
25.5,Conventional,Pickup,25,0.8159757871960621
25.5,Conventional,Pickup,50,0.9683248023993772
25.5,Conventional,Pickup,75,1.1211757698835003
28.5,Conventional,Pickup,25,0.7882539161889177
28.5,Conventional,Pickup,50,0.9357125077175396
28.5,Conventional,Pickup,75,1.0832602522707173
31.5,Conventional,Pickup,25,0.7603901736164635
31.5,Conventional,Pickup,50,0.9028557960290223
31.5,Conventional,Pickup,75,1.0517085896066676
34.5,Conventional,Pickup,25,0.7550445627259976
34.5,Conventional,Pickup,50,0.9112974395883995
34.5,Conventional,Pickup,75,1.0665846510483998
37.5,Conventional,Pickup,25,0.7745558513865639
37.5,Conventional,Pickup,50,0.9195507270847554
37.5,Conventional,Pickup,75,1.0646477930816438
40.5,Conventional,Pickup,25,0.7433189858575888
40.5,Conventional,Pickup,50,0.8786975552983146
40.5,Conventional,Pickup,75,1.0201281107499363
43.5,Conventional,Pickup,25,0.7102476573961747
43.5,Conventional,Pickup,50,0.8468225133431173
43.5,Conventional,Pickup,75,0.9895053769556799
46.5,Conventional,Pickup,25,0.7112680890987839
46.5,Conventional,Pickup,50,0.8576502933981592
46.5,Conventional,Pickup,75,1.000997999684801
49.5,Conventional,Pickup,25,0.7277749233794613
49.5,Conventional,Pickup,50,0.8603382370507798
49.5,Conventional,Pickup,75,0.9952473485738327
52.5,Conventional,Pickup,25,0.7005163572626242
52.5,Conventional,Pickup,50,0.8256190432617613
52.5,Conventional,Pickup,75,0.9558213483862653
55.5,Conventional,Pickup,25,0.670058136649368
55.5,Conventional,Pickup,50,0.7989501083157962
55.5,Conventional,Pickup,75,0.9272505318693248
58.5,Conventional,Pickup,25,0.6722980659883636
58.5,Conventional,Pickup,50,0.8050080482502477
58.5,Conventional,Pickup,75,0.938643522795628
61.5,Conventional,Pickup,25,0.6880060347181582
61.5,Conventional,Pickup,50,0.8092398675389599
61.5,Conventional,Pickup,75,0.9375223587571829
64.5,Conventional,Pickup,25,0.6607937179376265
64.5,Conventional,Pickup,50,0.7773631223040671
64.5,Conventional,Pickup,75,0.9018762751445103
67.5,Conventional,Pickup,25,0.6237380262548624
67.5,Conventional,Pickup,50,0.7412199126107096
67.5,Conventional,Pickup,75,0.8660468028206924
70.5,Conventional,Pickup,25,0.6204920757218471
70.5,Conventional,Pickup,50,0.7407747510159673
70.5,Conventional,Pickup,75,0.8670805565978132
73.5,Conventional,Pickup,25,0.6305809494196727
73.5,Conventional,Pickup,50,0.743171740071576
73.5,Conventional,Pickup,75,0.8669003395231489
76.5,Conventional,Pickup,25,0.6100261692266674
76.5,Conventional,Pickup,50,0.7183774732852348
76.5,Conventional,Pickup,75,0.8395967325218636
79.5,Conventional,Pickup,25,0.5734192213927283
79.5,Conventional,Pickup,50,0.6817856480602409
79.5,Conventional,Pickup,75,0.8085307126326409
82.5,Conventional,Pickup,25,0.576785687063377
82.5,Conventional,Pickup,50,0.6877920491682499
82.5,Conventional,Pickup,75,0.8135752925247802
85.5,Conventional,Pickup,25,0.576489290126431
85.5,Conventional,Pickup,50,0.6826273018807248
85.5,Conventional,Pickup,75,0.8107616771998412
88.5,Conventional,Pickup,25,0.5566473955234869
88.5,Conventional,Pickup,50,0.6584573428741985
88.5,Conventional,Pickup,75,0.7822434520982561
91.5,Conventional,Pickup,25,0.5313586781341729
91.5,Conventional,Pickup,50,0.6389112506689086
91.5,Conventional,Pickup,75,0.7681786736660189
94.5,Conventional,Pickup,25,0.5287048376538936
94.5,Conventional,Pickup,50,0.639140318885573
94.5,Conventional,Pickup,75,0.7674586685662149
97.5,Conventional,Pickup,25,0.5281313463185815
97.5,Conventional,Pickup,50,0.6324673143898175
97.5,Conventional,Pickup,75,0.759476097868504
100.5,Conventional,Pickup,25,0.5096682183630785
100.5,Conventional,Pickup,50,0.610105328041972
100.5,Conventional,Pickup,75,0.7326006005694871
103.5,Conventional,Pickup,25,0.48745366293348225
103.5,Conventional,Pickup,50,0.5888066866027993
103.5,Conventional,Pickup,75,0.7124803710342367
106.5,Conventional,Pickup,25,0.4856578220424828
106.5,Conventional,Pickup,50,0.5884539828062579
106.5,Conventional,Pickup,75,0.7156518897092522
109.5,Conventional,Pickup,25,0.4796680313920717
109.5,Conventional,Pickup,50,0.5817219388822609
109.5,Conventional,Pickup,75,0.7116108746353675
112.5,Conventional,Pickup,25,0.46137747691419506
112.5,Conventional,Pickup,50,0.5614219907752139
112.5,Conventional,Pickup,75,0.6877056270142586
115.5,Conventional,Pickup,25,0.4441264837901473
115.5,Conventional,Pickup,50,0.5439582160964851
115.5,Conventional,Pickup,75,0.6700483687042313
118.5,Conventional,Pickup,25,0.4398295889914794
118.5,Conventional,Pickup,50,0.5397318024118172
118.5,Conventional,Pickup,75,0.6736470456330222
121.5,Conventional,Pickup,25,0.43272879784147966
121.5,Conventional,Pickup,50,0.5343508224476031
121.5,Conventional,Pickup,75,0.6725827993484188
124.5,Conventional,Pickup,25,0.41725418274106874
124.5,Conventional,Pickup,50,0.5174889229743151
124.5,Conventional,Pickup,75,0.6582873371775206
127.5,Conventional,Pickup,25,0.39914798276465474
127.5,Conventional,Pickup,50,0.49901127613862506
127.5,Conventional,Pickup,75,0.6419927990215512
130.5,Conventional,Pickup,25,0.3959745206468746
130.5,Conventional,Pickup,50,0.49708251124692204
130.5,Conventional,Pickup,75,0.6465857856579983
133.5,Conventional,Pickup,25,0.3900841288766768
133.5,Conventional,Pickup,50,0.4914282294547013
133.5,Conventional,Pickup,75,0.6475106188685076
136.5,Conventional,Pickup,25,0.3776377363191245
136.5,Conventional,Pickup,50,0.4786976915642624
136.5,Conventional,Pickup,75,0.6256344692193483
139.5,Conventional,Pickup,25,0.3691634914929077
139.5,Conventional,Pickup,50,0.4713441961882685
139.5,Conventional,Pickup,75,0.6113277602248062
142.5,Conventional,Pickup,25,0.3682577729410184
142.5,Conventional,Pickup,50,0.47030919229606993
142.5,Conventional,Pickup,75,0.6143707051745398
145.5,Conventional,Pickup,25,0.36329338373743175
145.5,Conventional,Pickup,50,0.4706158221075362
145.5,Conventional,Pickup,75,0.6194751232965869
148.5,Conventional,Pickup,25,0.351334023987548
148.5,Conventional,Pickup,50,0.45632603569053326
148.5,Conventional,Pickup,75,0.6024610416019399
151.5,Conventional,Pickup,25,0.3422137747043923
151.5,Conventional,Pickup,50,0.4430864848843532
151.5,Conventional,Pickup,75,0.5740369616090559
154.5,Conventional,Pickup,25,0.3369470014477037
154.5,Conventional,Pickup,50,0.4394227401733712
154.5,Conventional,Pickup,75,0.5719298005849592
157.5,Conventional,Pickup,25,0.33871033451722937
157.5,Conventional,Pickup,50,0.443288100432891
157.5,Conventional,Pickup,75,0.5795327200907759
160.5,Conventional,Pickup,25,0.328734356697968
160.5,Conventional,Pickup,50,0.42997658747649203
160.5,Conventional,Pickup,75,0.5631288293133728
163.5,Conventional,Pickup,25,0.31558593276567026
163.5,Conventional,Pickup,50,0.40977872020825384
163.5,Conventional,Pickup,75,0.5284675542143178
166.5,Conventional,Pickup,25,0.3180025844806139
166.5,Conventional,Pickup,50,0.41437768626890314
166.5,Conventional,Pickup,75,0.5372614218299812
169.5,Conventional,Pickup,25,0.31609532526850864
169.5,Conventional,Pickup,50,0.41421571563020393
169.5,Conventional,Pickup,75,0.5422646070978894
172.5,Conventional,Pickup,25,0.3080126370637991
172.5,Conventional,Pickup,50,0.4068272128266227
172.5,Conventional,Pickup,75,0.5305263151867284
175.5,Conventional,Pickup,25,0.29246186606592633
175.5,Conventional,Pickup,50,0.3821621462048304
175.5,Conventional,Pickup,75,0.49997862548598077
178.5,Conventional,Pickup,25,0.2917744383800244
178.5,Conventional,Pickup,50,0.3843610707965345
178.5,Conventional,Pickup,75,0.5069672440838815
181.5,Conventional,Pickup,25,0.3022662390500009
181.5,Conventional,Pickup,50,0.39218228240701114
181.5,Conventional,Pickup,75,0.4886420468197824
13.5,Conventional,SUV,25,0.8253469896085767
13.5,Conventional,SUV,50,1.0034520947666168
13.5,Conventional,SUV,75,1.2157093924813418
16.5,Conventional,SUV,25,0.7839104576333723
16.5,Conventional,SUV,50,0.9507632825418768
16.5,Conventional,SUV,75,1.156396725894402
19.5,Conventional,SUV,25,0.7471970390037372
19.5,Conventional,SUV,50,0.905013127765064
19.5,Conventional,SUV,75,1.1111833208471509
22.5,Conventional,SUV,25,0.7411837267122874
22.5,Conventional,SUV,50,0.9048262804341274
22.5,Conventional,SUV,75,1.1084895762253089
25.5,Conventional,SUV,25,0.7371908908771247
25.5,Conventional,SUV,50,0.8928692267880896
25.5,Conventional,SUV,75,1.078942913605792
28.5,Conventional,SUV,25,0.7092015236631343
28.5,Conventional,SUV,50,0.85866916330582
28.5,Conventional,SUV,75,1.0274514348515855
31.5,Conventional,SUV,25,0.6975389347599256
31.5,Conventional,SUV,50,0.840300526150001
31.5,Conventional,SUV,75,0.998893288049963
34.5,Conventional,SUV,25,0.71540172048517
34.5,Conventional,SUV,50,0.8451177494046901
34.5,Conventional,SUV,75,1.0019103539437677
37.5,Conventional,SUV,25,0.7022933599826455
37.5,Conventional,SUV,50,0.8302477681841125
37.5,Conventional,SUV,75,0.9825659928304566
40.5,Conventional,SUV,25,0.6656580224240781
40.5,Conventional,SUV,50,0.7936665376092052
40.5,Conventional,SUV,75,0.9409379041025016
43.5,Conventional,SUV,25,0.6344351932937154
43.5,Conventional,SUV,50,0.7573337796210476
43.5,Conventional,SUV,75,0.9036766949465272
46.5,Conventional,SUV,25,0.6284683879388537
46.5,Conventional,SUV,50,0.7551111543584819
46.5,Conventional,SUV,75,0.9019780036434639
49.5,Conventional,SUV,25,0.6233348396884215
49.5,Conventional,SUV,50,0.7423003172509417
49.5,Conventional,SUV,75,0.8911189487866201
52.5,Conventional,SUV,25,0.6009589446689416
52.5,Conventional,SUV,50,0.718657058937186
52.5,Conventional,SUV,75,0.8637848425208613
55.5,Conventional,SUV,25,0.5766179106796366
55.5,Conventional,SUV,50,0.6983380245967535
55.5,Conventional,SUV,75,0.8625387015897796
58.5,Conventional,SUV,25,0.581518767651545
58.5,Conventional,SUV,50,0.7123650061315785
58.5,Conventional,SUV,75,0.8952806901999608
61.5,Conventional,SUV,25,0.5737836958492153
61.5,Conventional,SUV,50,0.6999819577870176
61.5,Conventional,SUV,75,0.8849973191774169
64.5,Conventional,SUV,25,0.550649591651478
64.5,Conventional,SUV,50,0.6719458975463223
64.5,Conventional,SUV,75,0.8474858507856851
67.5,Conventional,SUV,25,0.5334353835110293
67.5,Conventional,SUV,50,0.663646516276139
67.5,Conventional,SUV,75,0.8410812705300397
70.5,Conventional,SUV,25,0.5346672091785467
70.5,Conventional,SUV,50,0.6653338430578762
70.5,Conventional,SUV,75,0.8578199121009563
73.5,Conventional,SUV,25,0.5160258715921837
73.5,Conventional,SUV,50,0.6407948442356831
73.5,Conventional,SUV,75,0.8405835676706003
76.5,Conventional,SUV,25,0.4904145622993241
76.5,Conventional,SUV,50,0.610830013396856
76.5,Conventional,SUV,75,0.803755504122659
79.5,Conventional,SUV,25,0.47543910698261654
79.5,Conventional,SUV,50,0.6084985905500492
79.5,Conventional,SUV,75,0.8016015365147001
82.5,Conventional,SUV,25,0.47595825560488436
82.5,Conventional,SUV,50,0.617271445319806
82.5,Conventional,SUV,75,0.8180725506014154
85.5,Conventional,SUV,25,0.4596354410524586
85.5,Conventional,SUV,50,0.5948470248289782
85.5,Conventional,SUV,75,0.7998800204053864
88.5,Conventional,SUV,25,0.431283183087028
88.5,Conventional,SUV,50,0.5667502621572326
88.5,Conventional,SUV,75,0.7671172392699722
91.5,Conventional,SUV,25,0.4293001354859308
91.5,Conventional,SUV,50,0.5591981459719548
91.5,Conventional,SUV,75,0.7545355798968068
94.5,Conventional,SUV,25,0.4313182582112253
94.5,Conventional,SUV,50,0.5712783513710133
94.5,Conventional,SUV,75,0.7653141403059974
97.5,Conventional,SUV,25,0.4106644874417457
97.5,Conventional,SUV,50,0.5461473174110434
97.5,Conventional,SUV,75,0.7433445723561461
100.5,Conventional,SUV,25,0.38701383782118726
100.5,Conventional,SUV,50,0.5145616555320349
100.5,Conventional,SUV,75,0.7079481617907021
103.5,Conventional,SUV,25,0.3864303949189544
103.5,Conventional,SUV,50,0.5414246858347854
103.5,Conventional,SUV,75,0.7186636028121647
106.5,Conventional,SUV,25,0.3856033686401154
106.5,Conventional,SUV,50,0.5515789882136557
106.5,Conventional,SUV,75,0.7331751859827302
109.5,Conventional,SUV,25,0.3681527700146887
109.5,Conventional,SUV,50,0.5246836367138443
109.5,Conventional,SUV,75,0.7144619864474527
112.5,Conventional,SUV,25,0.349056128697465
112.5,Conventional,SUV,50,0.4957264860066347
112.5,Conventional,SUV,75,0.6790214997862346
115.5,Conventional,SUV,25,0.35620265482460817
115.5,Conventional,SUV,50,0.5114968847854389
115.5,Conventional,SUV,75,0.688616342027045
118.5,Conventional,SUV,25,0.36138412921160357
118.5,Conventional,SUV,50,0.5219389142870928
118.5,Conventional,SUV,75,0.7031651861741779
121.5,Conventional,SUV,25,0.3521376373620913
121.5,Conventional,SUV,50,0.5058229592566892
121.5,Conventional,SUV,75,0.6912973870434103
124.5,Conventional,SUV,25,0.3344986530997927
124.5,Conventional,SUV,50,0.48234972742158877
