listing_year,inventory_type,group_var,group_level,category_var,category_level,p
2024,Used,powertrain,Battery Electric (BEV),vehicle_type,Minivan,0.0017631875522594249
2023,Used,powertrain,Battery Electric (BEV),vehicle_type,Minivan,0.0028484378661955325
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,Minivan,0.001435998109572109
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.013153697023239834
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.02557773232715048
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.0025311878502983186
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.031717511034725206
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.050893291748544234
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),vehicle_type,SUV,0.07483549641909332
2021,Used,powertrain,Diesel,vehicle_type,Minivan,3.291252321508334e-4
2020,Used,powertrain,Fuel Cell,vehicle_type,CUV,2.454047952096984e-5
2019,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9498133099055568
2020,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9338033475055164
2021,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8560824522054897
2021,New,powertrain,Gasoline,price_bin,$20k-$30k,0.8106376161486702
2018,New,powertrain,Gasoline,price_bin,$20k-$30k,0.8304276315789474
2018,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8658991228070175
2018,New,powertrain,Gasoline,price_bin,$40k-$50k,0.941173245614035
2019,New,powertrain,Gasoline,price_bin,$20k-$30k,0.8267625741269493
2019,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8597078849110477
2018,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9374451754385965
2019,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9415220733582254
2020,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8564124643452989
2020,New,powertrain,Gasoline,price_bin,$20k-$30k,0.8222915881814757
2020,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9482805015876433
2021,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9393356830075831
2020,New,powertrain,Gasoline,price_bin,$60k-$70k,0.8209461277649212
2021,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9509238491936345
2021,New,powertrain,Gasoline,price_bin,$60k-$70k,0.8199295097725088
2018,New,powertrain,Gasoline,price_bin,$60k-$70k,0.8095394736842105
2019,New,powertrain,Gasoline,price_bin,$60k-$70k,0.7998572369866023
2023,New,powertrain,Gasoline,price_bin,$20k-$30k,0.7768777960913587
2024,New,powertrain,Gasoline,price_bin,$10k-$20k,0.1127699530516432
2024,New,powertrain,Gasoline,price_bin,$20k-$30k,0.7950234741784038
2022,New,powertrain,Gasoline,price_bin,$20k-$30k,0.7700375628079419
2022,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8498463339675106
2024,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8492488262910798
2023,New,powertrain,Gasoline,price_bin,$30k-$40k,0.8469036967271015
2023,New,powertrain,Gasoline,price_bin,$10k-$20k,0.06936661172592418
2022,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9371676667154495
2023,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9409465505062397
2023,New,powertrain,Gasoline,price_bin,$60k-$70k,0.7547916176124323
2022,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9311185911507879
2023,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9206027784318342
2022,New,powertrain,Gasoline,price_bin,$70k+,0.7484755353919703
2024,New,powertrain,Gasoline,price_bin,$50k-$60k,0.9021596244131456
2024,New,powertrain,Gasoline,price_bin,$60k-$70k,0.7257746478873239
2024,New,powertrain,Gasoline,price_bin,$40k-$50k,0.9367136150234742
2022,New,powertrain,Gasoline,price_bin,$60k-$70k,0.764134835845651
2024,New,powertrain,Gasoline,price_bin,$70k+,0.7123474178403756
2023,New,powertrain,Gasoline,price_bin,$70k+,0.7428773251707087
2022,New,powertrain,Gasoline,price_bin,$10k-$20k,0.09873652373286501
2023,New,powertrain,Gasoline,price_bin,$0-$10k,1.4127619496114905e-4
2019,New,powertrain,Gasoline,price_bin,$70k+,0.7426971227761915
2018,New,powertrain,Gasoline,price_bin,$70k+,0.7577850877192982
2021,New,powertrain,Gasoline,price_bin,$70k+,0.7611342518423582
2020,New,powertrain,Gasoline,price_bin,$70k+,0.7449545234379205
2019,New,powertrain,Gasoline,price_bin,$10k-$20k,0.4158247309466286
2018,New,powertrain,Gasoline,price_bin,$10k-$20k,0.42872807017543857
2020,New,powertrain,Gasoline,price_bin,$10k-$20k,0.28808998439265915
2021,New,powertrain,Gasoline,price_bin,$10k-$20k,0.20735875253658015
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.3860895274838198
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.36663394772239793
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.2611909354774739
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.2403812351080036
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.2652826061481973
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.31590140691460356
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.23921183698694878
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.3550837857896176
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.2750184787899547
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.1304441232764345
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.1745118895238782
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.259570291198604
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.2213976016561853
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.1801727090807478
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.13280255934852947
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.095512808956354
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.05227760206492893
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.010470062165994111
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.12978008671536267
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.025975547830162884
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.030719861544286
2022,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.06341549158236007
2023,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.012926138924444283
2024,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.01875886138073945
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.07198937541502284
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.09605093551033163
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.04160759079507034
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.04867583695397429
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.036867439470695346
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.11586141709383066
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.1037155888874867
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.10802430186230147
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.08356054822408841
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.01966864374695776
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.06538807077848521
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.06643763405678554
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.07997964154578835
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.01645035809066783
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.018504380703093758
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.047420022655365025
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.02958868794187727
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.02455425553011592
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.017518846920042186
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.04656655068596874
2024,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.037263242083833206
2023,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.03225224900394815
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.005585719307839537
2021,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.14322332585709707
2020,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.12249071632312578
2020,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.09918734190840106
2018,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.11288377192982456
2021,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.18898857203887642
2019,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.08697562047001976
2019,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.11953656929497035
2018,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.058278508771929825
2019,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.06611025697342411
2020,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.07534578332705452
2018,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.008223684210526315
2019,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.009005051614320228
2020,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.007373123082718906
2021,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.18765352985154332
2018,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.006743421052631579
2021,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.12367830823454021
2018,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.04775219298245614
2020,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.043592917496367255
2021,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.0822920004272135
2019,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.030639139029211507
2021,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.0383424116202072
2019,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.0050516143202284204
2020,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.012109143748990905
2018,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.004495614035087719
2024,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.08126760563380282
2024,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.268075117370892
2022,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.2164008000390263
2022,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.15337333528464803
2023,New,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.21163174005180127
2023,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.26065457970332
2023,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.27676006592889096
2022,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.19586321283965072
2024,New,powertrain,Battery Electric (BEV),price_bin,$70k+,0.34619718309859154
2024,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.28497652582159627
2024,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.507981220657277
2022,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.20044880238060392
2023,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.37268660230751116
2023,New,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.310948905109489
2022,New,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.2236694472901117
2024,New,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.47906103286384977
2022,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.04253866042245963
2023,New,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.10143630798210501
2024,New,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.0029577464788732395
2022,New,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,1.4634860237084735e-4
2018,Used,powertrain,Gasoline,price_bin,$0-$10k,0.868078916265115
2020,Used,powertrain,Gasoline,price_bin,$0-$10k,0.8647574173599352
2021,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.6144062815901451
2021,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9108540799774314
2020,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9258632113671501
2021,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.791052495474528
2018,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.8268024365851441
2021,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.6915626395843618
2021,Used,powertrain,Gasoline,price_bin,$0-$10k,0.7893833603686202
2020,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.793344621953913
2020,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.6732925961373285
2018,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9337515531715005
2020,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.5914746374144151
2021,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.5311611068011378
2019,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9281323449647442
2018,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.7388853532139286
2021,Used,powertrain,Gasoline,price_bin,$70k+,0.37724804288031594
2020,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.48285847505460255
2021,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.4359263699837788
2019,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.8313746760682216
2019,Used,powertrain,Gasoline,price_bin,$0-$10k,0.8594286747423613
2019,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.7389561863436389
2019,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.656089917435063
2018,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.5174712852683577
2018,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.650756129345092
2020,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.3334560357309382
2020,Used,powertrain,Gasoline,price_bin,$70k+,0.2730864561093524
2018,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.36754856502106253
2018,Used,powertrain,Gasoline,price_bin,$70k+,0.2970876140255175
2019,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.5376062194901464
2019,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.3736816729946363
2019,Used,powertrain,Gasoline,price_bin,$70k+,0.30675586090520096
2023,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.7932899457354559
2022,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.796746220850748
2023,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.5409868575240224
2023,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.4419946276298473
2022,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.6936643099878911
2024,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.6219325989748065
2023,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9146910887162198
2022,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9046131010507402
2024,Used,powertrain,Gasoline,price_bin,$10k-$20k,0.9147671501799542
2024,Used,powertrain,Gasoline,price_bin,$0-$10k,0.8379503399134766
2022,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.5938049294949416
2023,Used,powertrain,Gasoline,price_bin,$30k-$40k,0.6579711190034073
2024,Used,powertrain,Gasoline,price_bin,$20k-$30k,0.7775111789726251
2022,Used,powertrain,Gasoline,price_bin,$70k+,0.37598140697629
2022,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.40889027772352643
2022,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.49810554275223623
2022,Used,powertrain,Gasoline,price_bin,$0-$10k,0.7184094371313621
2023,Used,powertrain,Gasoline,price_bin,$0-$10k,0.7669328814292667
2023,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.34972687447042494
2024,Used,powertrain,Gasoline,price_bin,$50k-$60k,0.40586032646235504
2024,Used,powertrain,Gasoline,price_bin,$60k-$70k,0.31893699785509144
2024,Used,powertrain,Gasoline,price_bin,$40k-$50k,0.5080888501108809
2023,Used,powertrain,Gasoline,price_bin,$70k+,0.3307613261461357
2024,Used,powertrain,Gasoline,price_bin,$70k+,0.2903988075762533
2018,New,powertrain,Gasoline,price_bin,$0-$10k,6.030701754385965e-4
2020,Used,powertrain,Diesel,price_bin,$40k-$50k,0.33313700949716557
2019,Used,powertrain,Diesel,price_bin,$40k-$50k,0.3835954920749714
2020,Used,powertrain,Diesel,price_bin,$0-$10k,0.06441875874254582
2021,Used,powertrain,Diesel,price_bin,$20k-$30k,0.2510755342407786
2019,Used,powertrain,Diesel,price_bin,$10k-$20k,0.3402940999216537
2019,Used,powertrain,Diesel,price_bin,$20k-$30k,0.359127342855421
2019,Used,powertrain,Diesel,price_bin,$30k-$40k,0.37777978665702405
2020,Used,powertrain,Diesel,price_bin,$10k-$20k,0.3008908194066112
2020,Used,powertrain,Diesel,price_bin,$20k-$30k,0.32265822474171146
2019,Used,powertrain,Diesel,price_bin,$70k+,0.1892062918097993
2018,Used,powertrain,Diesel,price_bin,$10k-$20k,0.2916325726581204
2019,Used,powertrain,Diesel,price_bin,$60k-$70k,0.29238232989814983
2021,Used,powertrain,Diesel,price_bin,$40k-$50k,0.28718527399675575
2018,Used,powertrain,Diesel,price_bin,$30k-$40k,0.3546989120223051
2018,Used,powertrain,Diesel,price_bin,$20k-$30k,0.33951571354971666
2020,Used,powertrain,Diesel,price_bin,$30k-$40k,0.32675648482171343
2021,Used,powertrain,Diesel,price_bin,$30k-$40k,0.2817076897759598
2021,Used,powertrain,Diesel,price_bin,$60k-$70k,0.3049815454780544
2021,Used,powertrain,Diesel,price_bin,$50k-$60k,0.30970684345393423
2019,Used,powertrain,Diesel,price_bin,$50k-$60k,0.37301874284336767
2021,Used,powertrain,Diesel,price_bin,$10k-$20k,0.20890048663516467
2020,Used,powertrain,Diesel,price_bin,$50k-$60k,0.319762448158237
2021,Used,powertrain,Diesel,price_bin,$70k+,0.31746479535463246
2020,Used,powertrain,Diesel,price_bin,$70k+,0.19320719526859556
2020,Used,powertrain,Diesel,price_bin,$60k-$70k,0.24837419323173573
2019,Used,powertrain,Diesel,price_bin,$0-$10k,0.07409751099861388
2023,Used,powertrain,Diesel,price_bin,$20k-$30k,0.25008563341686346
2022,Used,powertrain,Diesel,price_bin,$50k-$60k,0.2986016171243311
2023,Used,powertrain,Diesel,price_bin,$10k-$20k,0.22028520434837476
2022,Used,powertrain,Diesel,price_bin,$30k-$40k,0.2712394047107535
2023,Used,powertrain,Diesel,price_bin,$70k+,0.22459391732318953
2022,Used,powertrain,Diesel,price_bin,$20k-$30k,0.24028358267255184
2022,Used,powertrain,Diesel,price_bin,$10k-$20k,0.20758954728330925
2022,Used,powertrain,Diesel,price_bin,$60k-$70k,0.2855943127221593
2022,Used,powertrain,Diesel,price_bin,$70k+,0.2910042576461857
2023,Used,powertrain,Diesel,price_bin,$40k-$50k,0.30047413870810724
2024,Used,powertrain,Diesel,price_bin,$70k+,0.16572145272112554
2024,Used,powertrain,Diesel,price_bin,$60k-$70k,0.22083469662267785
2024,Used,powertrain,Diesel,price_bin,$30k-$40k,0.3020503871741739
2022,Used,powertrain,Diesel,price_bin,$40k-$50k,0.2880942150697238
2023,Used,powertrain,Diesel,price_bin,$50k-$60k,0.2865925111323442
2024,Used,powertrain,Diesel,price_bin,$50k-$60k,0.272676046097357
2024,Used,powertrain,Diesel,price_bin,$40k-$50k,0.3086668847929618
2023,Used,powertrain,Diesel,price_bin,$60k-$70k,0.25331266112603434
2023,Used,powertrain,Diesel,price_bin,$30k-$40k,0.2743514395428077
2024,Used,powertrain,Diesel,price_bin,$10k-$20k,0.22467008397862362
2024,Used,powertrain,Diesel,price_bin,$20k-$30k,0.2630239575380812
2023,Used,powertrain,Diesel,price_bin,$0-$10k,0.05384989814130415
2022,Used,powertrain,Diesel,price_bin,$0-$10k,0.02650287098160228
2024,Used,powertrain,Diesel,price_bin,$0-$10k,0.0934125858872287
2021,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,0.0024684392411312506
2020,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,0.0016932930869469189
2021,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,6.582504643016668e-4
2021,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,1.8807156122904766e-4
2019,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,8.738624721268004e-4
2019,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,0.0010546616042909661
2019,Used,powertrain,Fuel Cell,price_bin,$70k+,3.01331886940276e-5
2019,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,2.410655095522208e-4
2020,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,1.4724287712581904e-4
2018,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,2.727520683698518e-4
2018,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,2.4244628299542384e-4
2021,Used,powertrain,Fuel Cell,price_bin,$0-$10k,2.3508945153630958e-4
2018,Used,powertrain,Fuel Cell,price_bin,$60k-$70k,3.030578537442798e-5
2022,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,0.0021483535799382836
2023,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,0.0034794209378211254
2024,Used,powertrain,Fuel Cell,price_bin,$0-$10k,0.0035627294870396627
2023,Used,powertrain,Fuel Cell,price_bin,$0-$10k,0.0013521065820548414
2022,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,0.001269481660872622
2020,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,5.644310289823064e-4
2024,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,0.0012178718144472316
2022,Used,powertrain,Fuel Cell,price_bin,$0-$10k,1.9530487090348034e-5
2023,Used,powertrain,Fuel Cell,price_bin,$20k-$30k,3.064774919324307e-4
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.10419129011728338
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.08431069491165863
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.11386782497730005
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.11347517730496454
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.13026306509626914
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.12411860423069969
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.1306876393659977
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.04682981874603286
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.04275899475682517
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,0.11197310576674424
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.040579446616359066
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.014810635446787502
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.01536234018012712
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.03200078529534467
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.04201048498953852
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.025399396304203785
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.010243355456556656
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.020671367444102935
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.02377508587958778
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.009190622551678419
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.027623010555516372
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,0.020274570415492316
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$0-$10k,0.003121495893566082
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.007909809982725703
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.45695063187562507
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.3425239558850118
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.43120076566296106
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.05188424195406352
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.46992707768336045
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.09822037285187013
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.33106039943025123
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.41048969132755014
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.30397066083644825
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.19594705785551403
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.1471704935816308
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.2078425841032513
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.03307708583115876
2021,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.181042386628112
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.13826106162114407
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.07078286024227083
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.09732754178016638
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.04827711610146377
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.014012613806473779
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.297798718986969
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.0384058504503178
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.139285389580871
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.24422949436509372
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.25870573511006406
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$0-$10k,0.23232415068036488
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.03790755137708672
