listing_year,inventory_type,group_var,group_level,category_var,category_level,p
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.017425826590296088
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.02633572749037791
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.014463930573133249
2019,Used,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.021063098897125293
2020,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.014208937642641537
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.005816093646469852
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.02404966993055044
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.005195476878952441
2018,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.007030942206867291
2020,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.011534025374855825
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.01006448502380522
2019,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.014735129271379497
2022,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.015936877465723996
2018,Used,powertrain,Diesel,price_bin,$50k-$60k,0.3525775070460951
2018,Used,powertrain,Diesel,price_bin,$60k-$70k,0.2910264569506319
2018,Used,powertrain,Diesel,price_bin,$70k+,0.19271448919598752
2018,Used,powertrain,Diesel,price_bin,$40k-$50k,0.379337515531715
2018,Used,powertrain,Diesel,price_bin,$0-$10k,0.05800527320665515
2021,Used,powertrain,Diesel,price_bin,$0-$10k,0.02992688718057221
2024,New,powertrain,Gasoline,price_bin,$0-$10k,2.8169014084507044e-4
2018,New,powertrain,Fuel Cell,price_bin,$70k+,8.223684210526315e-4
2019,New,powertrain,Fuel Cell,price_bin,$70k+,0.0012629035800571051
2020,New,powertrain,Fuel Cell,price_bin,$70k+,0.0014530972498789086
2018,New,powertrain,Fuel Cell,price_bin,$60k-$70k,2.192982456140351e-4
2019,New,powertrain,Fuel Cell,price_bin,$60k-$70k,2.745442565341533e-4
2020,New,powertrain,Fuel Cell,price_bin,$60k-$70k,3.229104999730908e-4
2019,New,powertrain,Fuel Cell,price_bin,$50k-$60k,1.0981770261366133e-4
2021,New,powertrain,Fuel Cell,price_bin,$50k-$60k,2.6700843746662396e-4
2021,New,powertrain,Fuel Cell,price_bin,$70k+,3.204101249599487e-4
2021,New,powertrain,Fuel Cell,price_bin,$60k-$70k,2.1360674997329915e-4
2018,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.0362390350877193
2020,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.3534255422205479
2020,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.3317367203056886
2019,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.3884252141445201
2019,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.4090160333845816
2018,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.493640350877193
2018,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.4629934210526316
2019,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.4486053151768065
2018,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.3317982456140351
2020,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.13018674990581777
2019,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.26405666593454863
2023,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.15851189074640923
2024,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.20370892018779344
2024,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.05197183098591549
2023,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,7.534730397927949e-4
2024,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.008075117370892018
2023,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.07261596421003061
2021,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.13756274698280466
2021,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.028569902808928762
2021,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.19438214247570224
2020,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,9.149130832570906e-4
2018,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.4367872807017544
2018,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.32012061403508774
2019,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.2679002855260268
2021,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.2134999465983125
2020,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.25095527689575375
2018,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.22730263157894737
2020,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.2747430170604381
2019,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.24165385460136174
2021,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.16688027341663997
2021,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.23315176759585604
2020,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.2415908723965341
2022,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.21508366261768866
2022,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.16552026928142835
2022,New,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.07293038684813893
2022,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.1717156934484609
2022,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.20927850139031173
2024,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.0835680751173709
2023,New,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.1406639981163174
2023,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.21031316223216387
2024,New,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.16253521126760564
2023,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.19500824111137274
2024,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.12690140845070422
2024,New,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.14220657276995305
2023,New,powertrain,Flex Fuel (E85),price_bin,$70k+,0.17268660230751118
2022,New,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.0013659202887945753
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.33680444302039947
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.2342411596749396
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.10076754385964912
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.32414832355632095
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.07560948824950582
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.1794306011517141
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.17813895915182176
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.1534702394025917
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.2501335042187333
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.3180070490227491
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.31473010064043916
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.23045046014746245
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.2219298245614035
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.061058642653195695
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.09735751574188688
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.051535087719298246
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.3341343586457332
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.18728070175438596
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.2835493081484735
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.32894736842105265
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.21488839047313896
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.24901315789473685
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.26716864252910394
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.0018669009444322424
2019,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.21914122556556118
2021,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,6.408202499198974e-4
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.24192488262910797
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.2605005122201083
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.22532806478364797
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.2063849765258216
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$30k-$40k,0.2349894042853779
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$40k-$50k,0.24869319519660937
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.20536849540852367
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.21112676056338028
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.06847186249117024
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.09671361502347418
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$50k-$60k,0.1806429581930826
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.16529314810454437
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.16849602419630225
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.11556661300551246
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$60k-$70k,0.1288262910798122
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.08352112676056338
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.11622321638803862
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$20k-$30k,0.08863847016927655
2024,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,9.389671361502347e-5
2023,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.1376805062287043
2022,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.059138314909573844
2022,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.06829811335494708
2022,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.10390219132065154
2022,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.11243701417913363
2022,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.11290574586930198
2022,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.09091441740557009
2023,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.09569308983396131
2024,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.14038244810411896
2024,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.22528810848147746
2023,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.03906686617750455
2023,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.09399844958445258
2023,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.17224035046602607
2023,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.0841370855793326
2024,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.1786272585160141
2023,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.1543564874073807
2022,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.01767509081676497
2024,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.05878503653615443
2024,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.05313193005416803
2024,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.09323081397462464
2024,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.06605591304031701
2022,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.056150150384750595
2024,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.06045733813211183
2023,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.05067695469541546
2021,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.05658603098478971
2020,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.0386512552455275
2021,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.07226649740226156
2019,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.03603929367805701
2018,Used,powertrain,Battery Electric (BEV),price_bin,$70k+,0.02248689274782556
2021,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.04332698591814185
2021,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.05503444060465007
2020,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.029963925495104175
2021,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.06500223334978959
2020,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.0337676998208545
2020,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.0345775356450465
2019,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.09139396130898572
2018,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.041852289602085035
2021,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.07607494651714977
2021,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.07967181512565531
2019,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.04173446634122823
2019,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.022147893690110287
2019,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.023564153558729584
2020,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.023534319860610078
2020,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.0734741956857837
2022,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,9.756573491389824e-5
2018,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,0.0028508771929824563
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.16206140350877193
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.17012061403508771
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.126455084559631
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.06386841824201644
2020,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.06275227382810397
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.1541840544695805
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.05575136174303108
2020,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.0963887842419676
2020,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.042139820246488345
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.05
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.04897869536569295
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.020239239559970094
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.01864035087719298
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.04069208586991349
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.005875247089830881
2020,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,3.7672891663527257e-4
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,5.482456140350877e-5
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.002723486062159564
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,2.192982456140351e-4
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.04166056880823455
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.04210030609842241
2024,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.12028169014084507
2024,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$30k-$40k,0.09018779342723005
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.09225335530963033
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$40k-$50k,0.02585491975218303
2024,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.018028169014084508
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.0018365905344949376
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,2.926972047416947e-4
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.001219571686423728
2020,Used,powertrain,Battery Electric (BEV),price_bin,$20k-$30k,0.05663942673439839
2018,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.012031396793647908
2019,Used,powertrain,Battery Electric (BEV),price_bin,$30k-$40k,0.027330802145483037
2018,Used,powertrain,Hybrid Electric (HEV),price_bin,$70k+,0.013819438130739159
2023,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,9.418412997409936e-5
2024,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.29136219871305485
2023,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.3724062088734248
2022,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.3289519940627319
2024,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.49789144581379285
2022,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.4808210616772782
2023,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.22143900196506155
2022,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.19221905394320535
2024,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.1735194677718399
2023,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.5806847067731525
2022,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.6442131166751299
2022,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7599507831725323
2022,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.10866763017069646
2024,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7523175918857018
2023,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7723232796697255
2023,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.12464619877769564
2024,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.02350310829970553
2023,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.021038778416773332
2023,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.052587931998052964
2022,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.04935354087730948
2024,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.014287272330679463
2023,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.5123402260722205
2024,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.6126440542407388
2024,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.07159995637474098
2022,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.4334010390219132
2019,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.0015374478365912585
2020,New,powertrain,Hybrid Electric (HEV),price_bin,$10k-$20k,5.920025832839998e-4
2018,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,1.644736842105263e-4
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,1.64726553920492e-4
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.051377442900871206
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,2.825523899222981e-4
2021,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.03653290076874251
2020,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.03985373874205502
2019,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.03835954920749714
2018,Used,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,0.07997696760311543
2018,Used,powertrain,Battery Electric (BEV),price_bin,$60k-$70k,0.010243355456556656
2018,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.010516107524926509
2019,Used,powertrain,Battery Electric (BEV),price_bin,$50k-$60k,0.026095341409027903
2018,Used,powertrain,Battery Electric (BEV),price_bin,$0-$10k,0.02666909112949662
2018,Used,powertrain,Battery Electric (BEV),price_bin,$40k-$50k,0.00927357032457496
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.044538757988194545
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,0.005024635348065759
2024,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$20k-$30k,0.004084507042253521
2023,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,2.354603249352484e-4
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,1.64726553920492e-4
2022,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$10k-$20k,4.878286745694912e-5
2020,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.6764092370364917
2019,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.6097752064123425
2019,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.8071174591695294
2021,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.6623175118132449
2021,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.5206761172626184
2020,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.07919212741416967
2021,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.13204974492794508
2020,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.3628309897175391
2020,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7979827725833762
2019,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.7398300488157656
2021,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7631943954674754
2019,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.4482613150123546
2018,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.6363608812922387
2018,Used,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,0.7855259569051732
2018,Used,powertrain,Flex Fuel (E85),price_bin,$20k-$30k,0.7297936176016001
2019,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.5239558850117519
2020,Used,powertrain,Flex Fuel (E85),price_bin,$30k-$40k,0.5016319418881445
2020,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.5560872659451765
2018,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.475497772524775
2018,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.3026941843197867
2018,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.4771948965057429
2020,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.18157500797565584
2021,Used,powertrain,Flex Fuel (E85),price_bin,$40k-$50k,0.39476220701977105
2018,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.10952510834318271
2019,Used,powertrain,Flex Fuel (E85),price_bin,$60k-$70k,0.07430844331947206
2021,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.2577285657192562
2019,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.07686976435846442
2021,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.10513200272703764
2019,Used,powertrain,Flex Fuel (E85),price_bin,$50k-$60k,0.23934791779666123
2021,Used,powertrain,Flex Fuel (E85),price_bin,$0-$10k,0.46571220349342923
2018,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.06121768645634452
2020,Used,powertrain,Flex Fuel (E85),price_bin,$70k+,0.06486048737392329
2021,Used,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$50k-$60k,0.015022215953170182
2018,Used,powertrain,Fuel Cell,price_bin,$40k-$50k,1.2122314149771192e-4
2018,Used,powertrain,Fuel Cell,price_bin,$50k-$60k,3.030578537442798e-5
2023,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,1.802808776073122e-5
2022,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,1.9530487090348034e-4
2021,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,1.6020506247997436e-4
2020,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,5.38184166621818e-5
2019,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$60k-$70k,5.490885130683066e-5
2024,New,powertrain,Plug-In Hybrid Electric (PHEV),price_bin,$70k+,1.4084507042253522e-4
2023,New,powertrain,Battery Electric (BEV),price_bin,$10k-$20k,1.8836825994819872e-4
2020,Used,powertrain,Fuel Cell,price_bin,$60k-$70k,7.362143856290952e-5
2020,Used,powertrain,Fuel Cell,price_bin,$50k-$60k,2.454047952096984e-5
2018,Used,powertrain,Fuel Cell,price_bin,$70k+,3.030578537442798e-5
2024,Used,powertrain,Fuel Cell,price_bin,$70k+,1.817719126040644e-5
2021,Used,powertrain,Fuel Cell,price_bin,$50k-$60k,2.3508945153630958e-5
2021,Used,powertrain,Fuel Cell,price_bin,$40k-$50k,2.3508945153630958e-5
2023,Used,powertrain,Fuel Cell,price_bin,$70k+,1.802808776073122e-5
2024,Used,powertrain,Fuel Cell,price_bin,$50k-$60k,3.635438252081288e-5
2024,Used,powertrain,Fuel Cell,price_bin,$30k-$40k,1.817719126040644e-5
2020,Used,powertrain,Fuel Cell,price_bin,$0-$10k,2.454047952096984e-5
2018,Used,powertrain,Fuel Cell,price_bin,$10k-$20k,3.030578537442798e-5
2024,Used,powertrain,Fuel Cell,price_bin,$40k-$50k,1.817719126040644e-5
2021,New,powertrain,Fuel Cell,price_bin,$40k-$50k,5.340168749332479e-5
2021,New,powertrain,Fuel Cell,price_bin,$30k-$40k,5.340168749332479e-5
2022,New,powertrain,Flex Fuel (E85),price_bin,$10k-$20k,4.878286745694912e-5
2018,New,vehicle_type,Car,price_bin,$40k-$50k,0.7283991228070176
2021,New,vehicle_type,Car,price_bin,$30k-$40k,0.6678949054790131
2019,New,vehicle_type,Car,price_bin,$40k-$50k,0.6721392488469141
2020,New,vehicle_type,Car,price_bin,$40k-$50k,0.6582530541951456
2020,New,vehicle_type,Car,price_bin,$30k-$40k,0.7215973306065335
2021,New,vehicle_type,Car,price_bin,$40k-$50k,0.6434903342945637
2021,New,vehicle_type,Car,price_bin,$50k-$60k,0.46838620100395173
2018,New,vehicle_type,Car,price_bin,$20k-$30k,0.7217105263157895
2018,New,vehicle_type,Car,price_bin,$30k-$40k,0.7635964912280702
2020,New,vehicle_type,Car,price_bin,$50k-$60k,0.49190032829234165
2019,New,vehicle_type,Car,price_bin,$50k-$60k,0.49599165385460137
