age_bin,powertrain,vehicle_type,quantile,miles
115.5,bev_non_tesla,car,25,41028.261309523805
115.5,bev_non_tesla,car,50,52902.8309375
115.5,bev_non_tesla,car,75,66741.2492559524
118.5,bev_non_tesla,car,25,41966.46962091962
118.5,bev_non_tesla,car,50,53733.603076923086
118.5,bev_non_tesla,car,75,66764.34730848862
121.5,bev_non_tesla,car,25,40722.1580733298
121.5,bev_non_tesla,car,50,53285.84185340803
121.5,bev_non_tesla,car,75,67137.45389863547
124.5,bev_non_tesla,car,25,44907.182251082246
124.5,bev_non_tesla,car,50,56700.08641975308
124.5,bev_non_tesla,car,75,70579.0345410628
127.5,bev_non_tesla,car,25,44912.79701426025
127.5,bev_non_tesla,car,50,57532.55395894428
127.5,bev_non_tesla,car,75,70880.62633689838
130.5,bev_non_tesla,car,25,42842.663699690405
130.5,bev_non_tesla,car,50,56109.079584775085
130.5,bev_non_tesla,car,75,69276.63874269005
133.5,bev_non_tesla,car,25,42722.6875
133.5,bev_non_tesla,car,50,55430.454796902166
133.5,bev_non_tesla,car,75,69451.10271836007
136.5,bev_non_tesla,car,25,43275.30757575757
136.5,bev_non_tesla,car,50,57971.125
136.5,bev_non_tesla,car,75,71603.16002747252
139.5,bev_non_tesla,car,25,46181.25297619047
139.5,bev_non_tesla,car,50,57615.96307692308
139.5,bev_non_tesla,car,75,70112.68947368421
142.5,bev_non_tesla,car,25,46764.425
142.5,bev_non_tesla,car,50,58437.45833333333
142.5,bev_non_tesla,car,75,73760.50757575758
145.5,bev_non_tesla,car,25,44415.52525252525
145.5,bev_non_tesla,car,50,58837.90909090909
145.5,bev_non_tesla,car,75,72771.28395061727
148.5,bev_non_tesla,car,25,45529.50909090909
148.5,bev_non_tesla,car,50,59822.25163398693
148.5,bev_non_tesla,car,75,74897.08035714286
151.5,bev_non_tesla,car,25,42758.65625
151.5,bev_non_tesla,car,50,53925.97222222222
151.5,bev_non_tesla,car,75,71170.875
154.5,bev_non_tesla,car,25,39191.6875
154.5,bev_non_tesla,car,50,53510.58
154.5,bev_non_tesla,car,75,65466.444444444445
157.5,bev_non_tesla,car,25,41270.666666666664
157.5,bev_non_tesla,car,50,54866.8
157.5,bev_non_tesla,car,75,67902.75
160.5,bev_non_tesla,car,25,44175.375
160.5,bev_non_tesla,car,50,59186.19047619047
160.5,bev_non_tesla,car,75,73492.04166666666
163.5,bev_non_tesla,car,25,40132
163.5,bev_non_tesla,car,50,58563
163.5,bev_non_tesla,car,75,73374
166.5,bev_non_tesla,car,25,41720
166.5,bev_non_tesla,car,50,55337.5
166.5,bev_non_tesla,car,75,78571
169.5,bev_non_tesla,car,25,48850
169.5,bev_non_tesla,car,50,65296
169.5,bev_non_tesla,car,75,81841
172.5,bev_non_tesla,car,25,31499.5
172.5,bev_non_tesla,car,50,51411.5
172.5,bev_non_tesla,car,75,75194
1.5,bev_non_tesla,cuv,25,5
1.5,bev_non_tesla,cuv,50,6
1.5,bev_non_tesla,cuv,75,62.140625
4.5,bev_non_tesla,cuv,25,5.125
4.5,bev_non_tesla,cuv,50,59.02473262032086
4.5,bev_non_tesla,cuv,75,1470.8285714285714
7.5,bev_non_tesla,cuv,25,8.2451205510907
7.5,bev_non_tesla,cuv,50,527.1683350357507
7.5,bev_non_tesla,cuv,75,2763.054857142857
10.5,bev_non_tesla,cuv,25,252.63785071942445
10.5,bev_non_tesla,cuv,50,1474.9422040941972
10.5,bev_non_tesla,cuv,75,3869.777573764721
13.5,bev_non_tesla,cuv,25,1299.4890432309928
13.5,bev_non_tesla,cuv,50,3026.2628555493584
13.5,bev_non_tesla,cuv,75,5602.002362454183
16.5,bev_non_tesla,cuv,25,1887.6612474791448
16.5,bev_non_tesla,cuv,50,3799.32142323742
16.5,bev_non_tesla,cuv,75,6544.305994223931
19.5,bev_non_tesla,cuv,25,2806.8921487750354
19.5,bev_non_tesla,cuv,50,5296.27206996411
19.5,bev_non_tesla,cuv,75,8885.965900081861
22.5,bev_non_tesla,cuv,25,3858.086381044887
22.5,bev_non_tesla,cuv,50,7436.213867143626
22.5,bev_non_tesla,cuv,75,12572.994058021053
25.5,bev_non_tesla,cuv,25,4668.306542940226
25.5,bev_non_tesla,cuv,50,8350.138735327748
25.5,bev_non_tesla,cuv,75,14096.50214689986
28.5,bev_non_tesla,cuv,25,6619.635356817022
28.5,bev_non_tesla,cuv,50,11232.422959572845
28.5,bev_non_tesla,cuv,75,17736.089003288947
31.5,bev_non_tesla,cuv,25,8028.372217528651
31.5,bev_non_tesla,cuv,50,13781.972316939724
31.5,bev_non_tesla,cuv,75,21120.411626124824
34.5,bev_non_tesla,cuv,25,9799.72946691287
34.5,bev_non_tesla,cuv,50,16128.891797870701
34.5,bev_non_tesla,cuv,75,24337.95352741691
37.5,bev_non_tesla,cuv,25,12734.606069807902
37.5,bev_non_tesla,cuv,50,19903.050642108
37.5,bev_non_tesla,cuv,75,28809.030646039417
40.5,bev_non_tesla,cuv,25,15313.200598802396
40.5,bev_non_tesla,cuv,50,23135.690244434747
40.5,bev_non_tesla,cuv,75,32020.543358148894
43.5,bev_non_tesla,cuv,25,14893.685231140102
43.5,bev_non_tesla,cuv,50,22105.96285643337
43.5,bev_non_tesla,cuv,75,31418.562106378056
46.5,bev_non_tesla,cuv,25,16470.768087289733
46.5,bev_non_tesla,cuv,50,24697.108069332153
46.5,bev_non_tesla,cuv,75,33490.311447143555
49.5,bev_non_tesla,cuv,25,18770.281314853877
49.5,bev_non_tesla,cuv,50,26791.575227404737
49.5,bev_non_tesla,cuv,75,35388.00457142857
52.5,bev_non_tesla,cuv,25,20074.8608498922
52.5,bev_non_tesla,cuv,50,28241.365536074405
52.5,bev_non_tesla,cuv,75,38011.26413387607
55.5,bev_non_tesla,cuv,25,17632.121101774046
55.5,bev_non_tesla,cuv,50,25682.675476947534
55.5,bev_non_tesla,cuv,75,34902.353207547174
58.5,bev_non_tesla,cuv,25,20003.45857142857
58.5,bev_non_tesla,cuv,50,27449.158063524137
58.5,bev_non_tesla,cuv,75,36212.41353383459
61.5,bev_non_tesla,cuv,25,20238.69915330571
61.5,bev_non_tesla,cuv,50,28416.558847320528
61.5,bev_non_tesla,cuv,75,37728.766298644055
64.5,bev_non_tesla,cuv,25,21284.40202729667
64.5,bev_non_tesla,cuv,50,29875.839491691106
64.5,bev_non_tesla,cuv,75,40837.87514863258
67.5,bev_non_tesla,cuv,25,22899.666666666668
67.5,bev_non_tesla,cuv,50,32173.68289473684
67.5,bev_non_tesla,cuv,75,43497.3851010101
70.5,bev_non_tesla,cuv,25,25567.51921182266
70.5,bev_non_tesla,cuv,50,35637.972710622715
70.5,bev_non_tesla,cuv,75,47622.103896103894
73.5,bev_non_tesla,cuv,25,27747.67803030303
73.5,bev_non_tesla,cuv,50,39436.84693877551
73.5,bev_non_tesla,cuv,75,52947.204545454544
76.5,bev_non_tesla,cuv,25,29946.63095238095
76.5,bev_non_tesla,cuv,50,41202.56923076923
76.5,bev_non_tesla,cuv,75,55629.28125
79.5,bev_non_tesla,cuv,25,37805
79.5,bev_non_tesla,cuv,50,46422
79.5,bev_non_tesla,cuv,75,54439
82.5,bev_non_tesla,cuv,25,60089
82.5,bev_non_tesla,cuv,50,65900
82.5,bev_non_tesla,cuv,75,71770
85.5,bev_non_tesla,cuv,25,49275
85.5,bev_non_tesla,cuv,50,62817
85.5,bev_non_tesla,cuv,75,75227
88.5,bev_non_tesla,cuv,25,40525
88.5,bev_non_tesla,cuv,50,62300
88.5,bev_non_tesla,cuv,75,71143
91.5,bev_non_tesla,cuv,25,41225
91.5,bev_non_tesla,cuv,50,52984
91.5,bev_non_tesla,cuv,75,66581
94.5,bev_non_tesla,cuv,25,42000
94.5,bev_non_tesla,cuv,50,56715
94.5,bev_non_tesla,cuv,75,64571
97.5,bev_non_tesla,cuv,25,38718
97.5,bev_non_tesla,cuv,50,57183.5
97.5,bev_non_tesla,cuv,75,60966
100.5,bev_non_tesla,cuv,25,52372
100.5,bev_non_tesla,cuv,50,72657
100.5,bev_non_tesla,cuv,75,91665
103.5,bev_non_tesla,cuv,25,48842
103.5,bev_non_tesla,cuv,50,62282
103.5,bev_non_tesla,cuv,75,72700
106.5,bev_non_tesla,cuv,25,50663
106.5,bev_non_tesla,cuv,50,69858
106.5,bev_non_tesla,cuv,75,75403
109.5,bev_non_tesla,cuv,25,52332.5
109.5,bev_non_tesla,cuv,50,65276.5
109.5,bev_non_tesla,cuv,75,88606.5
112.5,bev_non_tesla,cuv,25,69260
112.5,bev_non_tesla,cuv,50,73676.5
112.5,bev_non_tesla,cuv,75,89009
115.5,bev_non_tesla,cuv,25,52944
115.5,bev_non_tesla,cuv,50,62167
115.5,bev_non_tesla,cuv,75,76823.5
118.5,bev_non_tesla,cuv,25,49150
118.5,bev_non_tesla,cuv,50,64713
118.5,bev_non_tesla,cuv,75,80000
121.5,bev_non_tesla,cuv,25,55523
121.5,bev_non_tesla,cuv,50,70299
121.5,bev_non_tesla,cuv,75,86989
124.5,bev_non_tesla,cuv,25,50606
124.5,bev_non_tesla,cuv,50,75757
124.5,bev_non_tesla,cuv,75,85962
127.5,bev_non_tesla,cuv,25,41342.5
127.5,bev_non_tesla,cuv,50,60067.5
127.5,bev_non_tesla,cuv,75,84452
130.5,bev_non_tesla,cuv,25,70291
130.5,bev_non_tesla,cuv,50,76202
130.5,bev_non_tesla,cuv,75,88636
133.5,bev_non_tesla,cuv,25,58938
133.5,bev_non_tesla,cuv,50,80447.5
133.5,bev_non_tesla,cuv,75,98073
136.5,bev_non_tesla,cuv,25,59474
136.5,bev_non_tesla,cuv,50,71864.5
136.5,bev_non_tesla,cuv,75,81239
139.5,bev_non_tesla,cuv,25,79560
139.5,bev_non_tesla,cuv,50,94530
139.5,bev_non_tesla,cuv,75,105363
142.5,bev_non_tesla,cuv,25,73506
142.5,bev_non_tesla,cuv,50,83858
142.5,bev_non_tesla,cuv,75,93307
145.5,bev_non_tesla,cuv,25,66388
145.5,bev_non_tesla,cuv,50,86062
145.5,bev_non_tesla,cuv,75,93605
148.5,bev_non_tesla,cuv,25,74915
148.5,bev_non_tesla,cuv,50,94162
148.5,bev_non_tesla,cuv,75,106651
151.5,bev_non_tesla,cuv,25,54860
151.5,bev_non_tesla,cuv,50,61463
151.5,bev_non_tesla,cuv,75,97482
154.5,bev_non_tesla,cuv,25,75048
154.5,bev_non_tesla,cuv,50,91696
154.5,bev_non_tesla,cuv,75,128384
157.5,bev_non_tesla,cuv,25,55837.5
157.5,bev_non_tesla,cuv,50,70796
157.5,bev_non_tesla,cuv,75,89026.5
160.5,bev_non_tesla,cuv,25,93656
160.5,bev_non_tesla,cuv,50,104867.5
160.5,bev_non_tesla,cuv,75,129370
4.5,bev_non_tesla,minivan,25,63
4.5,bev_non_tesla,minivan,50,87
4.5,bev_non_tesla,minivan,75,90
19.5,bev_non_tesla,minivan,25,122
19.5,bev_non_tesla,minivan,50,5109
19.5,bev_non_tesla,minivan,75,10391
22.5,bev_non_tesla,minivan,25,2287
22.5,bev_non_tesla,minivan,50,4738.5
22.5,bev_non_tesla,minivan,75,7618
25.5,bev_non_tesla,minivan,25,1777
25.5,bev_non_tesla,minivan,50,4791
25.5,bev_non_tesla,minivan,75,9992
28.5,bev_non_tesla,minivan,25,2134
28.5,bev_non_tesla,minivan,50,8687.5
28.5,bev_non_tesla,minivan,75,10962
31.5,bev_non_tesla,minivan,25,5638
31.5,bev_non_tesla,minivan,50,10388.5
31.5,bev_non_tesla,minivan,75,14745
34.5,bev_non_tesla,minivan,25,2792
34.5,bev_non_tesla,minivan,50,6155
34.5,bev_non_tesla,minivan,75,8373
37.5,bev_non_tesla,minivan,25,7354
37.5,bev_non_tesla,minivan,50,11456
37.5,bev_non_tesla,minivan,75,18838
40.5,bev_non_tesla,minivan,25,9856
40.5,bev_non_tesla,minivan,50,16736
40.5,bev_non_tesla,minivan,75,25431
43.5,bev_non_tesla,minivan,25,11625.5
43.5,bev_non_tesla,minivan,50,15801.5
43.5,bev_non_tesla,minivan,75,23395
46.5,bev_non_tesla,minivan,25,14156.666666666666
46.5,bev_non_tesla,minivan,50,20433
46.5,bev_non_tesla,minivan,75,29167
49.5,bev_non_tesla,minivan,25,16124.25
49.5,bev_non_tesla,minivan,50,22406.5
49.5,bev_non_tesla,minivan,75,30289.6875
52.5,bev_non_tesla,minivan,25,15503.416666666668
52.5,bev_non_tesla,minivan,50,22278.875
52.5,bev_non_tesla,minivan,75,28761.589285714286
55.5,bev_non_tesla,minivan,25,18416.34375
55.5,bev_non_tesla,minivan,50,24930.85714285714
55.5,bev_non_tesla,minivan,75,31074.583333333332
58.5,bev_non_tesla,minivan,25,17509.375
58.5,bev_non_tesla,minivan,50,23947.2
58.5,bev_non_tesla,minivan,75,30074.56
61.5,bev_non_tesla,minivan,25,19072.1875
61.5,bev_non_tesla,minivan,50,25076.8
61.5,bev_non_tesla,minivan,75,30435.805555555555
64.5,bev_non_tesla,minivan,25,21158.666666666668
64.5,bev_non_tesla,minivan,50,26003.5
64.5,bev_non_tesla,minivan,75,32129.666666666668
67.5,bev_non_tesla,minivan,25,20725
67.5,bev_non_tesla,minivan,50,29173
67.5,bev_non_tesla,minivan,75,36535
70.5,bev_non_tesla,minivan,25,22000
70.5,bev_non_tesla,minivan,50,29000
70.5,bev_non_tesla,minivan,75,33409
73.5,bev_non_tesla,minivan,25,24263.5
73.5,bev_non_tesla,minivan,50,31065
73.5,bev_non_tesla,minivan,75,39708
76.5,bev_non_tesla,minivan,25,27527
76.5,bev_non_tesla,minivan,50,35041
76.5,bev_non_tesla,minivan,75,41616
79.5,bev_non_tesla,minivan,25,25880
79.5,bev_non_tesla,minivan,50,31458
79.5,bev_non_tesla,minivan,75,41616
82.5,bev_non_tesla,minivan,25,29041
82.5,bev_non_tesla,minivan,50,35734
82.5,bev_non_tesla,minivan,75,43535
85.5,bev_non_tesla,minivan,25,29593.5
85.5,bev_non_tesla,minivan,50,40709.5
85.5,bev_non_tesla,minivan,75,52585.5
88.5,bev_non_tesla,minivan,25,29278
88.5,bev_non_tesla,minivan,50,40279
88.5,bev_non_tesla,minivan,75,50631
91.5,bev_non_tesla,minivan,25,36243
91.5,bev_non_tesla,minivan,50,42442
91.5,bev_non_tesla,minivan,75,48921
94.5,bev_non_tesla,minivan,25,31862
94.5,bev_non_tesla,minivan,50,38477
94.5,bev_non_tesla,minivan,75,45513
97.5,bev_non_tesla,minivan,25,29814
97.5,bev_non_tesla,minivan,50,42398
97.5,bev_non_tesla,minivan,75,54944
100.5,bev_non_tesla,minivan,25,21961
100.5,bev_non_tesla,minivan,50,35740
100.5,bev_non_tesla,minivan,75,52964
103.5,bev_non_tesla,minivan,25,35645
103.5,bev_non_tesla,minivan,50,44728
103.5,bev_non_tesla,minivan,75,61226
106.5,bev_non_tesla,minivan,25,50406
106.5,bev_non_tesla,minivan,50,61584
106.5,bev_non_tesla,minivan,75,72061
109.5,bev_non_tesla,minivan,25,35461
109.5,bev_non_tesla,minivan,50,46317.5
109.5,bev_non_tesla,minivan,75,54773
112.5,bev_non_tesla,minivan,25,34933
112.5,bev_non_tesla,minivan,50,46176
112.5,bev_non_tesla,minivan,75,57763
115.5,bev_non_tesla,minivan,25,46046
115.5,bev_non_tesla,minivan,50,53470
115.5,bev_non_tesla,minivan,75,66136
118.5,bev_non_tesla,minivan,25,44236
118.5,bev_non_tesla,minivan,50,56411
118.5,bev_non_tesla,minivan,75,72495
121.5,bev_non_tesla,minivan,25,44830
121.5,bev_non_tesla,minivan,50,54262
121.5,bev_non_tesla,minivan,75,61674
124.5,bev_non_tesla,minivan,25,48242
124.5,bev_non_tesla,minivan,50,55918
124.5,bev_non_tesla,minivan,75,74551
127.5,bev_non_tesla,minivan,25,35779
127.5,bev_non_tesla,minivan,50,39745
127.5,bev_non_tesla,minivan,75,63542
130.5,bev_non_tesla,minivan,25,43155
130.5,bev_non_tesla,minivan,50,48274
130.5,bev_non_tesla,minivan,75,67151
133.5,bev_non_tesla,minivan,25,49816
133.5,bev_non_tesla,minivan,50,55644.5
133.5,bev_non_tesla,minivan,75,71175.5
136.5,bev_non_tesla,minivan,25,32189
136.5,bev_non_tesla,minivan,50,58927
136.5,bev_non_tesla,minivan,75,69180
139.5,bev_non_tesla,minivan,25,68690
139.5,bev_non_tesla,minivan,50,68690
139.5,bev_non_tesla,minivan,75,68690
1.5,bev_non_tesla,pickup,25,4
1.5,bev_non_tesla,pickup,50,4
1.5,bev_non_tesla,pickup,75,4
4.5,bev_non_tesla,pickup,25,20
4.5,bev_non_tesla,pickup,50,84
4.5,bev_non_tesla,pickup,75,669
7.5,bev_non_tesla,pickup,25,134.8125
7.5,bev_non_tesla,pickup,50,330.875
7.5,bev_non_tesla,pickup,75,1256
10.5,bev_non_tesla,pickup,25,212.98611111111111
10.5,bev_non_tesla,pickup,50,868.64
10.5,bev_non_tesla,pickup,75,2080.2
13.5,bev_non_tesla,pickup,25,335.13672839506177
13.5,bev_non_tesla,pickup,50,1137.044921875
13.5,bev_non_tesla,pickup,75,3006.8860946745563
16.5,bev_non_tesla,pickup,25,502.77796451914094
16.5,bev_non_tesla,pickup,50,1499.3699460916444
16.5,bev_non_tesla,pickup,75,4168.86026936027
19.5,bev_non_tesla,pickup,25,1005.2570967741937
19.5,bev_non_tesla,pickup,50,2808.283088235294
19.5,bev_non_tesla,pickup,75,5670.832293628374
22.5,bev_non_tesla,pickup,25,2030.5357782898107
22.5,bev_non_tesla,pickup,50,4821.633308984659
22.5,bev_non_tesla,pickup,75,8964.512819799776
25.5,bev_non_tesla,pickup,25,3529.6943277310925
25.5,bev_non_tesla,pickup,50,7447.560000000001
25.5,bev_non_tesla,pickup,75,12939.293050755248
28.5,bev_non_tesla,pickup,25,5218.1740561896395
28.5,bev_non_tesla,pickup,50,10018.242769084874
28.5,bev_non_tesla,pickup,75,15498.280165010428
31.5,bev_non_tesla,pickup,25,7313.085185185185
31.5,bev_non_tesla,pickup,50,12272.246913580246
31.5,bev_non_tesla,pickup,75,18363.822265625
34.5,bev_non_tesla,pickup,25,7390.953435672514
34.5,bev_non_tesla,pickup,50,13060.571280991735
34.5,bev_non_tesla,pickup,75,20231.791795665635
37.5,bev_non_tesla,pickup,25,9020.984124331551
37.5,bev_non_tesla,pickup,50,15523.661925082977
37.5,bev_non_tesla,pickup,75,24704.2333984375
40.5,bev_non_tesla,pickup,25,12398.166666666666
40.5,bev_non_tesla,pickup,50,20887.379545454543
40.5,bev_non_tesla,pickup,75,29388.78240740741
43.5,bev_non_tesla,pickup,25,14275
43.5,bev_non_tesla,pickup,50,19647
43.5,bev_non_tesla,pickup,75,24118
1.5,bev_non_tesla,suv,25,378
1.5,bev_non_tesla,suv,50,1250
1.5,bev_non_tesla,suv,75,1600
4.5,bev_non_tesla,suv,25,111.875
4.5,bev_non_tesla,suv,50,709
4.5,bev_non_tesla,suv,75,2197.125
7.5,bev_non_tesla,suv,25,97.75
7.5,bev_non_tesla,suv,50,458
7.5,bev_non_tesla,suv,75,1774.5
10.5,bev_non_tesla,suv,25,150.71428571428572
10.5,bev_non_tesla,suv,50,574.125
10.5,bev_non_tesla,suv,75,1708.179487179487
13.5,bev_non_tesla,suv,25,381.13725490196083
13.5,bev_non_tesla,suv,50,1376.7438016528924
13.5,bev_non_tesla,suv,75,3752.748366013072
16.5,bev_non_tesla,suv,25,621.683076923077
16.5,bev_non_tesla,suv,50,2219.9228937728935
16.5,bev_non_tesla,suv,75,5115.929864253393
19.5,bev_non_tesla,suv,25,556.9027777777777
19.5,bev_non_tesla,suv,50,2352.6953125
19.5,bev_non_tesla,suv,75,5247.865384615385
22.5,bev_non_tesla,suv,25,1680.2745098039218
22.5,bev_non_tesla,suv,50,4242.4
22.5,bev_non_tesla,suv,75,8085.158496732027
25.5,bev_non_tesla,suv,25,5020.785714285715
25.5,bev_non_tesla,suv,50,8123.6122448979595
25.5,bev_non_tesla,suv,75,13367.34693877551
28.5,bev_non_tesla,suv,25,6896.8
28.5,bev_non_tesla,suv,50,11496.12962962963
28.5,bev_non_tesla,suv,75,16395.691176470587
31.5,bev_non_tesla,suv,25,6479.5
31.5,bev_non_tesla,suv,50,10138.5
31.5,bev_non_tesla,suv,75,14337
34.5,bev_non_tesla,suv,25,5901
34.5,bev_non_tesla,suv,50,11072
34.5,bev_non_tesla,suv,75,16863
37.5,bev_non_tesla,suv,25,10285
37.5,bev_non_tesla,suv,50,13511.5
37.5,bev_non_tesla,suv,75,19122
40.5,bev_non_tesla,suv,25,11021
40.5,bev_non_tesla,suv,50,15590.5
40.5,bev_non_tesla,suv,75,21533.5
43.5,bev_non_tesla,suv,25,14600
43.5,bev_non_tesla,suv,50,26435
43.5,bev_non_tesla,suv,75,32153
46.5,bev_non_tesla,suv,25,27379
46.5,bev_non_tesla,suv,50,27379
46.5,bev_non_tesla,suv,75,29395
49.5,bev_non_tesla,suv,25,14341
49.5,bev_non_tesla,suv,50,15229
49.5,bev_non_tesla,suv,75,29984
52.5,bev_non_tesla,suv,25,7499
52.5,bev_non_tesla,suv,50,17504
52.5,bev_non_tesla,suv,75,33447
4.5,bev_tesla,all,25,63.5
4.5,bev_tesla,all,50,183.5
4.5,bev_tesla,all,75,619.5
7.5,bev_tesla,all,25,176.69869251119252
7.5,bev_tesla,all,50,988.7229020979021
7.5,bev_tesla,all,75,2200.6305334557323
10.5,bev_tesla,all,25,412.98645769933046
10.5,bev_tesla,all,50,1928.0977011494253
10.5,bev_tesla,all,75,4301.612337662338
13.5,bev_tesla,all,25,1188.1800595793873
13.5,bev_tesla,all,50,3508.5774452280866
13.5,bev_tesla,all,75,6883.081503057395
16.5,bev_tesla,all,25,2047.8604090668828
16.5,bev_tesla,all,50,5086.623314084861
16.5,bev_tesla,all,75,9359.116432057057
19.5,bev_tesla,all,25,4268.655911219454
19.5,bev_tesla,all,50,8368.208568491498
19.5,bev_tesla,all,75,15008.80000722627
22.5,bev_tesla,all,25,7355.099140327544
22.5,bev_tesla,all,50,13368.076067963582
22.5,bev_tesla,all,75,23797.099672442302
25.5,bev_tesla,all,25,8926.684880486093
25.5,bev_tesla,all,50,14737.650922626615
25.5,bev_tesla,all,75,24273.046409179544
28.5,bev_tesla,all,25,11012.612399142214
28.5,bev_tesla,all,50,17165.452016753272
28.5,bev_tesla,all,75,26785.388508777418
31.5,bev_tesla,all,25,15137.998240150173
31.5,bev_tesla,all,50,24849.514988167877
31.5,bev_tesla,all,75,44991.81414047521
34.5,bev_tesla,all,25,16710.297670490814
34.5,bev_tesla,all,50,26510.251395670388
34.5,bev_tesla,all,75,42631.50684814435
37.5,bev_tesla,all,25,17192.3209439956
37.5,bev_tesla,all,50,25527.729330132828
37.5,bev_tesla,all,75,37241.17300845853
40.5,bev_tesla,all,25,19264.137685518424
40.5,bev_tesla,all,50,27617.263739200574
40.5,bev_tesla,all,75,37493.33951261121
43.5,bev_tesla,all,25,20195.71102621288
43.5,bev_tesla,all,50,28681.767287185834
43.5,bev_tesla,all,75,38125.8325534718
46.5,bev_tesla,all,25,21891.440571566454
46.5,bev_tesla,all,50,30359.02287540799
46.5,bev_tesla,all,75,40460.997978371735
49.5,bev_tesla,all,25,23092.286291467673
49.5,bev_tesla,all,50,31423.79928534628
49.5,bev_tesla,all,75,41581.929983914306
52.5,bev_tesla,all,25,23977.101217900155
52.5,bev_tesla,all,50,32501.186996222394
52.5,bev_tesla,all,75,43238.25094108773
55.5,bev_tesla,all,25,24253.384097257906
55.5,bev_tesla,all,50,33224.66583928727
55.5,bev_tesla,all,75,43948.207931629164
58.5,bev_tesla,all,25,26558.51491491784
58.5,bev_tesla,all,50,36710.4174253601
58.5,bev_tesla,all,75,48584.29845716832
61.5,bev_tesla,all,25,29342.214633872416
61.5,bev_tesla,all,50,40799.01253190236
61.5,bev_tesla,all,75,53720.65044106517
64.5,bev_tesla,all,25,31656.40560891256
64.5,bev_tesla,all,50,43387.83396829206
64.5,bev_tesla,all,75,57737.73038883059
67.5,bev_tesla,all,25,31303.98020534723
67.5,bev_tesla,all,50,42815.276332299225
67.5,bev_tesla,all,75,56673.523262752315
70.5,bev_tesla,all,25,33750.02664713747
70.5,bev_tesla,all,50,46115.03199040067
70.5,bev_tesla,all,75,60406.77347197397
73.5,bev_tesla,all,25,36197.92313815134
73.5,bev_tesla,all,50,48774.154678200495
73.5,bev_tesla,all,75,64110.52509885396
76.5,bev_tesla,all,25,38508.621897555466
76.5,bev_tesla,all,50,51823.95798496483
76.5,bev_tesla,all,75,68341.86480403534
79.5,bev_tesla,all,25,39490.44479095241
79.5,bev_tesla,all,50,52785.89025693812
79.5,bev_tesla,all,75,68495.94115437409
82.5,bev_tesla,all,25,40219.84899882681
82.5,bev_tesla,all,50,53931.05470769782
82.5,bev_tesla,all,75,70434.63002009959
85.5,bev_tesla,all,25,42962.69642327811
85.5,bev_tesla,all,50,57965.04421262417
85.5,bev_tesla,all,75,74692.58825831703
88.5,bev_tesla,all,25,46156.36959195402
88.5,bev_tesla,all,50,61119.12384472385
88.5,bev_tesla,all,75,79115.76994569757
91.5,bev_tesla,all,25,47440.28097230101
91.5,bev_tesla,all,50,62364.89195876288
91.5,bev_tesla,all,75,78664.23476153135
94.5,bev_tesla,all,25,47728.89638530483
94.5,bev_tesla,all,50,62877.78315337763
94.5,bev_tesla,all,75,79256.94228867184
97.5,bev_tesla,all,25,49438.6645247088
97.5,bev_tesla,all,50,65378.22635625729
97.5,bev_tesla,all,75,83341.10751347708
100.5,bev_tesla,all,25,51257.30909090909
100.5,bev_tesla,all,50,68846.3508296065
100.5,bev_tesla,all,75,86886.22174755069
103.5,bev_tesla,all,25,53188.359517625235
103.5,bev_tesla,all,50,70957.0383579844
103.5,bev_tesla,all,75,90170.0370292411
106.5,bev_tesla,all,25,52639.96063106093
106.5,bev_tesla,all,50,70668.07936507936
106.5,bev_tesla,all,75,89839.81948259188
109.5,bev_tesla,all,25,55796.19148936171
109.5,bev_tesla,all,50,74229.42601715015
109.5,bev_tesla,all,75,93267.11343873516
112.5,bev_tesla,all,25,58771.399112654326
112.5,bev_tesla,all,50,78062.98651801918
112.5,bev_tesla,all,75,98625.22332421341
115.5,bev_tesla,all,25,56329.515345982145
115.5,bev_tesla,all,50,75609.38226582747
115.5,bev_tesla,all,75,95257.72246569024
118.5,bev_tesla,all,25,56865.8535665295
118.5,bev_tesla,all,50,77671.42699724517
118.5,bev_tesla,all,75,96918.38543557169
121.5,bev_tesla,all,25,60311.39884085213
121.5,bev_tesla,all,50,80465.38524374177
121.5,bev_tesla,all,75,101428.84712643678
124.5,bev_tesla,all,25,62736.98650472335
124.5,bev_tesla,all,50,82691.40913043478
124.5,bev_tesla,all,75,106415.49430394167
127.5,bev_tesla,all,25,62597.86875
127.5,bev_tesla,all,50,84084.75384615385
127.5,bev_tesla,all,75,108856.50277777777
130.5,bev_tesla,all,25,62288.95752688172
130.5,bev_tesla,all,50,82070.83076923077
130.5,bev_tesla,all,75,105537.72560160428
133.5,bev_tesla,all,25,63692.96805006587
133.5,bev_tesla,all,50,83387.74702380953
133.5,bev_tesla,all,75,109890.98994755244
136.5,bev_tesla,all,25,69674.59444444445
136.5,bev_tesla,all,50,91726.87830687831
136.5,bev_tesla,all,75,114243.56363636363
139.5,bev_tesla,all,25,67958.19886363635
139.5,bev_tesla,all,50,91700.3137254902
139.5,bev_tesla,all,75,113878.2564102564
142.5,bev_tesla,all,25,68798.2642857143
142.5,bev_tesla,all,50,91136.20085470086
142.5,bev_tesla,all,75,115827.88333333333
145.5,bev_tesla,all,25,68585.68333333333
145.5,bev_tesla,all,50,91295.52380952382
145.5,bev_tesla,all,75,117021.77040816325
148.5,bev_tesla,all,25,70966.70833333333
