age_bin,powertrain,vehicle_type,quantile,miles
145.5,diesel,all,50,135168.44191189573
145.5,diesel,all,75,176140.2154541511
148.5,diesel,all,25,103984.46357538558
148.5,diesel,all,50,137216.9554491535
148.5,diesel,all,75,178883.75677078558
151.5,diesel,all,25,109530.05484082311
151.5,diesel,all,50,144111.29187299972
151.5,diesel,all,75,183243.45357282416
154.5,diesel,all,25,109426.66496724574
154.5,diesel,all,50,144071.95529297958
154.5,diesel,all,75,184318.21106146122
157.5,diesel,all,25,110128.28737540284
157.5,diesel,all,50,145107.09740739188
157.5,diesel,all,75,184955.6639336114
160.5,diesel,all,25,112647.22716618379
160.5,diesel,all,50,147345.8237484783
160.5,diesel,all,75,187093.52729646207
163.5,diesel,all,25,116002.82594777107
163.5,diesel,all,50,151008.89206061588
163.5,diesel,all,75,191197.0727417959
166.5,diesel,all,25,116506.48570526429
166.5,diesel,all,50,151429.00154641925
166.5,diesel,all,75,191208.87269309728
169.5,diesel,all,25,116511.36393689876
169.5,diesel,all,50,153343.52982928357
169.5,diesel,all,75,192654.42299794662
172.5,diesel,all,25,118207.05199927764
172.5,diesel,all,50,154609.00629848568
172.5,diesel,all,75,196663.39680358322
175.5,diesel,all,25,121976.7155223534
175.5,diesel,all,50,159578.01157943907
175.5,diesel,all,75,198588.43025872105
178.5,diesel,all,25,123533.17365438274
178.5,diesel,all,50,159885.3990760066
178.5,diesel,all,75,198426.193449551
181.5,diesel,all,25,121207.1875
181.5,diesel,all,50,167921
181.5,diesel,all,75,204722.125
7.5,diesel,car,25,2440
7.5,diesel,car,50,4146
7.5,diesel,car,75,7987
10.5,diesel,car,25,3478.7
10.5,diesel,car,50,4408
10.5,diesel,car,75,8337.583333333334
13.5,diesel,car,25,3558.527777777778
13.5,diesel,car,50,4301.333333333333
13.5,diesel,car,75,6673.361111111111
16.5,diesel,car,25,4022
16.5,diesel,car,50,4731.6875
16.5,diesel,car,75,7255.694444444444
19.5,diesel,car,25,3631.9761904761904
19.5,diesel,car,50,4602.53125
19.5,diesel,car,75,7262.75
22.5,diesel,car,25,3945.275510204082
22.5,diesel,car,50,5812
22.5,diesel,car,75,9310.389880952382
25.5,diesel,car,25,4343.458333333333
25.5,diesel,car,50,6474.535714285715
25.5,diesel,car,75,11074.960000000001
28.5,diesel,car,25,4491.194444444445
28.5,diesel,car,50,8885.461111111112
28.5,diesel,car,75,14797.222222222223
31.5,diesel,car,25,7861.565018315018
31.5,diesel,car,50,15183.583333333334
31.5,diesel,car,75,26961.75
34.5,diesel,car,25,11252.147619047619
34.5,diesel,car,50,20985.00909090909
34.5,diesel,car,75,33739.626633986925
37.5,diesel,car,25,13443.466666666667
37.5,diesel,car,50,23081.83823529412
37.5,diesel,car,75,35054
40.5,diesel,car,25,17901.025
40.5,diesel,car,50,27445.78947368421
40.5,diesel,car,75,39676.96111111111
43.5,diesel,car,25,19428.95829995193
43.5,diesel,car,50,28371.95020168816
43.5,diesel,car,75,39074.16524062574
46.5,diesel,car,25,20390.710243586178
46.5,diesel,car,50,29236.229955585455
46.5,diesel,car,75,40078.3661036036
49.5,diesel,car,25,21425.79559862041
49.5,diesel,car,50,30601.179377669305
49.5,diesel,car,75,42040.41026410564
52.5,diesel,car,25,23114.58981104999
52.5,diesel,car,50,32419.67885795013
52.5,diesel,car,75,44443.57618343194
55.5,diesel,car,25,27102.35879581526
55.5,diesel,car,50,37944.476279698676
55.5,diesel,car,75,51666.64481958843
58.5,diesel,car,25,27781.685432988063
58.5,diesel,car,50,38907.29886619596
58.5,diesel,car,75,53435.10665242037
61.5,diesel,car,25,27679.206957312377
61.5,diesel,car,50,39140.59319776958
61.5,diesel,car,75,53899.47911264631
64.5,diesel,car,25,27602.15375723059
64.5,diesel,car,50,38758.09425072977
64.5,diesel,car,75,53299.4933812436
67.5,diesel,car,25,29211.133233093828
67.5,diesel,car,50,41959.454679961484
67.5,diesel,car,75,58782.58035379427
70.5,diesel,car,25,30713.239650219428
70.5,diesel,car,50,44413.058744145426
70.5,diesel,car,75,61067.73812832726
73.5,diesel,car,25,32874.44915057387
73.5,diesel,car,50,46703.808655250235
73.5,diesel,car,75,63328.97060268376
76.5,diesel,car,25,34236.5282033099
76.5,diesel,car,50,46709.65992424206
76.5,diesel,car,75,62042.10584138934
79.5,diesel,car,25,36228.848387455415
79.5,diesel,car,50,49405.17827760658
79.5,diesel,car,75,65677.79727566612
82.5,diesel,car,25,37091.54296019777
82.5,diesel,car,50,50526.24441991102
82.5,diesel,car,75,67637.08722496881
85.5,diesel,car,25,39398.717878447045
85.5,diesel,car,50,53030.27369215084
85.5,diesel,car,75,69757.2890022852
88.5,diesel,car,25,43506.999004916775
88.5,diesel,car,50,58140.778794204576
88.5,diesel,car,75,74760.92498996442
91.5,diesel,car,25,45838.78376832314
91.5,diesel,car,50,61173.28945330577
91.5,diesel,car,75,77935.0078079743
94.5,diesel,car,25,47358.458180234404
94.5,diesel,car,50,62843.17424522737
94.5,diesel,car,75,79803.31498429086
97.5,diesel,car,25,49548.86599698337
97.5,diesel,car,50,64973.0326064049
97.5,diesel,car,75,82180.39173597924
100.5,diesel,car,25,52408.83180045895
100.5,diesel,car,50,68460.33563281198
100.5,diesel,car,75,86484.32033026949
103.5,diesel,car,25,55784.29176207255
103.5,diesel,car,50,72473.01276551429
103.5,diesel,car,75,90619.84911333972
106.5,diesel,car,25,57024.630065190984
106.5,diesel,car,50,73582.1279453923
106.5,diesel,car,75,92694.84380513449
109.5,diesel,car,25,60359.725868866546
109.5,diesel,car,50,77521.24470991846
109.5,diesel,car,75,96746.65996887222
112.5,diesel,car,25,63706.5874982651
112.5,diesel,car,50,81955.42327586206
112.5,diesel,car,75,102402.40886370574
115.5,diesel,car,25,68633.7485731571
115.5,diesel,car,50,86855.17735318407
115.5,diesel,car,75,107929.69541595441
118.5,diesel,car,25,70980.53887601758
118.5,diesel,car,50,88989.09932805307
118.5,diesel,car,75,110157.75748938021
121.5,diesel,car,25,72853.97436055396
121.5,diesel,car,50,93535.40878126849
121.5,diesel,car,75,115549.5179841897
124.5,diesel,car,25,75681.61949137814
124.5,diesel,car,50,95827.9050628516
124.5,diesel,car,75,119736.87354945281
127.5,diesel,car,25,79009.22400445558
127.5,diesel,car,50,98064.13157610266
127.5,diesel,car,75,120068.3515521799
130.5,diesel,car,25,80689.36806265985
130.5,diesel,car,50,100209.0928479907
130.5,diesel,car,75,122282.3828541595
133.5,diesel,car,25,82052.69991296355
133.5,diesel,car,50,101449.33191950462
133.5,diesel,car,75,123012.6339527681
136.5,diesel,car,25,84952.13106060606
136.5,diesel,car,50,105709.35406698563
136.5,diesel,car,75,126342.10942392761
139.5,diesel,car,25,87001.95992878283
139.5,diesel,car,50,107407.98958333334
139.5,diesel,car,75,128364.55738741996
142.5,diesel,car,25,89090.97717856892
142.5,diesel,car,50,108285.54458977407
142.5,diesel,car,75,130795.71850978337
145.5,diesel,car,25,89503.14576009868
145.5,diesel,car,50,108920.56027031275
145.5,diesel,car,75,131528.6849987648
148.5,diesel,car,25,91679.92888888888
148.5,diesel,car,50,111908.45284303711
148.5,diesel,car,75,133122.79576585695
151.5,diesel,car,25,94974.61680911681
151.5,diesel,car,50,114588.98851752402
151.5,diesel,car,75,138267.6916883117
154.5,diesel,car,25,95728.76353276354
154.5,diesel,car,50,115775.44328852523
154.5,diesel,car,75,139616.14326923076
157.5,diesel,car,25,97216.26272141708
157.5,diesel,car,50,119139.61601402689
157.5,diesel,car,75,142339.76200000002
160.5,diesel,car,25,98275.64675201518
160.5,diesel,car,50,119737.68423437029
160.5,diesel,car,75,143797.19235588974
163.5,diesel,car,25,97578.78102564102
163.5,diesel,car,50,121847.78666666667
163.5,diesel,car,75,152267.79306220094
166.5,diesel,car,25,100386.84318181819
166.5,diesel,car,50,125562.21609195403
166.5,diesel,car,75,154159.83424908423
169.5,diesel,car,25,101327.21527777778
169.5,diesel,car,50,124705.4758974359
169.5,diesel,car,75,155604.93330039526
172.5,diesel,car,25,99387.6632231405
172.5,diesel,car,50,124894.91025641026
172.5,diesel,car,75,155390.36979166666
175.5,diesel,car,25,105402.7421875
175.5,diesel,car,50,136243.23214285716
175.5,diesel,car,75,177895.10096153847
178.5,diesel,car,25,111884.275
178.5,diesel,car,50,147011.97959183675
178.5,diesel,car,75,182870.0833333333
181.5,diesel,car,25,66596
181.5,diesel,car,50,151471
181.5,diesel,car,75,189134
4.5,diesel,cuv,25,3
4.5,diesel,cuv,50,3
4.5,diesel,cuv,75,10
7.5,diesel,cuv,25,108.5
7.5,diesel,cuv,50,2257.25
7.5,diesel,cuv,75,4383
10.5,diesel,cuv,25,1708.26
10.5,diesel,cuv,50,4350.265306122449
10.5,diesel,cuv,75,6831.325757575758
13.5,diesel,cuv,25,2629.2514792899406
13.5,diesel,cuv,50,4124.4822485207105
13.5,diesel,cuv,75,6115.172494172494
16.5,diesel,cuv,25,3507.086565096953
16.5,diesel,cuv,50,4910.029166666667
16.5,diesel,cuv,75,7927.862654320988
19.5,diesel,cuv,25,3687.196598639456
19.5,diesel,cuv,50,5374.268573307035
19.5,diesel,cuv,75,9526.42190118924
22.5,diesel,cuv,25,4327.21590296496
22.5,diesel,cuv,50,7369.217206790123
22.5,diesel,cuv,75,12582.192765567765
25.5,diesel,cuv,25,6294.618577075099
25.5,diesel,cuv,50,11137.268959435627
25.5,diesel,cuv,75,17031.687376482216
28.5,diesel,cuv,25,9493.470588235296
28.5,diesel,cuv,50,14498.072727272727
28.5,diesel,cuv,75,23919.32741935484
31.5,diesel,cuv,25,12055.548442906575
31.5,diesel,cuv,50,20387.378744939273
31.5,diesel,cuv,75,30221.54525862069
34.5,diesel,cuv,25,16369.764837398372
34.5,diesel,cuv,50,25347.721904761904
34.5,diesel,cuv,75,36904.42917956656
37.5,diesel,cuv,25,19778.804545454546
37.5,diesel,cuv,50,29252.715381804894
37.5,diesel,cuv,75,39841.776482213434
40.5,diesel,cuv,25,22138.192959183674
40.5,diesel,cuv,50,31257.11862244898
40.5,diesel,cuv,75,42930.28571428572
43.5,diesel,cuv,25,25104.69739847454
43.5,diesel,cuv,50,34169.34210526316
43.5,diesel,cuv,75,44963.86093717603
46.5,diesel,cuv,25,26568.477093248224
46.5,diesel,cuv,50,35524.24850953896
46.5,diesel,cuv,75,45973.22774565362
49.5,diesel,cuv,25,28069.20277089955
49.5,diesel,cuv,50,36710.8017305492
49.5,diesel,cuv,75,47234.543343735124
52.5,diesel,cuv,25,28255.864168618267
52.5,diesel,cuv,50,37780.452968749996
52.5,diesel,cuv,75,49767.17939076994
55.5,diesel,cuv,25,31343.31002504958
55.5,diesel,cuv,50,42280.921886534525
55.5,diesel,cuv,75,55579.59362139918
58.5,diesel,cuv,25,33826.09157955865
58.5,diesel,cuv,50,46035.677299308874
58.5,diesel,cuv,75,60279.985476190486
61.5,diesel,cuv,25,37117.313157894736
61.5,diesel,cuv,50,49366.13873048466
61.5,diesel,cuv,75,65362.75522469289
64.5,diesel,cuv,25,37632.521218644295
64.5,diesel,cuv,50,50988.093040982865
64.5,diesel,cuv,75,69731.745861204
67.5,diesel,cuv,25,42644.42743801652
67.5,diesel,cuv,50,58125.690862507305
67.5,diesel,cuv,75,75339.10138685502
70.5,diesel,cuv,25,46003.01537698413
70.5,diesel,cuv,50,61803.396466905186
70.5,diesel,cuv,75,79593.97677949684
73.5,diesel,cuv,25,47199.09166394354
73.5,diesel,cuv,50,63244.479933493865
73.5,diesel,cuv,75,82317.02813852814
76.5,diesel,cuv,25,48524.25537890832
76.5,diesel,cuv,50,66116.44472682154
76.5,diesel,cuv,75,84319.2613154961
79.5,diesel,cuv,25,54822.773767883446
79.5,diesel,cuv,50,71293.39083139083
79.5,diesel,cuv,75,87632.72610938705
82.5,diesel,cuv,25,57680.821987407
82.5,diesel,cuv,50,74020.54352197645
82.5,diesel,cuv,75,91180.96598101266
85.5,diesel,cuv,25,60603.07134815649
85.5,diesel,cuv,50,76810.61203111976
85.5,diesel,cuv,75,95122.76561403507
88.5,diesel,cuv,25,62799.638028300564
88.5,diesel,cuv,50,80569.25485789821
88.5,diesel,cuv,75,97500.29561830574
91.5,diesel,cuv,25,67550.52326454034
91.5,diesel,cuv,50,84224.75326430326
91.5,diesel,cuv,75,101035.21471965076
94.5,diesel,cuv,25,67214.5786205254
94.5,diesel,cuv,50,84185.03269916764
94.5,diesel,cuv,75,102840.63771564545
97.5,diesel,cuv,25,68209.12442434211
97.5,diesel,cuv,50,86796.72463768117
97.5,diesel,cuv,75,105824.78703703704
100.5,diesel,cuv,25,69293.60026208503
100.5,diesel,cuv,50,86322.35779978153
100.5,diesel,cuv,75,105008.07999551971
103.5,diesel,cuv,25,74994.53953918524
103.5,diesel,cuv,50,92186.81404052136
103.5,diesel,cuv,75,111283.39472039987
106.5,diesel,cuv,25,74477.9672868217
106.5,diesel,cuv,50,93134.2308469022
106.5,diesel,cuv,75,112398.26824737762
109.5,diesel,cuv,25,75883.7682277628
109.5,diesel,cuv,50,95403.18930191125
109.5,diesel,cuv,75,116816.23054347826
112.5,diesel,cuv,25,78539.24467391304
112.5,diesel,cuv,50,96146.83830956624
112.5,diesel,cuv,75,118196.6870001992
115.5,diesel,cuv,25,82923.36213942309
115.5,diesel,cuv,50,101043.42434829347
115.5,diesel,cuv,75,123320.63602297335
118.5,diesel,cuv,25,83343.93911789963
118.5,diesel,cuv,50,103053.16799999999
118.5,diesel,cuv,75,124375.36267445634
121.5,diesel,cuv,25,85320.77003214217
121.5,diesel,cuv,50,103925.22072442443
121.5,diesel,cuv,75,126497.06347242839
124.5,diesel,cuv,25,85589.8628059878
124.5,diesel,cuv,50,106054.4871737786
124.5,diesel,cuv,75,129022.50867249302
127.5,diesel,cuv,25,87951.43243243244
127.5,diesel,cuv,50,108410.34727443608
127.5,diesel,cuv,75,130227.41828571429
130.5,diesel,cuv,25,90132.42427606178
130.5,diesel,cuv,50,110648.58774538965
130.5,diesel,cuv,75,130663.61445799912
133.5,diesel,cuv,25,89236.16397730622
133.5,diesel,cuv,50,112118.4946823447
133.5,diesel,cuv,75,133242.59193548388
136.5,diesel,cuv,25,90838.390625
136.5,diesel,cuv,50,113048.70727700986
136.5,diesel,cuv,75,134478.81571268238
139.5,diesel,cuv,25,92807.42571428571
139.5,diesel,cuv,50,114992.446344294
139.5,diesel,cuv,75,138462.70760000002
142.5,diesel,cuv,25,93106.3001769464
142.5,diesel,cuv,50,115309.68312757203
142.5,diesel,cuv,75,138142.53649538866
145.5,diesel,cuv,25,96567.08746430029
145.5,diesel,cuv,50,118502.4600591716
145.5,diesel,cuv,75,139626.22159090912
148.5,diesel,cuv,25,97374.94412955466
148.5,diesel,cuv,50,117231.62511923688
148.5,diesel,cuv,75,139646.478125
151.5,diesel,cuv,25,99238.71799307958
151.5,diesel,cuv,50,121597.7671998624
151.5,diesel,cuv,75,145097.76336898396
154.5,diesel,cuv,25,106206.19638694638
154.5,diesel,cuv,50,126262.23676470589
154.5,diesel,cuv,75,146134.7365967366
157.5,diesel,cuv,25,97999.90925559947
157.5,diesel,cuv,50,119908.93124522537
157.5,diesel,cuv,75,145321.884375
160.5,diesel,cuv,25,101931.30830039526
160.5,diesel,cuv,50,125543.81333333334
160.5,diesel,cuv,75,145190.9752066116
163.5,diesel,cuv,25,105409.7421875
163.5,diesel,cuv,50,127668.1
163.5,diesel,cuv,75,148843.0612244898
166.5,diesel,cuv,25,104208.99074074074
166.5,diesel,cuv,50,126750.50101010101
166.5,diesel,cuv,75,151590.32638888888
169.5,diesel,cuv,25,107083.38
169.5,diesel,cuv,50,130905.43300653595
169.5,diesel,cuv,75,155015.64999999997
172.5,diesel,cuv,25,107973.20833333333
172.5,diesel,cuv,50,130523.33333333334
172.5,diesel,cuv,75,152645.55
175.5,diesel,cuv,25,113078.9
175.5,diesel,cuv,50,133807.45714285714
175.5,diesel,cuv,75,154474
178.5,diesel,cuv,25,118464.72222222222
178.5,diesel,cuv,50,139819.46666666667
178.5,diesel,cuv,75,159592.72222222222
181.5,diesel,cuv,25,135052
181.5,diesel,cuv,50,135052
181.5,diesel,cuv,75,135052
31.5,diesel,minivan,25,3453
31.5,diesel,minivan,50,3453
31.5,diesel,minivan,75,3453
76.5,diesel,minivan,25,57189
76.5,diesel,minivan,50,57189
76.5,diesel,minivan,75,57189
79.5,diesel,minivan,25,52201
79.5,diesel,minivan,50,74488
79.5,diesel,minivan,75,82000
82.5,diesel,minivan,25,61446.5
82.5,diesel,minivan,50,81352
82.5,diesel,minivan,75,101431
85.5,diesel,minivan,25,74745
85.5,diesel,minivan,50,84882
85.5,diesel,minivan,75,91716
88.5,diesel,minivan,25,78001
88.5,diesel,minivan,50,84570
88.5,diesel,minivan,75,114143
91.5,diesel,minivan,25,53016
91.5,diesel,minivan,50,75911
91.5,diesel,minivan,75,96787
94.5,diesel,minivan,25,67664.5
94.5,diesel,minivan,50,85127.5
94.5,diesel,minivan,75,107400
97.5,diesel,minivan,25,52526.5
97.5,diesel,minivan,50,83924.5
97.5,diesel,minivan,75,119190
100.5,diesel,minivan,25,108349
100.5,diesel,minivan,50,108349
100.5,diesel,minivan,75,108349
103.5,diesel,minivan,25,77443
103.5,diesel,minivan,50,93141
103.5,diesel,minivan,75,125273
106.5,diesel,minivan,25,55003
106.5,diesel,minivan,50,66000
106.5,diesel,minivan,75,103215
109.5,diesel,minivan,25,68445
109.5,diesel,minivan,50,68445
109.5,diesel,minivan,75,88847
112.5,diesel,minivan,25,65541
112.5,diesel,minivan,50,85829.5
112.5,diesel,minivan,75,89455
115.5,diesel,minivan,25,83394
115.5,diesel,minivan,50,83394
115.5,diesel,minivan,75,85279
118.5,diesel,minivan,25,31469
118.5,diesel,minivan,50,80543
118.5,diesel,minivan,75,110231
121.5,diesel,minivan,25,61605
121.5,diesel,minivan,50,80861
121.5,diesel,minivan,75,125357
124.5,diesel,minivan,25,67330
124.5,diesel,minivan,50,123628
124.5,diesel,minivan,75,140462
127.5,diesel,minivan,25,80013
127.5,diesel,minivan,50,119200
127.5,diesel,minivan,75,157724
130.5,diesel,minivan,25,85806.5
130.5,diesel,minivan,50,106542.5
130.5,diesel,minivan,75,125490
133.5,diesel,minivan,25,76103
133.5,diesel,minivan,50,96309
133.5,diesel,minivan,75,134732
136.5,diesel,minivan,25,73091
136.5,diesel,minivan,50,126918
136.5,diesel,minivan,75,146795
139.5,diesel,minivan,25,75515
139.5,diesel,minivan,50,96369
139.5,diesel,minivan,75,130000
142.5,diesel,minivan,25,92490
142.5,diesel,minivan,50,99594
142.5,diesel,minivan,75,123696
145.5,diesel,minivan,25,85373.5
145.5,diesel,minivan,50,103056.5
145.5,diesel,minivan,75,136408.5
148.5,diesel,minivan,25,72239
148.5,diesel,minivan,50,116565
148.5,diesel,minivan,75,129561
151.5,diesel,minivan,25,88730
151.5,diesel,minivan,50,119378
151.5,diesel,minivan,75,141500
154.5,diesel,minivan,25,86049
154.5,diesel,minivan,50,99163.5
154.5,diesel,minivan,75,119580
157.5,diesel,minivan,25,68903
157.5,diesel,minivan,50,109762.5
157.5,diesel,minivan,75,136782.5
160.5,diesel,minivan,25,89012
160.5,diesel,minivan,50,104383.5
160.5,diesel,minivan,75,129600
163.5,diesel,minivan,25,109500
163.5,diesel,minivan,50,111697
163.5,diesel,minivan,75,156281
166.5,diesel,minivan,25,87934
166.5,diesel,minivan,50,104003
166.5,diesel,minivan,75,129754
169.5,diesel,minivan,25,104167
169.5,diesel,minivan,50,122664.5
169.5,diesel,minivan,75,137342
172.5,diesel,minivan,25,104983
172.5,diesel,minivan,50,113110
172.5,diesel,minivan,75,165000
175.5,diesel,minivan,25,104360
175.5,diesel,minivan,50,124719.5
175.5,diesel,minivan,75,165167
178.5,diesel,minivan,25,128429
178.5,diesel,minivan,50,134000
178.5,diesel,minivan,75,152653
1.5,diesel,pickup,25,145.5964114832536
1.5,diesel,pickup,50,1224.052904442088
1.5,diesel,pickup,75,3715.084821428571
4.5,diesel,pickup,25,150.64939744881593
4.5,diesel,pickup,50,1522.0153562008888
4.5,diesel,pickup,75,4919.326756912442
7.5,diesel,pickup,25,471.71301441513907
7.5,diesel,pickup,50,2702.107860139071
7.5,diesel,pickup,75,6923.297710242394
10.5,diesel,pickup,25,1189.7773899256306
10.5,diesel,pickup,50,4642.89945790856
10.5,diesel,pickup,75,9645.47503168924
13.5,diesel,pickup,25,3204.1122997933276
13.5,diesel,pickup,50,7567.355058601988
13.5,diesel,pickup,75,13689.321850146285
16.5,diesel,pickup,25,5254.815657836841
16.5,diesel,pickup,50,10482.91165324413
16.5,diesel,pickup,75,18002.05810684255
19.5,diesel,pickup,25,7666.133513019499
19.5,diesel,pickup,50,13812.791999816602
19.5,diesel,pickup,75,22469.614809963754
22.5,diesel,pickup,25,9774.368508421452
22.5,diesel,pickup,50,16694.187414245822
22.5,diesel,pickup,75,27210.983341921954
25.5,diesel,pickup,25,11823.867212829311
25.5,diesel,pickup,50,19895.166695897635
25.5,diesel,pickup,75,32110.579261356364
28.5,diesel,pickup,25,14986.09325187587
28.5,diesel,pickup,50,24882.33077699911
28.5,diesel,pickup,75,39313.820289490934
31.5,diesel,pickup,25,18641.606373598734
31.5,diesel,pickup,50,30256.97006098184
31.5,diesel,pickup,75,45262.94472062439
34.5,diesel,pickup,25,21637.239002755246
34.5,diesel,pickup,50,34282.65447176407
34.5,diesel,pickup,75,50193.7117627697
37.5,diesel,pickup,25,24331.523692877596
37.5,diesel,pickup,50,37714.114408275214
37.5,diesel,pickup,75,55023.52473088121
40.5,diesel,pickup,25,27716.34110597414
40.5,diesel,pickup,50,41893.510940966255
40.5,diesel,pickup,75,60099.77864298972
43.5,diesel,pickup,25,31061.435894757105
43.5,diesel,pickup,50,46249.455584974916
43.5,diesel,pickup,75,66044.93838695479
46.5,diesel,pickup,25,33651.76259400298
46.5,diesel,pickup,50,49755.14290427595
46.5,diesel,pickup,75,71052.04530760113
49.5,diesel,pickup,25,36200.99850633449
49.5,diesel,pickup,50,53662.74621624785
49.5,diesel,pickup,75,76354.15609104077
52.5,diesel,pickup,25,39412.52482539824
52.5,diesel,pickup,50,57803.096538397724
52.5,diesel,pickup,75,81087.48053188724
55.5,diesel,pickup,25,42408.099719699676
55.5,diesel,pickup,50,61500.68417854027
55.5,diesel,pickup,75,85841.24531061517
58.5,diesel,pickup,25,45358.68256319219
58.5,diesel,pickup,50,65490.06163297617
58.5,diesel,pickup,75,90173.82886631651
61.5,diesel,pickup,25,47760.46211875686
61.5,diesel,pickup,50,69297.04190657624
61.5,diesel,pickup,75,94578.78714404834
64.5,diesel,pickup,25,51083.98568582165
64.5,diesel,pickup,50,73143.86560636618
64.5,diesel,pickup,75,98623.42024531592
67.5,diesel,pickup,25,54359.50463103864
67.5,diesel,pickup,50,76908.07988249722
67.5,diesel,pickup,75,102918.94568719112
70.5,diesel,pickup,25,56648.97409743576
70.5,diesel,pickup,50,79934.68129100722
70.5,diesel,pickup,75,106725.6563878046
73.5,diesel,pickup,25,58525.57644315644
73.5,diesel,pickup,50,82449.13903319811
73.5,diesel,pickup,75,110589.94266669531
76.5,diesel,pickup,25,61618.128559744895
76.5,diesel,pickup,50,86372.24804335553
76.5,diesel,pickup,75,115352.82807324518
79.5,diesel,pickup,25,64349.42551646338
79.5,diesel,pickup,50,89086.55316460729
79.5,diesel,pickup,75,119303.4595203456
82.5,diesel,pickup,25,66805.22138898622
82.5,diesel,pickup,50,91996.64607786936
82.5,diesel,pickup,75,122627.03402401527
85.5,diesel,pickup,25,68718.44365513163
85.5,diesel,pickup,50,94476.58348130138
85.5,diesel,pickup,75,126082.24420620759
88.5,diesel,pickup,25,71313.76142934756
88.5,diesel,pickup,50,98198.66410026203
88.5,diesel,pickup,75,130683.62050265315
91.5,diesel,pickup,25,75022.77168745996
91.5,diesel,pickup,50,101987.78614060165
91.5,diesel,pickup,75,135622.76627606567
94.5,diesel,pickup,25,77274.4912917254
94.5,diesel,pickup,50,104707.26640183812
94.5,diesel,pickup,75,139403.8894183087
97.5,diesel,pickup,25,78159.5828198495
97.5,diesel,pickup,50,106692.96548413574
97.5,diesel,pickup,75,142059.9351121238
100.5,diesel,pickup,25,81074.89293641833
100.5,diesel,pickup,50,110343.95398627387
100.5,diesel,pickup,75,146839.86079400216
103.5,diesel,pickup,25,84557.92540138826
103.5,diesel,pickup,50,114772.5577008178
103.5,diesel,pickup,75,150425.74827423727
106.5,diesel,pickup,25,85729.22757205216
106.5,diesel,pickup,50,116162.55253878422
106.5,diesel,pickup,75,152168.3554757298
109.5,diesel,pickup,25,87442.80027581296
109.5,diesel,pickup,50,118996.86665656319
109.5,diesel,pickup,75,156136.5508941248
112.5,diesel,pickup,25,89991.32612794892
112.5,diesel,pickup,50,121743.27210315071
112.5,diesel,pickup,75,159502.77507780684
115.5,diesel,pickup,25,94309.25681844132
115.5,diesel,pickup,50,126747.2309303938
115.5,diesel,pickup,75,165802.10950510003
118.5,diesel,pickup,25,95052.45034188419
118.5,diesel,pickup,50,127829.68316723628
118.5,diesel,pickup,75,167032.06685401723
121.5,diesel,pickup,25,95820.38286599705
121.5,diesel,pickup,50,129613.55043564075
121.5,diesel,pickup,75,168060.16051522593
124.5,diesel,pickup,25,97155.92007546363
124.5,diesel,pickup,50,131221.68767190207
124.5,diesel,pickup,75,171704.27819037513
127.5,diesel,pickup,25,99735.92187545478
127.5,diesel,pickup,50,135306.3460872903
127.5,diesel,pickup,75,174625.21386576723
130.5,diesel,pickup,25,100135.56919702793
130.5,diesel,pickup,50,134849.42549317295
130.5,diesel,pickup,75,173818.6921132863
133.5,diesel,pickup,25,101123.35169622392
133.5,diesel,pickup,50,136366.2319441093
133.5,diesel,pickup,75,177767.42132391775
136.5,diesel,pickup,25,104101.26277430591
136.5,diesel,pickup,50,139408.91885837022
136.5,diesel,pickup,75,181760.07362159723
139.5,diesel,pickup,25,106526.5752735281
139.5,diesel,pickup,50,142674.77397151268
139.5,diesel,pickup,75,182299.21901266451
142.5,diesel,pickup,25,107274.17135554492
142.5,diesel,pickup,50,143401.47045602617
142.5,diesel,pickup,75,183903.2274477538
145.5,diesel,pickup,25,107813.32982904895
145.5,diesel,pickup,50,145070.82275438958
145.5,diesel,pickup,75,185999.5047925183
148.5,diesel,pickup,25,108639.10974924553
148.5,diesel,pickup,50,146392.20686272098
148.5,diesel,pickup,75,188210.76781014338
151.5,diesel,pickup,25,113982.2675154348
151.5,diesel,pickup,50,150386.69902388108
151.5,diesel,pickup,75,189113.83939379634
154.5,diesel,pickup,25,112237.38371496493
154.5,diesel,pickup,50,149718.94165588566
154.5,diesel,pickup,75,190267.8059150225
157.5,diesel,pickup,25,114109.76393144969
157.5,diesel,pickup,50,150545.13597821776
157.5,diesel,pickup,75,190463.41636285887
160.5,diesel,pickup,25,116637.9133714597
160.5,diesel,pickup,50,153150.75118297793
160.5,diesel,pickup,75,192758.88720502064
163.5,diesel,pickup,25,118257.23174484051
163.5,diesel,pickup,50,154272.56413846853
163.5,diesel,pickup,75,194622.91717510144
166.5,diesel,pickup,25,118649.35114045617
166.5,diesel,pickup,50,154431.64733245195
166.5,diesel,pickup,75,194556.13443307494
169.5,diesel,pickup,25,118616.71919016271
169.5,diesel,pickup,50,156386.693871092
169.5,diesel,pickup,75,196317.2361191175
172.5,diesel,pickup,25,120288.02506809255
172.5,diesel,pickup,50,158028.6679582436
172.5,diesel,pickup,75,200118.86167811663
175.5,diesel,pickup,25,123170.74113035914
175.5,diesel,pickup,50,161532.21864642523
175.5,diesel,pickup,75,200391.85392761408
178.5,diesel,pickup,25,124016.46767832439
178.5,diesel,pickup,50,161249.41255025644
178.5,diesel,pickup,75,200013.84576832879
181.5,diesel,pickup,25,121347.5
