HEAD
make,model,vehicle_type,powertrain,coef
5,25110.563362550478,bentley,bentayga,suv,hev,7754.831993650487
5.5,28987.97935937572,bentley,bentayga,suv,hev,7754.831993650487
6,32865.39535620096,bentley,bentayga,suv,hev,7754.831993650487
6.5,36742.811353026205,bentley,bentayga,suv,hev,7754.831993650487
7,40620.227349851455,bentley,bentayga,suv,hev,7754.831993650487
7.5,44497.6433466767,bentley,bentayga,suv,hev,7754.831993650487
8,48375.05934350194,bentley,bentayga,suv,hev,7754.831993650487
8.5,52252.47534032718,bentley,bentayga,suv,hev,7754.831993650487
9,56129.891337152425,bentley,bentayga,suv,hev,7754.831993650487
2,14045.129524850083,chevrolet,volt,car,phev,10428.211214652121
2.5,19259.23513217614,chevrolet,volt,car,phev,10428.211214652121
3,24473.340739502204,chevrolet,volt,car,phev,10428.211214652121
3.5,29687.446346828263,chevrolet,volt,car,phev,10428.211214652121
4,34901.551954154325,chevrolet,volt,car,phev,10428.211214652121
4.5,40115.65756148039,chevrolet,volt,car,phev,10428.211214652121
5,45329.76316880644,chevrolet,volt,car,phev,10428.211214652121
5.5,50543.868776132505,chevrolet,volt,car,phev,10428.211214652121
6,55757.97438345857,chevrolet,volt,car,phev,10428.211214652121
6.5,60972.07999078463,chevrolet,volt,car,phev,10428.211214652121
7,66186.1855981107,chevrolet,volt,car,phev,10428.211214652121
7.5,71400.29120543675,chevrolet,volt,car,phev,10428.211214652121
8,76614.3968127628,chevrolet,volt,car,phev,10428.211214652121
8.5,81828.50242008887,chevrolet,volt,car,phev,10428.211214652121
9,87042.60802741493,chevrolet,volt,car,phev,10428.211214652121
2,15776.944944821425,toyota,prius prime,car,phev,10439.477323323776
2.5,20996.683606483315,toyota,prius prime,car,phev,10439.477323323776
3,26216.4222681452,toyota,prius prime,car,phev,10439.477323323776
3.5,31436.16092980709,toyota,prius prime,car,phev,10439.477323323776
4,36655.89959146898,toyota,prius prime,car,phev,10439.477323323776
4.5,41875.63825313086,toyota,prius prime,car,phev,10439.477323323776
5,47095.37691479275,toyota,prius prime,car,phev,10439.477323323776
5.5,52315.11557645464,toyota,prius prime,car,phev,10439.477323323776
6,57534.85423811653,toyota,prius prime,car,phev,10439.477323323776
6.5,62754.592899778414,toyota,prius prime,car,phev,10439.477323323776
7,67974.33156144031,toyota,prius prime,car,phev,10439.477323323776
7.5,73194.07022310219,toyota,prius prime,car,phev,10439.477323323776
8,78413.80888476408,toyota,prius prime,car,phev,10439.477323323776
8.5,83633.54754642597,toyota,prius prime,car,phev,10439.477323323776
9,88853.28620808785,toyota,prius prime,car,phev,10439.477323323776
2,25002.99530589458,toyota,prius plug-in,car,phev,11033.81104025651
2.5,30519.900826022837,toyota,prius plug-in,car,phev,11033.81104025651
3,36036.80634615109,toyota,prius plug-in,car,phev,11033.81104025651
3.5,41553.711866279344,toyota,prius plug-in,car,phev,11033.81104025651
4,47070.6173864076,toyota,prius plug-in,car,phev,11033.81104025651
4.5,52587.52290653586,toyota,prius plug-in,car,phev,11033.81104025651
5,58104.42842666411,toyota,prius plug-in,car,phev,11033.81104025651
5.5,63621.333946792365,toyota,prius plug-in,car,phev,11033.81104025651
6,69138.23946692063,toyota,prius plug-in,car,phev,11033.81104025651
6.5,74655.14498704887,toyota,prius plug-in,car,phev,11033.81104025651
7,80172.05050717713,toyota,prius plug-in,car,phev,11033.81104025651
7.5,85688.9560273054,toyota,prius plug-in,car,phev,11033.81104025651
8,91205.86154743364,toyota,prius plug-in,car,phev,11033.81104025651
8.5,96722.7670675619,toyota,prius plug-in,car,phev,11033.81104025651
9,102239.67258769015,toyota,prius plug-in,car,phev,11033.81104025651
2,7376.401196416849,bmw,i8,car,phev,5043.1432193524215
2.5,9897.972806093061,bmw,i8,car,phev,5043.1432193524215
3,12419.544415769271,bmw,i8,car,phev,5043.1432193524215
3.5,14941.11602544548,bmw,i8,car,phev,5043.1432193524215
4,17462.687635121692,bmw,i8,car,phev,5043.1432193524215
4.5,19984.259244797904,bmw,i8,car,phev,5043.1432193524215
5,22505.830854474116,bmw,i8,car,phev,5043.1432193524215
5.5,25027.402464150324,bmw,i8,car,phev,5043.1432193524215
6,27548.974073826535,bmw,i8,car,phev,5043.1432193524215
6.5,30070.545683502747,bmw,i8,car,phev,5043.1432193524215
7,32592.117293178955,bmw,i8,car,phev,5043.1432193524215
7.5,35113.68890285517,bmw,i8,car,phev,5043.1432193524215
8,37635.26051253138,bmw,i8,car,phev,5043.1432193524215
8.5,40156.83212220759,bmw,i8,car,phev,5043.1432193524215
9,42678.4037318838,bmw,i8,car,phev,5043.1432193524215
2,15641.79323669984,cadillac,elr,car,phev,7054.941396175118
2.5,19169.2639347874,cadillac,elr,car,phev,7054.941396175118
3,22696.734632874955,cadillac,elr,car,phev,7054.941396175118
3.5,26224.205330962515,cadillac,elr,car,phev,7054.941396175118
4,29751.676029050075,cadillac,elr,car,phev,7054.941396175118
4.5,33279.14672713763,cadillac,elr,car,phev,7054.941396175118
5,36806.617425225195,cadillac,elr,car,phev,7054.941396175118
5.5,40334.08812331275,cadillac,elr,car,phev,7054.941396175118
6,43861.55882140031,cadillac,elr,car,phev,7054.941396175118
6.5,47389.02951948787,cadillac,elr,car,phev,7054.941396175118
7,50916.50021757543,cadillac,elr,car,phev,7054.941396175118
7.5,54443.97091566299,cadillac,elr,car,phev,7054.941396175118
8,57971.44161375055,cadillac,elr,car,phev,7054.941396175118
8.5,61498.9123118381,cadillac,elr,car,phev,7054.941396175118
9,65026.38300992567,cadillac,elr,car,phev,7054.941396175118
2,13591.526697539428,ford,fusion energi,car,phev,11857.800431593196
2.5,19520.426913336025,ford,fusion energi,car,phev,11857.800431593196
3,25449.327129132624,ford,fusion energi,car,phev,11857.800431593196
3.5,31378.227344929222,ford,fusion energi,car,phev,11857.800431593196
4,37307.12756072582,ford,fusion energi,car,phev,11857.800431593196
4.5,43236.02777652242,ford,fusion energi,car,phev,11857.800431593196
5,49164.92799231902,ford,fusion energi,car,phev,11857.800431593196
5.5,55093.828208115614,ford,fusion energi,car,phev,11857.800431593196
6,61022.72842391221,ford,fusion energi,car,phev,11857.800431593196
6.5,66951.62863970881,ford,fusion energi,car,phev,11857.800431593196
7,72880.5288555054,ford,fusion energi,car,phev,11857.800431593196
7.5,78809.429071302,ford,fusion energi,car,phev,11857.800431593196
8,84738.3292870986,ford,fusion energi,car,phev,11857.800431593196
8.5,90667.2295028952,ford,fusion energi,car,phev,11857.800431593196
9,96596.1297186918,ford,fusion energi,car,phev,11857.800431593196
2,8694.255664932576,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
2.5,14212.531812032634,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
3,19730.807959132693,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
3.5,25249.084106232753,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
4,30767.36025333281,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
4.5,36285.63640043287,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
5,41803.91254753293,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
5.5,47322.18869463298,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
6,52840.464841733046,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
6.5,58358.7409888331,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
7,63877.01713593316,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
7.5,69395.29328303321,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
8,74913.56943013328,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
8.5,80431.84557723334,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
9,85950.1217243334,hyundai,sonata plug-in hybrid,car,phev,11036.552294200117
2,11341.24183608043,audi,a3 sportback e-tron,car,phev,8729.901062254821
2.5,15706.19236720784,audi,a3 sportback e-tron,car,phev,8729.901062254821
3,20071.14289833525,audi,a3 sportback e-tron,car,phev,8729.901062254821
3.5,24436.09342946266,audi,a3 sportback e-tron,car,phev,8729.901062254821
4,28801.043960590072,audi,a3 sportback e-tron,car,phev,8729.901062254821
4.5,33165.99449171748,audi,a3 sportback e-tron,car,phev,8729.901062254821
5,37530.94502284489,audi,a3 sportback e-tron,car,phev,8729.901062254821
5.5,41895.8955539723,audi,a3 sportback e-tron,car,phev,8729.901062254821
6,46260.846085099714,audi,a3 sportback e-tron,car,phev,8729.901062254821
6.5,50625.796616227126,audi,a3 sportback e-tron,car,phev,8729.901062254821
7,54990.74714735454,audi,a3 sportback e-tron,car,phev,8729.901062254821
7.5,59355.69767848194,audi,a3 sportback e-tron,car,phev,8729.901062254821
8,63720.64820960935,audi,a3 sportback e-tron,car,phev,8729.901062254821
8.5,68085.59874073676,audi,a3 sportback e-tron,car,phev,8729.901062254821
9,72450.54927186418,audi,a3 sportback e-tron,car,phev,8729.901062254821
2,10886.231863122348,kia,optima,car,phev,11069.216609208483
2.5,16420.84016772659,kia,optima,car,phev,11069.216609208483
3,21955.44847233083,kia,optima,car,phev,11069.216609208483
3.5,27490.05677693507,kia,optima,car,phev,11069.216609208483
4,33024.665081539315,kia,optima,car,phev,11069.216609208483
4.5,38559.273386143555,kia,optima,car,phev,11069.216609208483
5,44093.881690747796,kia,optima,car,phev,11069.216609208483
5.5,49628.489995352036,kia,optima,car,phev,11069.216609208483
6,55163.09829995628,kia,optima,car,phev,11069.216609208483
6.5,60697.70660456052,kia,optima,car,phev,11069.216609208483
7,66232.31490916476,kia,optima,car,phev,11069.216609208483
7.5,71766.923213769,kia,optima,car,phev,11069.216609208483
8,77301.53151837325,kia,optima,car,phev,11069.216609208483
8.5,82836.13982297748,kia,optima,car,phev,11069.216609208483
9,88370.74812758173,kia,optima,car,phev,11069.216609208483
2,7867.950546741569,mercedes-benz,c-class,car,phev,9271.979340458349
2.5,12503.940216970743,mercedes-benz,c-class,car,phev,9271.979340458349
3,17139.92988719992,mercedes-benz,c-class,car,phev,9271.979340458349
3.5,21775.919557429093,mercedes-benz,c-class,car,phev,9271.979340458349
4,26411.909227658267,mercedes-benz,c-class,car,phev,9271.979340458349
4.5,31047.89889788744,mercedes-benz,c-class,car,phev,9271.979340458349
5,35683.888568116614,mercedes-benz,c-class,car,phev,9271.979340458349
5.5,40319.87823834579,mercedes-benz,c-class,car,phev,9271.979340458349
6,44955.86790857496,mercedes-benz,c-class,car,phev,9271.979340458349
6.5,49591.85757880414,mercedes-benz,c-class,car,phev,9271.979340458349
7,54227.847249033315,mercedes-benz,c-class,car,phev,9271.979340458349
7.5,58863.83691926249,mercedes-benz,c-class,car,phev,9271.979340458349
8,63499.82658949166,mercedes-benz,c-class,car,phev,9271.979340458349
8.5,68135.81625972084,mercedes-benz,c-class,car,phev,9271.979340458349
9,72771.80592995002,mercedes-benz,c-class,car,phev,9271.979340458349
2,3695.728938031844,fisker,karma,car,phev,3340.501313589798
2.5,5365.979594826743,fisker,karma,car,phev,3340.501313589798
3,7036.230251621642,fisker,karma,car,phev,3340.501313589798
3.5,8706.48090841654,fisker,karma,car,phev,3340.501313589798
4,10376.73156521144,fisker,karma,car,phev,3340.501313589798
4.5,12046.98222200634,fisker,karma,car,phev,3340.501313589798
5,13717.232878801238,fisker,karma,car,phev,3340.501313589798
5.5,15387.483535596137,fisker,karma,car,phev,3340.501313589798
6,17057.734192391035,fisker,karma,car,phev,3340.501313589798
6.5,18727.984849185934,fisker,karma,car,phev,3340.501313589798
7,20398.235505980832,fisker,karma,car,phev,3340.501313589798
7.5,22068.486162775735,fisker,karma,car,phev,3340.501313589798
8,23738.736819570633,fisker,karma,car,phev,3340.501313589798
8.5,25408.98747636553,fisker,karma,car,phev,3340.501313589798
9,27079.23813316043,fisker,karma,car,phev,3340.501313589798
2,15372.023462448386,kia,niro,cuv,phev,12178.864318081916
2.5,21461.455621489346,kia,niro,cuv,phev,12178.864318081916
3,27550.887780530302,kia,niro,cuv,phev,12178.864318081916
3.5,33640.31993957126,kia,niro,cuv,phev,12178.864318081916
4,39729.75209861222,kia,niro,cuv,phev,12178.864318081916
4.5,45819.18425765318,kia,niro,cuv,phev,12178.864318081916
5,51908.61641669413,kia,niro,cuv,phev,12178.864318081916
5.5,57998.04857573509,kia,niro,cuv,phev,12178.864318081916
6,64087.48073477605,kia,niro,cuv,phev,12178.864318081916
6.5,70176.912893817,kia,niro,cuv,phev,12178.864318081916
7,76266.34505285797,kia,niro,cuv,phev,12178.864318081916
7.5,82355.77721189892,kia,niro,cuv,phev,12178.864318081916
8,88445.20937093988,kia,niro,cuv,phev,12178.864318081916
8.5,94534.64152998084,kia,niro,cuv,phev,12178.864318081916
9,100624.0736890218,kia,niro,cuv,phev,12178.864318081916
2,17808.84086060237,bmw,x5,cuv,phev,9233.853758436522
2.5,22425.76773982063,bmw,x5,cuv,phev,9233.853758436522
3,27042.69461903889,bmw,x5,cuv,phev,9233.853758436522
3.5,31659.62149825715,bmw,x5,cuv,phev,9233.853758436522
4,36276.54837747541,bmw,x5,cuv,phev,9233.853758436522
4.5,40893.47525669367,bmw,x5,cuv,phev,9233.853758436522
5,45510.402135911936,bmw,x5,cuv,phev,9233.853758436522
5.5,50127.3290151302,bmw,x5,cuv,phev,9233.853758436522
6,54744.255894348455,bmw,x5,cuv,phev,9233.853758436522
6.5,59361.18277356672,bmw,x5,cuv,phev,9233.853758436522
7,63978.10965278498,bmw,x5,cuv,phev,9233.853758436522
7.5,68595.03653200324,bmw,x5,cuv,phev,9233.853758436522
8,73211.9634112215,bmw,x5,cuv,phev,9233.853758436522
8.5,77828.89029043977,bmw,x5,cuv,phev,9233.853758436522
9,82445.81716965802,bmw,x5,cuv,phev,9233.853758436522
2,8114.864373772767,porsche,cayenne,cuv,phev,10536.201158263886
2.5,13382.96495290471,porsche,cayenne,cuv,phev,10536.201158263886
3,18651.065532036653,porsche,cayenne,cuv,phev,10536.201158263886
3.5,23919.166111168597,porsche,cayenne,cuv,phev,10536.201158263886
4,29187.266690300537,porsche,cayenne,cuv,phev,10536.201158263886
4.5,34455.367269432485,porsche,cayenne,cuv,phev,10536.201158263886
5,39723.467848564425,porsche,cayenne,cuv,phev,10536.201158263886
5.5,44991.568427696366,porsche,cayenne,cuv,phev,10536.201158263886
6,50259.66900682831,porsche,cayenne,cuv,phev,10536.201158263886
6.5,55527.76958596025,porsche,cayenne,cuv,phev,10536.201158263886
7,60795.8701650922,porsche,cayenne,cuv,phev,10536.201158263886
7.5,66063.97074422413,porsche,cayenne,cuv,phev,10536.201158263886
8,71332.07132335608,porsche,cayenne,cuv,phev,10536.201158263886
8.5,76600.17190248803,porsche,cayenne,cuv,phev,10536.201158263886
9,81868.27248161996,porsche,cayenne,cuv,phev,10536.201158263886
2,12538.05225802301,mini,countryman,cuv,phev,9153.369418282487
2.5,17114.736967164255,mini,countryman,cuv,phev,9153.369418282487
3,21691.421676305497,mini,countryman,cuv,phev,9153.369418282487
3.5,26268.106385446743,mini,countryman,cuv,phev,9153.369418282487
4,30844.791094587985,mini,countryman,cuv,phev,9153.369418282487
4.5,35421.47580372923,mini,countryman,cuv,phev,9153.369418282487
5,39998.160512870476,mini,countryman,cuv,phev,9153.369418282487
5.5,44574.84522201172,mini,countryman,cuv,phev,9153.369418282487
6,49151.52993115296,mini,countryman,cuv,phev,9153.369418282487
6.5,53728.2146402942,mini,countryman,cuv,phev,9153.369418282487
7,58304.89934943545,mini,countryman,cuv,phev,9153.369418282487
7.5,62881.58405857669,mini,countryman,cuv,phev,9153.369418282487
8,67458.26876771793,mini,countryman,cuv,phev,9153.369418282487
8.5,72034.95347685918,mini,countryman,cuv,phev,9153.369418282487
9,76611.63818600042,mini,countryman,cuv,phev,9153.369418282487
2,12570.58096389762,lincoln,aviator,cuv,phev,10155.195604860488
2.5,17648.178766327866,lincoln,aviator,cuv,phev,10155.195604860488
3,22725.77656875811,lincoln,aviator,cuv,phev,10155.195604860488
3.5,27803.374371188354,lincoln,aviator,cuv,phev,10155.195604860488
4,32880.9721736186,lincoln,aviator,cuv,phev,10155.195604860488
4.5,37958.56997604884,lincoln,aviator,cuv,phev,10155.195604860488
5,43036.16777847909,lincoln,aviator,cuv,phev,10155.195604860488
5.5,48113.76558090933,lincoln,aviator,cuv,phev,10155.195604860488
6,53191.36338333957,lincoln,aviator,cuv,phev,10155.195604860488
6.5,58268.96118576982,lincoln,aviator,cuv,phev,10155.195604860488
7,63346.558988200064,lincoln,aviator,cuv,phev,10155.195604860488
7.5,68424.15679063031,lincoln,aviator,cuv,phev,10155.195604860488
8,73501.75459306056,lincoln,aviator,cuv,phev,10155.195604860488
8.5,78579.35239549079,lincoln,aviator,cuv,phev,10155.195604860488
9,83656.95019792103,lincoln,aviator,cuv,phev,10155.195604860488
2,10515.760396427202,mercedes-benz,gle-class,cuv,phev,9750.761650159153
2.5,15391.14122150678,mercedes-benz,gle-class,cuv,phev,9750.761650159153
3,20266.522046586353,mercedes-benz,gle-class,cuv,phev,9750.761650159153
3.5,25141.90287166593,mercedes-benz,gle-class,cuv,phev,9750.761650159153
4,30017.283696745508,mercedes-benz,gle-class,cuv,phev,9750.761650159153
4.5,34892.664521825085,mercedes-benz,gle-class,cuv,phev,9750.761650159153
5,39768.04534690466,mercedes-benz,gle-class,cuv,phev,9750.761650159153
5.5,44643.42617198424,mercedes-benz,gle-class,cuv,phev,9750.761650159153
6,49518.80699706382,mercedes-benz,gle-class,cuv,phev,9750.761650159153
6.5,54394.18782214339,mercedes-benz,gle-class,cuv,phev,9750.761650159153
7,59269.568647222965,mercedes-benz,gle-class,cuv,phev,9750.761650159153
7.5,64144.94947230254,mercedes-benz,gle-class,cuv,phev,9750.761650159153
8,69020.33029738211,mercedes-benz,gle-class,cuv,phev,9750.761650159153
8.5,73895.7111224617,mercedes-benz,gle-class,cuv,phev,9750.761650159153
9,78771.09194754127,mercedes-benz,gle-class,cuv,phev,9750.761650159153
2,9429.275031310559,mercedes-benz,glc,cuv,phev,9192.048075184963
2.5,14025.299068903041,mercedes-benz,glc,cuv,phev,9192.048075184963
3,18621.32310649552,mercedes-benz,glc,cuv,phev,9192.048075184963
3.5,23217.347144088002,mercedes-benz,glc,cuv,phev,9192.048075184963
4,27813.371181680486,mercedes-benz,glc,cuv,phev,9192.048075184963
4.5,32409.395219272967,mercedes-benz,glc,cuv,phev,9192.048075184963
5,37005.41925686545,mercedes-benz,glc,cuv,phev,9192.048075184963
5.5,41601.44329445793,mercedes-benz,glc,cuv,phev,9192.048075184963
6,46197.46733205041,mercedes-benz,glc,cuv,phev,9192.048075184963
6.5,50793.49136964289,mercedes-benz,glc,cuv,phev,9192.048075184963
7,55389.515407235376,mercedes-benz,glc,cuv,phev,9192.048075184963
7.5,59985.53944482785,mercedes-benz,glc,cuv,phev,9192.048075184963
8,64581.56348242034,mercedes-benz,glc,cuv,phev,9192.048075184963
8.5,69177.58752001282,mercedes-benz,glc,cuv,phev,9192.048075184963
9,73773.6115576053,mercedes-benz,glc,cuv,phev,9192.048075184963
2,8189.789846776759,mercedes-benz,glc-class,cuv,phev,10259.450442870357
2.5,13319.515068211938,mercedes-benz,glc-class,cuv,phev,10259.450442870357
3,18449.240289647118,mercedes-benz,glc-class,cuv,phev,10259.450442870357
3.5,23578.965511082293,mercedes-benz,glc-class,cuv,phev,10259.450442870357
4,28708.690732517472,mercedes-benz,glc-class,cuv,phev,10259.450442870357
4.5,33838.41595395265,mercedes-benz,glc-class,cuv,phev,10259.450442870357
5,38968.14117538783,mercedes-benz,glc-class,cuv,phev,10259.450442870357
5.5,44097.86639682301,mercedes-benz,glc-class,cuv,phev,10259.450442870357
6,49227.591618258186,mercedes-benz,glc-class,cuv,phev,10259.450442870357
6.5,54357.31683969336,mercedes-benz,glc-class,cuv,phev,10259.450442870357
7,59487.042061128544,mercedes-benz,glc-class,cuv,phev,10259.450442870357
7.5,64616.76728256372,mercedes-benz,glc-class,cuv,phev,10259.450442870357
8,69746.4925039989,mercedes-benz,glc-class,cuv,phev,10259.450442870357
8.5,74876.21772543408,mercedes-benz,glc-class,cuv,phev,10259.450442870357
9,80005.94294686925,mercedes-benz,glc-class,cuv,phev,10259.450442870357
2,13033.010527486622,land rover,range rover evoque,cuv,phev,8154.522722167914
2.5,17110.27188857058,land rover,range rover evoque,cuv,phev,8154.522722167914
3,21187.533249654534,land rover,range rover evoque,cuv,phev,8154.522722167914
3.5,25264.794610738492,land rover,range rover evoque,cuv,phev,8154.522722167914
4,29342.05597182245,land rover,range rover evoque,cuv,phev,8154.522722167914
4.5,33419.31733290641,land rover,range rover evoque,cuv,phev,8154.522722167914
5,37496.57869399036,land rover,range rover evoque,cuv,phev,8154.522722167914
5.5,41573.840055074324,land rover,range rover evoque,cuv,phev,8154.522722167914
6,45651.10141615828,land rover,range rover evoque,cuv,phev,8154.522722167914
6.5,49728.36277724223,land rover,range rover evoque,cuv,phev,8154.522722167914
7,53805.624138326195,land rover,range rover evoque,cuv,phev,8154.522722167914
7.5,57882.88549941015,land rover,range rover evoque,cuv,phev,8154.522722167914
8,61960.146860494104,land rover,range rover evoque,cuv,phev,8154.522722167914
8.5,66037.40822157807,land rover,range rover evoque,cuv,phev,8154.522722167914
9,70114.66958266203,land rover,range rover evoque,cuv,phev,8154.522722167914
2,6528.486513310356,bmw,xm,cuv,phev,12309.082977897695
2.5,12683.028002259203,bmw,xm,cuv,phev,12309.082977897695
3,18837.56949120805,bmw,xm,cuv,phev,12309.082977897695
3.5,24992.110980156896,bmw,xm,cuv,phev,12309.082977897695
4,31146.652469105746,bmw,xm,cuv,phev,12309.082977897695
4.5,37301.193958054595,bmw,xm,cuv,phev,12309.082977897695
5,43455.73544700344,bmw,xm,cuv,phev,12309.082977897695
5.5,49610.276935952286,bmw,xm,cuv,phev,12309.082977897695
6,55764.81842490114,bmw,xm,cuv,phev,12309.082977897695
6.5,61919.359913849985,bmw,xm,cuv,phev,12309.082977897695
7,68073.90140279883,bmw,xm,cuv,phev,12309.082977897695
7.5,74228.44289174768,bmw,xm,cuv,phev,12309.082977897695
8,80382.98438069652,bmw,xm,cuv,phev,12309.082977897695
8.5,86537.52586964537,bmw,xm,cuv,phev,12309.082977897695
9,92692.06735859421,bmw,xm,cuv,phev,12309.082977897695
2,8334.446858142117,hyundai,santa fe,cuv,phev,18646.559642998178
2.5,17657.726679641208,hyundai,santa fe,cuv,phev,18646.559642998178
3,26981.006501140295,hyundai,santa fe,cuv,phev,18646.559642998178
3.5,36304.28632263938,hyundai,santa fe,cuv,phev,18646.559642998178
4,45627.56614413847,hyundai,santa fe,cuv,phev,18646.559642998178
4.5,54950.84596563756,hyundai,santa fe,cuv,phev,18646.559642998178
5,64274.125787136654,hyundai,santa fe,cuv,phev,18646.559642998178
5.5,73597.40560863575,hyundai,santa fe,cuv,phev,18646.559642998178
6,82920.68543013482,hyundai,santa fe,cuv,phev,18646.559642998178
6.5,92243.96525163391,hyundai,santa fe,cuv,phev,18646.559642998178
7,101567.245073133,hyundai,santa fe,cuv,phev,18646.559642998178
7.5,110890.5248946321,hyundai,santa fe,cuv,phev,18646.559642998178
8,120213.80471613118,hyundai,santa fe,cuv,phev,18646.559642998178
8.5,129537.08453763028,hyundai,santa fe,cuv,phev,18646.559642998178
9,138860.36435912937,hyundai,santa fe,cuv,phev,18646.559642998178
2,11417.572418454645,lexus,nx phev,cuv,phev,9319.412805002083
2.5,16077.278820955686,lexus,nx phev,cuv,phev,9319.412805002083
3,20736.98522345673,lexus,nx phev,cuv,phev,9319.412805002083
3.5,25396.69162595777,lexus,nx phev,cuv,phev,9319.412805002083
4,30056.39802845881,lexus,nx phev,cuv,phev,9319.412805002083
4.5,34716.10443095985,lexus,nx phev,cuv,phev,9319.412805002083
5,39375.81083346089,lexus,nx phev,cuv,phev,9319.412805002083
5.5,44035.51723596193,lexus,nx phev,cuv,phev,9319.412805002083
6,48695.22363846298,lexus,nx phev,cuv,phev,9319.412805002083
6.5,53354.93004096402,lexus,nx phev,cuv,phev,9319.412805002083
7,58014.63644346506,lexus,nx phev,cuv,phev,9319.412805002083
7.5,62674.3428459661,lexus,nx phev,cuv,phev,9319.412805002083
8,67334.04924846714,lexus,nx phev,cuv,phev,9319.412805002083
8.5,71993.75565096819,lexus,nx phev,cuv,phev,9319.412805002083
9,76653.46205346922,lexus,nx phev,cuv,phev,9319.412805002083
2,41270.462339720296,mitsubishi,outlander phev,cuv,phev,9780.323283861508
2.5,46160.62398165105,mitsubishi,outlander phev,cuv,phev,9780.323283861508
3,51050.7856235818,mitsubishi,outlander phev,cuv,phev,9780.323283861508
3.5,55940.94726551256,mitsubishi,outlander phev,cuv,phev,9780.323283861508
4,60831.10890744331,mitsubishi,outlander phev,cuv,phev,9780.323283861508
4.5,65721.27054937407,mitsubishi,outlander phev,cuv,phev,9780.323283861508
5,70611.43219130482,mitsubishi,outlander phev,cuv,phev,9780.323283861508
5.5,75501.59383323557,mitsubishi,outlander phev,cuv,phev,9780.323283861508
6,80391.75547516633,mitsubishi,outlander phev,cuv,phev,9780.323283861508
6.5,85281.91711709708,mitsubishi,outlander phev,cuv,phev,9780.323283861508
7,90172.07875902783,mitsubishi,outlander phev,cuv,phev,9780.323283861508
7.5,95062.24040095859,mitsubishi,outlander phev,cuv,phev,9780.323283861508
8,99952.40204288934,mitsubishi,outlander phev,cuv,phev,9780.323283861508
8.5,104842.5636848201,mitsubishi,outlander phev,cuv,phev,9780.323283861508
9,109732.72532675085,mitsubishi,outlander phev,cuv,phev,9780.323283861508
2,17906.65316262735,kia,sorento,cuv,phev,12143.239002189304
2.5,23978.272663722004,kia,sorento,cuv,phev,12143.239002189304
3,30049.892164816654,kia,sorento,cuv,phev,12143.239002189304
3.5,36121.511665911305,kia,sorento,cuv,phev,12143.239002189304
4,42193.13116700596,kia,sorento,cuv,phev,12143.239002189304
4.5,48264.75066810061,kia,sorento,cuv,phev,12143.239002189304
5,54336.37016919527,kia,sorento,cuv,phev,12143.239002189304
5.5,60407.98967028991,kia,sorento,cuv,phev,12143.239002189304
6,66479.60917138457,kia,sorento,cuv,phev,12143.239002189304
6.5,72551.22867247922,kia,sorento,cuv,phev,12143.239002189304
7,78622.84817357388,kia,sorento,cuv,phev,12143.239002189304
7.5,84694.46767466853,kia,sorento,cuv,phev,12143.239002189304
8,90766.08717576318,kia,sorento,cuv,phev,12143.239002189304
8.5,96837.70667685782,kia,sorento,cuv,phev,12143.239002189304
9,102909.32617795248,kia,sorento,cuv,phev,12143.239002189304
2,14960.354519187878,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
2.5,15130.449005812738,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
3,15300.543492437599,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
3.5,15470.637979062458,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
4,15640.732465687317,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
4.5,15810.826952312176,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
5,15980.921438937037,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
5.5,16151.015925561896,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
6,16321.110412186756,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
6.5,16491.204898811615,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
7,16661.299385436476,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
7.5,16831.393872061333,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
8,17001.488358686194,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
8.5,17171.582845311055,mitsubishi,outlander plug-in hybrid,cuv,phev,340.18897324971937
