HEAD
make,model,vehicle_type,powertrain,coef
5,54831.089813230035,volkswagen,atlas,cuv,cv,11818.37356912437
5.5,60740.27659779222,volkswagen,atlas,cuv,cv,11818.37356912437
6,66649.4633823544,volkswagen,atlas,cuv,cv,11818.37356912437
6.5,72558.65016691659,volkswagen,atlas,cuv,cv,11818.37356912437
7,78467.83695147878,volkswagen,atlas,cuv,cv,11818.37356912437
7.5,84377.02373604095,volkswagen,atlas,cuv,cv,11818.37356912437
8,90286.21052060314,volkswagen,atlas,cuv,cv,11818.37356912437
8.5,96195.39730516533,volkswagen,atlas,cuv,cv,11818.37356912437
9,102104.58408972752,volkswagen,atlas,cuv,cv,11818.37356912437
2,14967.441514522618,volkswagen,tiguan,cuv,cv,10994.689266058665
2.5,20464.78614755195,volkswagen,tiguan,cuv,cv,10994.689266058665
3,25962.130780581283,volkswagen,tiguan,cuv,cv,10994.689266058665
3.5,31459.475413610617,volkswagen,tiguan,cuv,cv,10994.689266058665
4,36956.82004663995,volkswagen,tiguan,cuv,cv,10994.689266058665
4.5,42454.16467966928,volkswagen,tiguan,cuv,cv,10994.689266058665
5,47951.50931269862,volkswagen,tiguan,cuv,cv,10994.689266058665
5.5,53448.85394572795,volkswagen,tiguan,cuv,cv,10994.689266058665
6,58946.19857875728,volkswagen,tiguan,cuv,cv,10994.689266058665
6.5,64443.543211786615,volkswagen,tiguan,cuv,cv,10994.689266058665
7,69940.88784481594,volkswagen,tiguan,cuv,cv,10994.689266058665
7.5,75438.23247784527,volkswagen,tiguan,cuv,cv,10994.689266058665
8,80935.57711087461,volkswagen,tiguan,cuv,cv,10994.689266058665
8.5,86432.92174390395,volkswagen,tiguan,cuv,cv,10994.689266058665
9,91930.26637693327,volkswagen,tiguan,cuv,cv,10994.689266058665
2,11959.094330766095,volvo,xc60,cuv,cv,12056.608193262384
2.5,17987.398427397286,volvo,xc60,cuv,cv,12056.608193262384
3,24015.70252402848,volvo,xc60,cuv,cv,12056.608193262384
3.5,30044.00662065967,volvo,xc60,cuv,cv,12056.608193262384
4,36072.310717290864,volvo,xc60,cuv,cv,12056.608193262384
4.5,42100.61481392205,volvo,xc60,cuv,cv,12056.608193262384
5,48128.91891055324,volvo,xc60,cuv,cv,12056.608193262384
5.5,54157.22300718444,volvo,xc60,cuv,cv,12056.608193262384
6,60185.52710381563,volvo,xc60,cuv,cv,12056.608193262384
6.5,66213.83120044682,volvo,xc60,cuv,cv,12056.608193262384
7,72242.13529707801,volvo,xc60,cuv,cv,12056.608193262384
7.5,78270.43939370921,volvo,xc60,cuv,cv,12056.608193262384
8,84298.74349034039,volvo,xc60,cuv,cv,12056.608193262384
8.5,90327.04758697159,volvo,xc60,cuv,cv,12056.608193262384
9,96355.35168360278,volvo,xc60,cuv,cv,12056.608193262384
2,13309.105867477949,volvo,xc90,cuv,cv,12612.907855207952
2.5,19615.559795081925,volvo,xc90,cuv,cv,12612.907855207952
3,25922.0137226859,volvo,xc90,cuv,cv,12612.907855207952
3.5,32228.467650289876,volvo,xc90,cuv,cv,12612.907855207952
4,38534.92157789385,volvo,xc90,cuv,cv,12612.907855207952
4.5,44841.375505497825,volvo,xc90,cuv,cv,12612.907855207952
5,51147.829433101804,volvo,xc90,cuv,cv,12612.907855207952
5.5,57454.283360705784,volvo,xc90,cuv,cv,12612.907855207952
6,63760.737288309756,volvo,xc90,cuv,cv,12612.907855207952
6.5,70067.19121591373,volvo,xc90,cuv,cv,12612.907855207952
7,76373.6451435177,volvo,xc90,cuv,cv,12612.907855207952
7.5,82680.09907112169,volvo,xc90,cuv,cv,12612.907855207952
8,88986.55299872566,volvo,xc90,cuv,cv,12612.907855207952
8.5,95293.00692632963,volvo,xc90,cuv,cv,12612.907855207952
9,101599.46085393362,volvo,xc90,cuv,cv,12612.907855207952
2,17450.212937485645,toyota,rav4,cuv,cv,10995.42002124353
2.5,22947.92294810741,toyota,rav4,cuv,cv,10995.42002124353
3,28445.632958729177,toyota,rav4,cuv,cv,10995.42002124353
3.5,33943.34296935094,toyota,rav4,cuv,cv,10995.42002124353
4,39441.05297997271,toyota,rav4,cuv,cv,10995.42002124353
4.5,44938.76299059447,toyota,rav4,cuv,cv,10995.42002124353
5,50436.47300121623,toyota,rav4,cuv,cv,10995.42002124353
5.5,55934.183011838,toyota,rav4,cuv,cv,10995.42002124353
6,61431.893022459764,toyota,rav4,cuv,cv,10995.42002124353
6.5,66929.60303308153,toyota,rav4,cuv,cv,10995.42002124353
7,72427.3130437033,toyota,rav4,cuv,cv,10995.42002124353
7.5,77925.02305432507,toyota,rav4,cuv,cv,10995.42002124353
8,83422.73306494682,toyota,rav4,cuv,cv,10995.42002124353
8.5,88920.44307556859,toyota,rav4,cuv,cv,10995.42002124353
9,94418.15308619036,toyota,rav4,cuv,cv,10995.42002124353
2,14908.703216503203,bmw,x3,cuv,cv,10754.083195965926
2.5,20285.744814486166,bmw,x3,cuv,cv,10754.083195965926
3,25662.78641246913,bmw,x3,cuv,cv,10754.083195965926
3.5,31039.828010452093,bmw,x3,cuv,cv,10754.083195965926
4,36416.86960843505,bmw,x3,cuv,cv,10754.083195965926
4.5,41793.911206418015,bmw,x3,cuv,cv,10754.083195965926
5,47170.95280440098,bmw,x3,cuv,cv,10754.083195965926
5.5,52547.99440238394,bmw,x3,cuv,cv,10754.083195965926
6,57925.036000366905,bmw,x3,cuv,cv,10754.083195965926
6.5,63302.07759834987,bmw,x3,cuv,cv,10754.083195965926
7,68679.11919633283,bmw,x3,cuv,cv,10754.083195965926
7.5,74056.1607943158,bmw,x3,cuv,cv,10754.083195965926
8,79433.20239229876,bmw,x3,cuv,cv,10754.083195965926
8.5,84810.24399028173,bmw,x3,cuv,cv,10754.083195965926
9,90187.28558826468,bmw,x3,cuv,cv,10754.083195965926
2,15812.828131211641,buick,enclave,cuv,cv,13343.72943823425
2.5,22484.692850328767,buick,enclave,cuv,cv,13343.72943823425
3,29156.55756944589,buick,enclave,cuv,cv,13343.72943823425
3.5,35828.422288563015,buick,enclave,cuv,cv,13343.72943823425
4,42500.28700768014,buick,enclave,cuv,cv,13343.72943823425
4.5,49172.15172679727,buick,enclave,cuv,cv,13343.72943823425
5,55844.01644591439,buick,enclave,cuv,cv,13343.72943823425
5.5,62515.88116503152,buick,enclave,cuv,cv,13343.72943823425
6,69187.74588414864,buick,enclave,cuv,cv,13343.72943823425
6.5,75859.61060326577,buick,enclave,cuv,cv,13343.72943823425
7,82531.47532238289,buick,enclave,cuv,cv,13343.72943823425
7.5,89203.34004150002,buick,enclave,cuv,cv,13343.72943823425
8,95875.20476061714,buick,enclave,cuv,cv,13343.72943823425
8.5,102547.06947973426,buick,enclave,cuv,cv,13343.72943823425
9,109218.93419885139,buick,enclave,cuv,cv,13343.72943823425
2,11298.931554016268,buick,encore,cuv,cv,10852.20242931503
2.5,16725.032768673784,buick,encore,cuv,cv,10852.20242931503
3,22151.133983331296,buick,encore,cuv,cv,10852.20242931503
3.5,27577.23519798881,buick,encore,cuv,cv,10852.20242931503
4,33003.33641264633,buick,encore,cuv,cv,10852.20242931503
4.5,38429.43762730384,buick,encore,cuv,cv,10852.20242931503
5,43855.53884196136,buick,encore,cuv,cv,10852.20242931503
5.5,49281.640056618875,buick,encore,cuv,cv,10852.20242931503
6,54707.74127127639,buick,encore,cuv,cv,10852.20242931503
6.5,60133.8424859339,buick,encore,cuv,cv,10852.20242931503
7,65559.94370059142,buick,encore,cuv,cv,10852.20242931503
7.5,70986.04491524893,buick,encore,cuv,cv,10852.20242931503
8,76412.14612990644,buick,encore,cuv,cv,10852.20242931503
8.5,81838.24734456396,buick,encore,cuv,cv,10852.20242931503
9,87264.34855922147,buick,encore,cuv,cv,10852.20242931503
2,16010.088522416318,cadillac,srx,cuv,cv,10819.455857774474
2.5,21419.816451303555,cadillac,srx,cuv,cv,10819.455857774474
3,26829.544380190793,cadillac,srx,cuv,cv,10819.455857774474
3.5,32239.272309078027,cadillac,srx,cuv,cv,10819.455857774474
4,37649.000237965265,cadillac,srx,cuv,cv,10819.455857774474
4.5,43058.7281668525,cadillac,srx,cuv,cv,10819.455857774474
5,48468.45609573974,cadillac,srx,cuv,cv,10819.455857774474
5.5,53878.18402462698,cadillac,srx,cuv,cv,10819.455857774474
6,59287.911953514216,cadillac,srx,cuv,cv,10819.455857774474
6.5,64697.63988240145,cadillac,srx,cuv,cv,10819.455857774474
7,70107.36781128868,cadillac,srx,cuv,cv,10819.455857774474
7.5,75517.09574017592,cadillac,srx,cuv,cv,10819.455857774474
8,80926.82366906316,cadillac,srx,cuv,cv,10819.455857774474
8.5,86336.5515979504,cadillac,srx,cuv,cv,10819.455857774474
9,91746.27952683764,cadillac,srx,cuv,cv,10819.455857774474
2,15778.600633188033,cadillac,xt5,cuv,cv,9788.412271176496
2.5,20672.80676877628,cadillac,xt5,cuv,cv,9788.412271176496
3,25567.01290436453,cadillac,xt5,cuv,cv,9788.412271176496
3.5,30461.219039952775,cadillac,xt5,cuv,cv,9788.412271176496
4,35355.42517554102,cadillac,xt5,cuv,cv,9788.412271176496
4.5,40249.63131112927,cadillac,xt5,cuv,cv,9788.412271176496
5,45143.83744671752,cadillac,xt5,cuv,cv,9788.412271176496
5.5,50038.04358230577,cadillac,xt5,cuv,cv,9788.412271176496
6,54932.24971789402,cadillac,xt5,cuv,cv,9788.412271176496
6.5,59826.455853482265,cadillac,xt5,cuv,cv,9788.412271176496
7,64720.66198907051,cadillac,xt5,cuv,cv,9788.412271176496
7.5,69614.86812465877,cadillac,xt5,cuv,cv,9788.412271176496
8,74509.07426024701,cadillac,xt5,cuv,cv,9788.412271176496
8.5,79403.28039583526,cadillac,xt5,cuv,cv,9788.412271176496
9,84297.4865314235,cadillac,xt5,cuv,cv,9788.412271176496
2,17705.624977920248,chevrolet,equinox,cuv,cv,12921.544814086792
2.5,24166.397384963646,chevrolet,equinox,cuv,cv,12921.544814086792
3,30627.169792007044,chevrolet,equinox,cuv,cv,12921.544814086792
3.5,37087.942199050434,chevrolet,equinox,cuv,cv,12921.544814086792
4,43548.71460609383,chevrolet,equinox,cuv,cv,12921.544814086792
4.5,50009.48701313723,chevrolet,equinox,cuv,cv,12921.544814086792
5,56470.25942018063,chevrolet,equinox,cuv,cv,12921.544814086792
5.5,62931.031827224026,chevrolet,equinox,cuv,cv,12921.544814086792
6,69391.80423426742,chevrolet,equinox,cuv,cv,12921.544814086792
6.5,75852.57664131082,chevrolet,equinox,cuv,cv,12921.544814086792
7,82313.34904835421,chevrolet,equinox,cuv,cv,12921.544814086792
7.5,88774.1214553976,chevrolet,equinox,cuv,cv,12921.544814086792
8,95234.89386244101,chevrolet,equinox,cuv,cv,12921.544814086792
8.5,101695.6662694844,chevrolet,equinox,cuv,cv,12921.544814086792
9,108156.43867652779,chevrolet,equinox,cuv,cv,12921.544814086792
2,18572.322932658237,chevrolet,traverse,cuv,cv,14211.75861949417
2.5,25678.202242405325,chevrolet,traverse,cuv,cv,14211.75861949417
3,32784.081552152405,chevrolet,traverse,cuv,cv,14211.75861949417
3.5,39889.9608618995,chevrolet,traverse,cuv,cv,14211.75861949417
4,46995.84017164658,chevrolet,traverse,cuv,cv,14211.75861949417
4.5,54101.719481393666,chevrolet,traverse,cuv,cv,14211.75861949417
5,61207.59879114075,chevrolet,traverse,cuv,cv,14211.75861949417
5.5,68313.47810088783,chevrolet,traverse,cuv,cv,14211.75861949417
6,75419.35741063493,chevrolet,traverse,cuv,cv,14211.75861949417
6.5,82525.236720382,chevrolet,traverse,cuv,cv,14211.75861949417
7,89631.1160301291,chevrolet,traverse,cuv,cv,14211.75861949417
7.5,96736.99533987617,chevrolet,traverse,cuv,cv,14211.75861949417
8,103842.87464962326,chevrolet,traverse,cuv,cv,14211.75861949417
8.5,110948.75395937034,chevrolet,traverse,cuv,cv,14211.75861949417
9,118054.63326911743,chevrolet,traverse,cuv,cv,14211.75861949417
2,11406.449518693064,chevrolet,trax,cuv,cv,11941.842734433134
2.5,17377.37088590963,chevrolet,trax,cuv,cv,11941.842734433134
3,23348.292253126197,chevrolet,trax,cuv,cv,11941.842734433134
3.5,29319.213620342765,chevrolet,trax,cuv,cv,11941.842734433134
4,35290.13498755933,chevrolet,trax,cuv,cv,11941.842734433134
4.5,41261.0563547759,chevrolet,trax,cuv,cv,11941.842734433134
5,47231.977721992465,chevrolet,trax,cuv,cv,11941.842734433134
5.5,53202.89908920903,chevrolet,trax,cuv,cv,11941.842734433134
6,59173.8204564256,chevrolet,trax,cuv,cv,11941.842734433134
6.5,65144.741823642165,chevrolet,trax,cuv,cv,11941.842734433134
7,71115.66319085873,chevrolet,trax,cuv,cv,11941.842734433134
7.5,77086.5845580753,chevrolet,trax,cuv,cv,11941.842734433134
8,83057.50592529187,chevrolet,trax,cuv,cv,11941.842734433134
8.5,89028.42729250844,chevrolet,trax,cuv,cv,11941.842734433134
9,94999.348659725,chevrolet,trax,cuv,cv,11941.842734433134
2,15634.009422886262,ford,escape,cuv,cv,12771.195497409744
2.5,22019.607171591135,ford,escape,cuv,cv,12771.195497409744
3,28405.204920296004,ford,escape,cuv,cv,12771.195497409744
3.5,34790.80266900088,ford,escape,cuv,cv,12771.195497409744
4,41176.40041770575,ford,escape,cuv,cv,12771.195497409744
4.5,47561.99816641062,ford,escape,cuv,cv,12771.195497409744
5,53947.5959151155,ford,escape,cuv,cv,12771.195497409744
5.5,60333.19366382037,ford,escape,cuv,cv,12771.195497409744
6,66718.79141252524,ford,escape,cuv,cv,12771.195497409744
6.5,73104.38916123011,ford,escape,cuv,cv,12771.195497409744
7,79489.98690993499,ford,escape,cuv,cv,12771.195497409744
7.5,85875.58465863985,ford,escape,cuv,cv,12771.195497409744
8,92261.18240734472,ford,escape,cuv,cv,12771.195497409744
8.5,98646.7801560496,ford,escape,cuv,cv,12771.195497409744
9,105032.37790475447,ford,escape,cuv,cv,12771.195497409744
2,15938.71017543558,gmc,acadia,cuv,cv,14035.786855348255
2.5,22956.60360310971,gmc,acadia,cuv,cv,14035.786855348255
3,29974.497030783838,gmc,acadia,cuv,cv,14035.786855348255
3.5,36992.390458457965,gmc,acadia,cuv,cv,14035.786855348255
4,44010.28388613209,gmc,acadia,cuv,cv,14035.786855348255
4.5,51028.17731380622,gmc,acadia,cuv,cv,14035.786855348255
5,58046.07074148035,gmc,acadia,cuv,cv,14035.786855348255
5.5,65063.964169154475,gmc,acadia,cuv,cv,14035.786855348255
6,72081.8575968286,gmc,acadia,cuv,cv,14035.786855348255
6.5,79099.75102450272,gmc,acadia,cuv,cv,14035.786855348255
7,86117.64445217686,gmc,acadia,cuv,cv,14035.786855348255
7.5,93135.53787985098,gmc,acadia,cuv,cv,14035.786855348255
8,100153.43130752511,gmc,acadia,cuv,cv,14035.786855348255
8.5,107171.32473519923,gmc,acadia,cuv,cv,14035.786855348255
9,114189.21816287337,gmc,acadia,cuv,cv,14035.786855348255
2,16565.26329510194,gmc,terrain,cuv,cv,12690.292575167621
2.5,22910.409582685752,gmc,terrain,cuv,cv,12690.292575167621
3,29255.555870269563,gmc,terrain,cuv,cv,12690.292575167621
3.5,35600.702157853375,gmc,terrain,cuv,cv,12690.292575167621
4,41945.84844543718,gmc,terrain,cuv,cv,12690.292575167621
4.5,48290.99473302099,gmc,terrain,cuv,cv,12690.292575167621
5,54636.1410206048,gmc,terrain,cuv,cv,12690.292575167621
5.5,60981.287308188614,gmc,terrain,cuv,cv,12690.292575167621
6,67326.43359577243,gmc,terrain,cuv,cv,12690.292575167621
6.5,73671.57988335623,gmc,terrain,cuv,cv,12690.292575167621
7,80016.72617094005,gmc,terrain,cuv,cv,12690.292575167621
7.5,86361.87245852385,gmc,terrain,cuv,cv,12690.292575167621
8,92707.01874610767,gmc,terrain,cuv,cv,12690.292575167621
8.5,99052.16503369148,gmc,terrain,cuv,cv,12690.292575167621
9,105397.3113212753,gmc,terrain,cuv,cv,12690.292575167621
2,10152.186699818954,honda,cr-v,cuv,cv,12319.357006306736
2.5,16311.865202972323,honda,cr-v,cuv,cv,12319.357006306736
3,22471.54370612569,honda,cr-v,cuv,cv,12319.357006306736
3.5,28631.222209279058,honda,cr-v,cuv,cv,12319.357006306736
4,34790.90071243243,honda,cr-v,cuv,cv,12319.357006306736
4.5,40950.57921558579,honda,cr-v,cuv,cv,12319.357006306736
5,47110.257718739165,honda,cr-v,cuv,cv,12319.357006306736
5.5,53269.93622189253,honda,cr-v,cuv,cv,12319.357006306736
6,59429.6147250459,honda,cr-v,cuv,cv,12319.357006306736
6.5,65589.29322819927,honda,cr-v,cuv,cv,12319.357006306736
7,71748.97173135263,honda,cr-v,cuv,cv,12319.357006306736
7.5,77908.650234506,honda,cr-v,cuv,cv,12319.357006306736
8,84068.32873765938,honda,cr-v,cuv,cv,12319.357006306736
8.5,90228.00724081275,honda,cr-v,cuv,cv,12319.357006306736
9,96387.68574396611,honda,cr-v,cuv,cv,12319.357006306736
2,14549.180151014327,honda,pilot,cuv,cv,14349.437729898982
2.5,21723.89901596382,honda,pilot,cuv,cv,14349.437729898982
3,28898.61788091331,honda,pilot,cuv,cv,14349.437729898982
3.5,36073.3367458628,honda,pilot,cuv,cv,14349.437729898982
4,43248.05561081229,honda,pilot,cuv,cv,14349.437729898982
4.5,50422.774475761784,honda,pilot,cuv,cv,14349.437729898982
5,57597.49334071127,honda,pilot,cuv,cv,14349.437729898982
5.5,64772.21220566076,honda,pilot,cuv,cv,14349.437729898982
6,71946.93107061026,honda,pilot,cuv,cv,14349.437729898982
6.5,79121.64993555975,honda,pilot,cuv,cv,14349.437729898982
7,86296.36880050924,honda,pilot,cuv,cv,14349.437729898982
7.5,93471.08766545873,honda,pilot,cuv,cv,14349.437729898982
8,100645.80653040821,honda,pilot,cuv,cv,14349.437729898982
8.5,107820.5253953577,honda,pilot,cuv,cv,14349.437729898982
9,114995.2442603072,honda,pilot,cuv,cv,14349.437729898982
2,19662.668288808916,hyundai,santa fe,cuv,cv,12175.714176616351
2.5,25750.52537711709,hyundai,santa fe,cuv,cv,12175.714176616351
3,31838.382465425268,hyundai,santa fe,cuv,cv,12175.714176616351
3.5,37926.239553733445,hyundai,santa fe,cuv,cv,12175.714176616351
4,44014.096642041615,hyundai,santa fe,cuv,cv,12175.714176616351
4.5,50101.95373034979,hyundai,santa fe,cuv,cv,12175.714176616351
5,56189.81081865797,hyundai,santa fe,cuv,cv,12175.714176616351
5.5,62277.66790696615,hyundai,santa fe,cuv,cv,12175.714176616351
6,68365.52499527432,hyundai,santa fe,cuv,cv,12175.714176616351
6.5,74453.3820835825,hyundai,santa fe,cuv,cv,12175.714176616351
7,80541.23917189067,hyundai,santa fe,cuv,cv,12175.714176616351
7.5,86629.09626019884,hyundai,santa fe,cuv,cv,12175.714176616351
8,92716.95334850703,hyundai,santa fe,cuv,cv,12175.714176616351
8.5,98804.8104368152,hyundai,santa fe,cuv,cv,12175.714176616351
9,104892.66752512337,hyundai,santa fe,cuv,cv,12175.714176616351
2,18669.68074351573,jeep,compass,cuv,cv,11379.890798049957
2.5,24359.62614254071,jeep,compass,cuv,cv,11379.890798049957
3,30049.57154156569,jeep,compass,cuv,cv,11379.890798049957
3.5,35739.51694059066,jeep,compass,cuv,cv,11379.890798049957
4,41429.462339615646,jeep,compass,cuv,cv,11379.890798049957
4.5,47119.40773864062,jeep,compass,cuv,cv,11379.890798049957
5,52809.3531376656,jeep,compass,cuv,cv,11379.890798049957
5.5,58499.29853669058,jeep,compass,cuv,cv,11379.890798049957
6,64189.24393571556,jeep,compass,cuv,cv,11379.890798049957
6.5,69879.18933474054,jeep,compass,cuv,cv,11379.890798049957
7,75569.13473376552,jeep,compass,cuv,cv,11379.890798049957
7.5,81259.08013279049,jeep,compass,cuv,cv,11379.890798049957
8,86949.02553181547,jeep,compass,cuv,cv,11379.890798049957
8.5,92638.97093084046,jeep,compass,cuv,cv,11379.890798049957
9,98328.91632986543,jeep,compass,cuv,cv,11379.890798049957
2,21973.086585945042,jeep,patriot,cuv,cv,11508.911260046889
2.5,27727.54221596849,jeep,patriot,cuv,cv,11508.911260046889
3,33481.99784599194,jeep,patriot,cuv,cv,11508.911260046889
3.5,39236.45347601538,jeep,patriot,cuv,cv,11508.911260046889
4,44990.909106038824,jeep,patriot,cuv,cv,11508.911260046889
4.5,50745.36473606226,jeep,patriot,cuv,cv,11508.911260046889
5,56499.82036608571,jeep,patriot,cuv,cv,11508.911260046889
5.5,62254.27599610916,jeep,patriot,cuv,cv,11508.911260046889
6,68008.7316261326,jeep,patriot,cuv,cv,11508.911260046889
6.5,73763.18725615604,jeep,patriot,cuv,cv,11508.911260046889
7,79517.64288617948,jeep,patriot,cuv,cv,11508.911260046889
7.5,85272.09851620294,jeep,patriot,cuv,cv,11508.911260046889
8,91026.55414622638,jeep,patriot,cuv,cv,11508.911260046889
8.5,96781.00977624982,jeep,patriot,cuv,cv,11508.911260046889
9,102535.46540627326,jeep,patriot,cuv,cv,11508.911260046889
2,21363.00015752462,kia,sorento,cuv,cv,12846.627304220949
2.5,27786.313809635096,kia,sorento,cuv,cv,12846.627304220949
3,34209.62746174557,kia,sorento,cuv,cv,12846.627304220949
3.5,40632.941113856046,kia,sorento,cuv,cv,12846.627304220949
4,47056.254765966514,kia,sorento,cuv,cv,12846.627304220949
4.5,53479.56841807699,kia,sorento,cuv,cv,12846.627304220949
5,59902.882070187465,kia,sorento,cuv,cv,12846.627304220949
5.5,66326.19572229794,kia,sorento,cuv,cv,12846.627304220949
6,72749.50937440842,kia,sorento,cuv,cv,12846.627304220949
6.5,79172.82302651889,kia,sorento,cuv,cv,12846.627304220949
7,85596.13667862937,kia,sorento,cuv,cv,12846.627304220949
7.5,92019.45033073984,kia,sorento,cuv,cv,12846.627304220949
8,98442.76398285032,kia,sorento,cuv,cv,12846.627304220949
8.5,104866.07763496079,kia,sorento,cuv,cv,12846.627304220949
9,111289.39128707127,kia,sorento,cuv,cv,12846.627304220949
2,20655.965328414775,kia,sportage,cuv,cv,11219.758872875487
2.5,26265.844764852518,kia,sportage,cuv,cv,11219.758872875487
3,31875.72420129026,kia,sportage,cuv,cv,11219.758872875487
3.5,37485.603637728,kia,sportage,cuv,cv,11219.758872875487
4,43095.48307416575,kia,sportage,cuv,cv,11219.758872875487
4.5,48705.362510603496,kia,sportage,cuv,cv,11219.758872875487
5,54315.241947041235,kia,sportage,cuv,cv,11219.758872875487
5.5,59925.12138347898,kia,sportage,cuv,cv,11219.758872875487
6,65535.00081991672,kia,sportage,cuv,cv,11219.758872875487
6.5,71144.88025635447,kia,sportage,cuv,cv,11219.758872875487
7,76754.75969279221,kia,sportage,cuv,cv,11219.758872875487
7.5,82364.63912922995,kia,sportage,cuv,cv,11219.758872875487
8,87974.51856566769,kia,sportage,cuv,cv,11219.758872875487
8.5,93584.39800210544,kia,sportage,cuv,cv,11219.758872875487
9,99194.27743854318,kia,sportage,cuv,cv,11219.758872875487
2,14006.312263409693,jeep,renegade,cuv,cv,11269.603648803555
2.5,19641.11408781147,jeep,renegade,cuv,cv,11269.603648803555
3,25275.915912213248,jeep,renegade,cuv,cv,11269.603648803555
3.5,30910.717736615024,jeep,renegade,cuv,cv,11269.603648803555
4,36545.5195610168,jeep,renegade,cuv,cv,11269.603648803555
4.5,42180.32138541858,jeep,renegade,cuv,cv,11269.603648803555
5,47815.12320982036,jeep,renegade,cuv,cv,11269.603648803555
5.5,53449.925034222135,jeep,renegade,cuv,cv,11269.603648803555
6,59084.726858623915,jeep,renegade,cuv,cv,11269.603648803555
6.5,64719.52868302569,jeep,renegade,cuv,cv,11269.603648803555
7,70354.33050742747,jeep,renegade,cuv,cv,11269.603648803555
7.5,75989.13233182924,jeep,renegade,cuv,cv,11269.603648803555
8,81623.93415623103,jeep,renegade,cuv,cv,11269.603648803555
8.5,87258.7359806328,jeep,renegade,cuv,cv,11269.603648803555
9,92893.53780503458,jeep,renegade,cuv,cv,11269.603648803555
2,9589.221391631572,lincoln,mkc,cuv,cv,11315.820503758265
2.5,15247.131643510704,lincoln,mkc,cuv,cv,11315.820503758265
3,20905.041895389837,lincoln,mkc,cuv,cv,11315.820503758265
3.5,26562.95214726897,lincoln,mkc,cuv,cv,11315.820503758265
4,32220.8623991481,lincoln,mkc,cuv,cv,11315.820503758265
4.5,37878.77265102723,lincoln,mkc,cuv,cv,11315.820503758265
5,43536.68290290637,lincoln,mkc,cuv,cv,11315.820503758265
5.5,49194.5931547855,lincoln,mkc,cuv,cv,11315.820503758265
6,54852.50340666463,lincoln,mkc,cuv,cv,11315.820503758265
6.5,60510.413658543766,lincoln,mkc,cuv,cv,11315.820503758265
7,66168.3239104229,lincoln,mkc,cuv,cv,11315.820503758265
7.5,71826.23416230203,lincoln,mkc,cuv,cv,11315.820503758265
8,77484.14441418117,lincoln,mkc,cuv,cv,11315.820503758265
8.5,83142.0546660603,lincoln,mkc,cuv,cv,11315.820503758265
9,88799.96491793942,lincoln,mkc,cuv,cv,11315.820503758265
2,21753.435942179964,nissan,pathfinder,cuv,cv,12517.278520040183
2.5,28012.075202200052,nissan,pathfinder,cuv,cv,12517.278520040183
3,34270.714462220145,nissan,pathfinder,cuv,cv,12517.278520040183
3.5,40529.35372224024,nissan,pathfinder,cuv,cv,12517.278520040183
4,46787.99298226033,nissan,pathfinder,cuv,cv,12517.278520040183
4.5,53046.63224228042,nissan,pathfinder,cuv,cv,12517.278520040183
5,59305.271502300515,nissan,pathfinder,cuv,cv,12517.278520040183
5.5,65563.91076232061,nissan,pathfinder,cuv,cv,12517.278520040183
6,71822.5500223407,nissan,pathfinder,cuv,cv,12517.278520040183
6.5,78081.18928236079,nissan,pathfinder,cuv,cv,12517.278520040183
7,84339.82854238088,nissan,pathfinder,cuv,cv,12517.278520040183
7.5,90598.46780240096,nissan,pathfinder,cuv,cv,12517.278520040183
8,96857.10706242106,nissan,pathfinder,cuv,cv,12517.278520040183
8.5,103115.74632244115,nissan,pathfinder,cuv,cv,12517.278520040183
9,109374.38558246124,nissan,pathfinder,cuv,cv,12517.278520040183
2,14270.525515859958,subaru,forester,cuv,cv,12454.26632066291
2.5,20497.65867619141,subaru,forester,cuv,cv,12454.26632066291
3,26724.79183652287,subaru,forester,cuv,cv,12454.26632066291
3.5,32951.92499685432,subaru,forester,cuv,cv,12454.26632066291
4,39179.05815718578,subaru,forester,cuv,cv,12454.26632066291
4.5,45406.19131751723,subaru,forester,cuv,cv,12454.26632066291
5,51633.324477848684,subaru,forester,cuv,cv,12454.26632066291
5.5,57860.45763818014,subaru,forester,cuv,cv,12454.26632066291
6,64087.59079851159,subaru,forester,cuv,cv,12454.26632066291
6.5,70314.72395884305,subaru,forester,cuv,cv,12454.26632066291
7,76541.8571191745,subaru,forester,cuv,cv,12454.26632066291
7.5,82768.99027950596,subaru,forester,cuv,cv,12454.26632066291
8,88996.12343983742,subaru,forester,cuv,cv,12454.26632066291
8.5,95223.25660016887,subaru,forester,cuv,cv,12454.26632066291
9,101450.38976050033,subaru,forester,cuv,cv,12454.26632066291
2,16337.2485081848,toyota,highlander,cuv,cv,12639.10470169045
2.5,22656.800859030027,toyota,highlander,cuv,cv,12639.10470169045
3,28976.35320987525,toyota,highlander,cuv,cv,12639.10470169045
3.5,35295.90556072048,toyota,highlander,cuv,cv,12639.10470169045
4,41615.4579115657,toyota,highlander,cuv,cv,12639.10470169045
4.5,47935.01026241093,toyota,highlander,cuv,cv,12639.10470169045
5,54254.56261325615,toyota,highlander,cuv,cv,12639.10470169045
5.5,60574.114964101376,toyota,highlander,cuv,cv,12639.10470169045
6,66893.66731494661,toyota,highlander,cuv,cv,12639.10470169045
6.5,73213.21966579182,toyota,highlander,cuv,cv,12639.10470169045
7,79532.77201663706,toyota,highlander,cuv,cv,12639.10470169045
